"Fecha";"ET0"
2015-11-25;4.08116670378967
2015-11-26;9.00897622151702
2015-11-27;2.60874932177313
2015-11-28;2.16976060098015
2015-11-29;1.42134168897299
2015-11-30;1.63456859407427
2015-12-01;1.73158719930723
2015-12-02;2.17919646807665
2015-12-03;1.18605219702264
2015-12-04;1.23660813509534
2015-12-05;1.11591066087881
2015-12-06;1.04568836001889
2015-12-07;1.17776495856598
2015-12-08;1.40316820366255
2015-12-09;1.06008046201065
2015-12-10;0.807391450936365
2015-12-11;1.11474463635551
2015-12-12;1.16360840213306
2015-12-13;1.5540494381525
2015-12-14;1.48930227058875
2015-12-15;2.67413568940734
2015-12-16;2.60272652953332
2015-12-17;1.86559686952006
2015-12-18;2.26241842896044
2015-12-19;2.13923001225018
2015-12-20;1.27797817794184
2015-12-21;1.04012887823226
2015-12-22;1.01824496289436
2015-12-23;0.996494733978754
2015-12-24;1.13767342123436
2015-12-25;1.14489636712337
2015-12-26;1.10217635388927
2015-12-27;1.08488292579373
2015-12-28;1.25437529717207
2015-12-29;1.21552005678143
2015-12-30;1.68265034240372
2015-12-31;1.85561128577149
2016-01-01;1.62328766739911
2016-01-02;2.5589866202433
2016-01-03;1.55943409510134
2016-01-04;5.67161841904747
2016-01-05;3.27546596792653
2016-01-06;3.15151997188599
2016-01-07;3.80451195988826
2016-01-08;2.52043777260893
2016-01-09;3.225745373397
2016-01-10;2.74736418355194
2016-01-11;4.58969124223607
2016-01-12;1.96706286378784
2016-01-13;1.52726063819672
2016-01-14;1.63634336982744
2016-01-15;1.04400522095092
2016-01-16;4.67776167190934
2016-01-17;2.06138749556471
2016-01-18;2.39493124964305
2016-01-19;1.69206327951673
2016-01-20;1.27397982678472
2016-01-21;2.50985219378316
2016-01-22;2.03341030658836
2016-01-23;1.35651221549237
2016-01-24;1.43747347107217
2016-01-25;1.21668939514051
2016-01-26;0.976317880424057
2016-01-27;0.944515652283947
2016-01-28;1.83925189153092
2016-01-29;1.08192441407249
2016-01-30;2.00243049899512
2016-01-31;2.6563393604499
2016-02-01;2.07349566741031
2016-02-02;2.20010509356578
2016-02-03;1.43914050224596
2016-02-04;1.27186452634658
2016-02-05;1.63250117446836
2016-02-06;1.84823511343566
2016-02-07;4.01875884578428
2016-02-08;2.74856723923582
2016-02-09;3.61043580004514
2016-02-10;4.74370486767089
2016-02-11;4.91357368894953
2016-02-12;4.13434090649695
2016-02-13;4.92857919833362
2016-02-14;5.29624213981122
2016-02-15;5.03133232547442
2016-02-16;4.50477418799044
2016-02-17;3.26022713415341
2016-02-18;2.29966241677188
2016-02-19;1.67661118940412
2016-02-20;1.94170355243442
2016-02-21;1.95749844602427
2016-02-22;3.38532308932943
2016-02-23;3.84760080014949
2016-02-24;3.58420887332003
2016-02-25;4.84410891013337
2016-02-26;3.05377165019048
2016-02-27;4.21633332676098
2016-02-28;5.15678238198576
2016-02-29;6.38714730161213
2016-03-01;5.71239834516902
2016-03-02;5.30488794467974
2016-03-03;5.02054017839068
2016-03-04;4.48535876761204
2016-03-05;5.73954377846859
2016-03-06;5.56336699645701
2016-03-07;2.16932977882724
2016-03-08;5.03979718277721
2016-03-09;4.2717339936446
2016-03-10;5.48023197487362
2016-03-11;3.68635996237646
2016-03-12;2.96482412443037
2016-03-13;2.74945947286269
2016-03-14;2.9168317904358
2016-03-15;2.47486544464071
2016-03-16;3.51368784841336
2016-03-17;3.06123022815246
2016-03-18;1.95650107101208
2016-03-19;2.78188745223072
2016-03-20;3.25787473995397
2016-03-21;1.22084311231497
2016-03-22;1.54796713720398
2016-03-23;3.97174749146266
2016-03-24;4.65402007709077
2016-03-25;5.22824964901132
2016-03-26;4.43698929894735
2016-03-27;4.4987271789196
2016-03-28;4.24197421116835
2016-03-29;4.43833438263593
2016-03-30;4.07458479014834
2016-03-31;6.80702033436327
2016-04-01;6.02966660683663
2016-04-02;3.89399389364375
2016-04-03;3.67804365267289
2016-04-04;3.47036406296433
2016-04-05;2.27130796498697
2016-04-06;3.24733052184303
2016-04-07;4.19701620184712
2016-04-08;4.03228715139968
2016-04-09;5.22486054136194
2016-04-10;4.36871264644413
2016-04-11;4.65926325116245
2016-04-12;4.91631919922883
2016-04-13;5.91264212803814
2016-04-14;4.80302308289767
2016-04-15;3.83469095153003
2016-04-16;5.08528628673916
2016-04-17;5.42102840533377
2016-04-18;3.3070310359657
2016-04-19;4.91528011035625
2016-04-20;4.54745580533742
2016-04-21;5.15708175982002
2016-04-22;3.41217997646778
2016-04-23;4.64558174922381
2016-04-24;7.22480918918606
2016-04-25;4.52670554116842
2016-04-26;4.97833619510132
2016-04-27;4.88106526889695
2016-04-28;4.34859226215111
2016-04-29;2.04197983297394
2016-04-30;4.16829665088225
2016-05-01;5.94932509485688
2016-05-02;5.27150052821276
2016-05-03;6.00722355095969
2016-05-04;5.49208409062514
2016-05-05;3.53006843736172
2016-05-06;3.84116387019786
2016-05-07;4.4238147340281
2016-05-08;3.76425548811331
2016-05-09;2.62250990731446
2016-05-10;2.93017406970533
2016-05-11;5.49807368636622
2016-05-12;5.55942949426012
2016-05-13;4.93687992297292
2016-05-14;6.85938587362549
2016-05-15;5.11842758788485
2016-05-16;5.86372000213821
2016-05-17;4.96980549901457
2016-05-18;5.38861796834923
2016-05-19;7.02895452450587
2016-05-20;5.88361400934734
2016-05-21;5.77567793199885
2016-05-22;6.93578833957757
2016-05-23;5.73403219351598
2016-05-24;5.17773064908669
2016-05-25;5.98501228332088
2016-05-26;5.51565803755211
2016-05-27;5.67312840425992
2016-05-28;6.92738363600738
2016-05-29;7.7552760585225
2016-05-30;7.81868798940849
2016-05-31;5.91887312006361
2016-06-01;6.41749238605912
2016-06-02;6.00822154156757
2016-06-03;6.00501508639054
2016-06-04;6.05001069919479
2016-06-05;5.72037566935664
2016-06-06;5.98610837493657
2016-06-07;5.97606964782112
2016-06-08;6.55479926699906
2016-06-09;6.98579688709398
2016-06-10;6.61390799597975
2016-06-11;6.10481303950595
2016-06-12;6.1746610530565
2016-06-13;9.27394771923411
2016-06-14;8.27914775590747
2016-06-15;8.53245408371757
