Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D11TA835556;2017-09-29T00:35:38Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T01:35:40Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T02:35:40Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T03:35:40Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T04:35:40Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T05:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T06:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T07:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T08:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T09:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T10:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T11:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T12:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T13:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T14:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T15:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T16:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T17:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T18:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T19:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T20:35:37Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T21:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T22:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-29T23:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T00:35:35Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T01:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T02:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T03:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T04:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T05:35:34Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T06:35:34Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T07:35:34Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T08:35:34Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T09:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T10:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T11:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T12:35:36Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T17:35:33Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T18:35:33Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T19:35:33Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T20:35:33Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T21:35:31Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T22:35:31Z;2798499
EMUASA-MURCIA;D11TA835556;2017-09-30T23:35:31Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T00:35:31Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T01:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T02:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T03:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T04:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T05:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T06:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T07:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T08:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T09:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T10:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T11:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T12:35:32Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T13:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T14:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T15:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T16:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T17:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T18:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T19:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T20:35:30Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T21:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T22:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-01T23:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T00:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T01:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T02:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T03:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T04:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T05:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T06:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T07:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T08:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T09:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T10:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T11:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T12:35:29Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T13:35:25Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T14:35:25Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T15:35:25Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T16:35:25Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T17:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T18:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T19:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T20:35:27Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T21:35:24Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T22:35:24Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-02T23:35:24Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-03T00:35:24Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-03T01:35:26Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-03T02:35:26Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-03T03:35:26Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-03T04:35:26Z;2798499
EMUASA-MURCIA;D11TA835556;2017-10-03T05:35:25Z;2798499
