Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D99TC600117;2017-09-29T02:26:55Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T03:26:55Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T04:26:55Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T05:26:55Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T06:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T07:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T08:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T09:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T22:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-29T23:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-30T00:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-09-30T01:26:53Z;3124119
EMUASA-MURCIA;D99TC600117;2017-10-01T06:26:50Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-01T07:26:50Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-01T08:26:50Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-01T09:26:50Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-01T22:26:49Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-01T23:26:49Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-02T00:26:49Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-02T01:26:49Z;3124916
EMUASA-MURCIA;D99TC600117;2017-10-03T06:26:46Z;3125710
EMUASA-MURCIA;D99TC600117;2017-10-03T07:26:46Z;3125710
EMUASA-MURCIA;D99TC600117;2017-10-03T08:26:46Z;3125710
EMUASA-MURCIA;D99TC600117;2017-10-03T09:26:46Z;3125710
EMUASA-MURCIA;D99TC600117;2017-10-06T02:26:41Z;3126497
EMUASA-MURCIA;D99TC600117;2017-10-06T03:26:41Z;3127266
EMUASA-MURCIA;D99TC600117;2017-10-06T04:26:41Z;3127266
EMUASA-MURCIA;D99TC600117;2017-10-06T05:26:41Z;3127266
EMUASA-MURCIA;D99TC600117;2017-10-06T18:26:42Z;3127266
EMUASA-MURCIA;D99TC600117;2017-10-06T19:26:42Z;3127266
