Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D11TA835640;2017-09-29T00:34:10Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T01:34:10Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T02:34:10Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T03:34:10Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T04:34:21Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T05:34:21Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T06:34:21Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T07:34:21Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T08:34:09Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T09:34:09Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T10:34:09Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T11:34:09Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T12:34:20Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T13:34:20Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T14:34:20Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T15:34:20Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T16:34:22Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T17:34:22Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T18:34:22Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T19:34:22Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T20:34:17Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T21:34:17Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T22:34:17Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-29T23:34:17Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T00:34:08Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T01:34:08Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T02:34:08Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T03:34:08Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T04:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T05:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T06:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T07:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T08:34:14Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T09:34:14Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T10:34:14Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T11:34:14Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T12:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T13:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T14:34:19Z;614838
EMUASA-MURCIA;D11TA835640;2017-09-30T15:34:19Z;614838
