Fecha;NDVI.clear_sky.Min;NDVI.clear_sky.Q1;NDVI.clear_sky.Median;NDVI.clear_sky.Mean;NDVI.clear_sky.Q3;NDVI.clear_sky.Max;NDVI.clear_sky.n
2018-12-17;0.103938028216362;0.169459968805313;0.232830822467804;0.299440701599004;0.431625515222549;0.674617290496826;61
2019-11-27;0.103425115346909;0.179009906947613;0.23515248298645;0.2727316091458;0.320572406053543;0.653475940227509;75
2019-12-02;;;;;;;0
2020-01-01;0.106218613684177;0.156052574515343;0.193229228258133;0.217387557384514;0.228612918406725;0.633787453174591;42
2020-01-06;0.0977443605661392;0.173963576555252;0.200926467776299;0.274585377730307;0.354166656732559;0.68168169260025;61
2020-01-11;0.1062942892313;0.153494447469711;0.184129774570465;0.249615853685036;0.275875627994537;0.695682942867279;57
2020-01-16;0.0916030555963516;0.150081761181355;0.183454617857933;0.250616902402088;0.314815193414688;0.650018513202667;67
2020-01-21;;;;;;;0
2020-01-26;0.0893196538090706;0.171206220984459;0.244004175066948;0.296644221016994;0.423728823661804;0.710905730724335;65
2020-01-31;0.0727699548006058;0.157494962215424;0.219156682491303;0.292382630209128;0.433404624462128;0.691358029842377;63
2020-02-05;;;;;;;0
2020-02-10;0.0742808058857918;0.135749384760857;0.200764819979668;0.280374344605119;0.372202977538109;0.709401726722717;67
2020-02-15;0.0728280991315842;0.15226337313652;0.205760419368744;0.265916259200485;0.343283593654633;0.676421105861664;81
2020-02-20;0.104555636644363;0.189867086708546;0.223853215575218;0.285345872947529;0.375539675354958;0.626342177391052;67
2020-02-25;0.0761209577322006;0.160466134548187;0.210437715053558;0.278645259339407;0.408844828605652;0.59447580575943;83
2020-03-01;;;;;;;0
2020-03-06;0.107427872717381;0.176938369870186;0.198211625218391;0.203624260922273;0.220779225230217;0.312585800886154;33
2020-03-11;0.047823540866375;0.128208130598068;0.186806008219719;0.244948151932899;0.363926842808723;0.562479078769684;86
2020-03-16;-0.0984331071376801;-0.0708753259386867;-0.0433175447396934;-0.0433175447396934;-0.0157597635407001;0.0117980176582932;2
2020-03-21;;;;;;;0
2020-03-26;0.0970835015177727;0.206985924392939;0.289450526237488;0.307197354907213;0.387178480625153;0.586397767066956;86
2020-03-31;;;;;;;0
2020-04-05;;;;;;;0
2020-04-10;;;;;;;0
2020-04-15;;;;;;;0
2020-04-20;;;;;;;0
2020-04-25;;;;;;;0
2020-04-30;0.058868795633316;0.180167067795992;0.246547393500805;0.263312646296135;0.332586482167244;0.510656416416168;86
2020-07-04;0.166447460651398;0.168549250811338;0.172209069132805;0.180670119822025;0.184329938143492;0.211814880371094;4
2020-07-09;0.0990881472826004;0.149795763194561;0.181100159883499;0.194246548899384;0.238355860114098;0.331719130277634;86
2020-07-14;;;;;;;0
2020-07-19;0.0704043805599213;0.135139614343643;0.16840311139822;0.201359581288903;0.280323289334774;0.416960299015045;86
2020-07-24;0.0590858422219753;0.128228764981031;0.174314245581627;0.192221174016595;0.251851800829172;0.378741860389709;86
2020-07-29;0.0723008364439011;0.128159523010254;0.160957716405392;0.189021709180155;0.268197238445282;0.378773123025894;86
2020-08-03;;;;;;;0
2020-08-08;0.0724637657403946;0.140584092587233;0.18610879778862;0.202630306572415;0.276387125253677;0.384395807981491;86
2020-08-13;0.0624284073710442;0.134748481214046;0.176813095808029;0.192462145155945;0.242348786443472;0.401081085205078;86
2020-08-18;;;;;;;0
2020-08-23;0.111842103302479;0.182209461927414;0.187827914953232;0.1848695087764;0.206088989973068;0.236889690160751;9
2020-08-28;0.072670690715313;0.12805138900876;0.175063103437424;0.193278136381576;0.258289776742458;0.382716059684753;86
2020-09-02;-0.247654244303703;-0.172824040055275;-0.0182635579258204;-0.0583400589843782;0.0237561631947756;0.147773280739784;13
2020-09-07;0.0849850699305534;0.134390227496624;0.170398488640785;0.178663520209761;0.215064845979214;0.3304423391819;83
2020-09-12;0.0585495680570602;0.127717792987823;0.16683753579855;0.18590938386529;0.238313108682632;0.397063851356506;86
2020-09-17;;;;;;;0
2020-09-22;0.0917466431856155;0.156978469341993;0.189505025744438;0.213406290339176;0.272781074047089;0.427934616804123;86
2020-09-27;0.0878079608082771;0.160945791751146;0.20890948921442;0.232377074398967;0.302524067461491;0.486968457698822;86
2020-10-02;;;;;;;0
2020-10-07;0.0841750875115395;0.129643619060516;0.186685793101788;0.217745728617491;0.302477948367596;0.452976703643799;86
2020-10-12;0.0754950493574143;0.14039658010006;0.20332358777523;0.229501265252745;0.309259571135044;0.498197942972183;86
2020-10-17;0.0822625905275345;0.138515450060368;0.201531514525414;0.234260839605054;0.321591608226299;0.480014145374298;86
2020-10-27;0.0542920045554638;0.121451165527105;0.186163760721684;0.223922325644729;0.308264076709747;0.556226909160614;86
2020-11-01;0.0273510683327913;0.115586524829268;0.164650060236454;0.183185642866721;0.228231642395258;0.459685862064362;86
2020-11-11;0.0596514753997326;0.120325276628137;0.182892836630344;0.186568093204568;0.230021797120571;0.392198354005814;86
2020-11-21;0.0653620362281799;0.138110764324665;0.201151788234711;0.22847084593342;0.30351722240448;0.55449914932251;83
2020-11-26;;;;;;;0
2020-12-01;0.0549352392554283;0.151186842471361;0.205953896045685;0.231140894160883;0.274509303271771;0.557240307331085;74
2020-12-06;0.0852493792772293;0.140401139855385;0.189597308635712;0.219235314219667;0.242932856082916;0.631578922271729;57
2020-12-11;;;;;;;0
2020-12-21;0.0454148463904858;0.103383550420403;0.142969399690628;0.204021649787555;0.277201160788536;0.57419353723526;74
2020-12-26;0.0814668014645577;0.1138059720397;0.157172799110413;0.195194214974579;0.219909504055977;0.525944352149963;57
2020-12-31;0.0579771474003792;0.124696062877774;0.172405801713467;0.222071967314224;0.273727864027023;0.551912546157837;74
2021-01-05;0.0656284764409065;0.113844215869904;0.149372860789299;0.191168810453331;0.212039530277252;0.548623859882355;57
2021-01-10;;;;;;;0
2021-01-15;0.106115110218525;0.150852650403976;0.202626645565033;0.242888840723713;0.273111462593079;0.584999978542328;53
2021-01-20;;;;;;;0
2021-01-25;;;;;;;0
2021-01-30;;;;;;;0
2021-02-04;0.0479465909302235;0.107344634830952;0.160352244973183;0.202260897124875;0.28412801027298;0.489563554525375;73
2021-02-09;;;;;;;0
2021-02-14;0.0658128783106804;0.122949542477727;0.168565325438976;0.216438251179318;0.289469987154007;0.528076112270355;86
2021-02-19;0.0731624513864517;0.127781566232443;0.176181070506573;0.206297614286805;0.242158181965351;0.498577296733856;86
2021-02-24;;;;;;;0
2021-03-01;;;;;;;0
2021-03-06;;;;;;;0
2021-03-11;0.0823091268539429;0.153998944908381;0.229295641183853;0.254905290468488;0.340805724263191;0.536939740180969;86
2021-03-16;0.0731889456510544;0.147617552429438;0.200153879821301;0.239350518428309;0.330789797008038;0.489528805017471;86
2021-03-21;0.111698113381863;0.186857867985964;0.244803093373776;0.277904741379411;0.37393519282341;0.531398117542267;86
2021-03-26;0.0891938284039497;0.146443516016006;0.176718682050705;0.210405358403433;0.266932278871536;0.406298398971558;61
2021-04-10;;;;;;;0
2021-04-15;;;;;;;0
2021-04-20;0.109799288213253;0.203146979212761;0.267961785197258;0.273798151071682;0.344166584312916;0.45386466383934;86
2021-04-25;;;;;;;0
2021-04-30;;;;;;;0
2021-05-05;0.0872986167669296;0.182154484093189;0.239180274307728;0.249479621735423;0.318385414779186;0.456262141466141;86
2021-05-15;0.0867944657802582;0.16966075450182;0.226515412330627;0.233788506755995;0.295213505625725;0.410294860601425;86
2021-05-20;0.0890429988503456;0.159171342849731;0.206773653626442;0.219138847534047;0.283270888030529;0.381940841674805;86
2021-05-25;0.102584816515446;0.195525750517845;0.263807311654091;0.264046332690605;0.335139505565166;0.425334692001343;86
2021-05-30;0.0978915691375732;0.177445709705353;0.216190189123154;0.22373670556171;0.273392498493195;0.358303248882294;86
2021-06-04;;;;;;;0
2021-06-09;0.0857467353343964;0.173559527844191;0.220950312912464;0.231353016266989;0.296782657504082;0.395721912384033;86
2021-06-14;0.107184924185276;0.17490429058671;0.209878779947758;0.214939266876426;0.262530028820038;0.342749536037445;86
2021-06-19;;;;;;;0
2021-06-24;0.0756986886262894;0.146864552050829;0.196471579372883;0.215960504097301;0.292009606957436;0.38779628276825;86
2021-06-29;;;;;;;0
2021-07-09;0.0738606601953507;0.135494757443666;0.175112269818783;0.181405144028885;0.221898052841425;0.284349739551544;86
2021-07-14;0.0848985761404038;0.145012777298689;0.19135008752346;0.202523365443529;0.2557577714324;0.356292515993118;86
