"Contrato";"Consumo_Min";"Consumo_Mean";"Consumo_Max";"Consumo_TotalNA";"Consumo_MaxNA"
"6351960";0;4.55098719109063;1300.61694091728;0;0
"6353617";0;3.34847932744489;1702.86054218344;0;0
"6354706";-2600.4998418259;2.20503819923729;2310.22132676766;0;0
"6355390";0;6.67193683305672;2103.16178438538;0;0
"6355405";0;15.5146851791396;5465.41457391127;0;0
"6357841";0;14.1793434860422;3296.19612961057;0;0
"6358872";0;2.59481728265563;18.7699775196081;0;0
"6358890";0;0;0;0;0
"6361595";0;15.6565403582953;4859.27405596171;0;0
"6364682";0;37.2178846060587;8843.66213855745;0;0
"6369773";0;0.427688066303896;22.2730027958873;0;0
"6369836";0;5.04769659040063;33.3516830917014;0;0
"6373373";0;11.1798099078646;4381.3740780199;0;0
"6373376";0;4.95488335907386;1786.59784044228;0;0
"6373402";0;6.13656569573657;1450.41282736699;0;0
"6373577";0;5.31639949553273;28.0041051668681;0;0
"6373793";0;74.2181153824782;24020.2092012075;0;0
"6377862";0;10.8694327988738;2575.91967881624;0;0
"6377878";0;4.35160046474737;100.800520072927;0;0
"6378402";0;5.58722708242288;148.969398633528;0;0
"6384426";0;4.50189626633871;19.4307635307173;0;0
"6386652";0;10.1949005248977;109.866867757667;0;0
"6391847";0;14.1663850112085;4847.3194268821;0;0
"6391856";0;6.90423470494525;336.226594535501;0;0
"6392760";-0.860656885705673;2.23474012047025;174.832059092832;0;0
"6393621";0;0.310848895157868;7.67570914360335;0;0
"6394348";0;2.17644391654085;651.91248232512;0;0
"6396185";0;6.65656540348775;4025.11586470918;0;0
"6396198";0;6.72912273511385;42.3618100353212;0;0
"6396344";0;22.2545467093639;2496.1214528653;0;0
"6396364";0;8.35888349477205;184.640647303083;0;0
"6397734";0;4.47856602602755;42.9483812460918;0;0
"6397830";0;0.0121683761430434;2.19273392711619;0;0
"6398496";0;4.34879985655443;1689.49447952364;0;0
"6400127";0;6.12985960570892;57.2753643210742;0;0
"6400489";0;19.7842091716004;4634.13140596392;0;0
"6400759";0;7.50040494929584;2689.73610924623;0;0
"6400989";-0.100925991728334;0.000382000988915395;0.0951315277894476;0;0
"6400993";-0.0122996226563289;16.0850694412231;7345.51914469944;0;0
"6400994";0;20.3877300977639;6580.85500792736;0;0
"6400997";-508.99095370218;16.868434390659;358.551066021953;0;0
"6401005";0;125.231668138283;44532.9671636986;0;0
"6401855";0;50.84917932043;850.538004321278;0;0
"6402165";0;0;0;0;0
"6402168";0;8.05174827297558e-05;0.0255240420253326;0;0
"6402171";0;0;0;0;0
"6402172";0;0;0;0;0
"6402214";-0.00290372761374439;1.78115189475917;27.0209973294829;0;0
"6406085";0;9.71192481872113;139.349276892908;0;0
"6406092";0;31.7380144619292;611.905117102936;0;0
"6406280";0;1.14050873263718;41.5726870486963;0;0
"6409317";0;3.16458019030417;46.0919767333374;0;0
"6410146";0;8.74822505740705;311.964412226771;0;0
"6412073";-21.1036480480831;45.8342139560913;2043.7387974784;0;0
"6412629";0;5690.86235430974;490724.545454547;0;0
"6412630";0;6831.06491611962;296754.090909092;0;0
"6414872";0;3.61086027658323;853.431083359276;0;0
"6416024";0;2.62375117317961;201.606073344587;0;0
"6416203";0;6.53462813695592;1563.1081389614;0;0
"6416226";0;5.71190484503748;251.971518434349;0;0
"6420135";0;3.29788783898777;28.6831621999907;0;0
"6422694";0;1.47823196151565;228.474927810088;0;0
"6429112";0;2.41678343895107;26.177808518945;0;0
"6429753";0;0.344946719530189;86.1659032237689;0;0
"6429769";-5451.21850522423;21.0003202339347;6890.210968723;0;0
"6429916";0;2.98528236803573;51.238527541222;0;0
"6429987";0;6.13007012617688;1606.084621479;0;0
"6430007";0;5.5674186242278;2108.11571005673;0;0
"6430564";0;3.1845560779782;990.206524034565;0;0
"6430577";0;15.80795595607;6917.06167235265;0;0
"6430918";0;68.4488711033802;22991.6398438626;0;0
"6431079";0;10.3168068439674;3413.27069692272;0;0
"6431097";0;0.000166981104745206;0.154123559679825;0;0
"6431126";-4029.46728549515;5.98502785288477;314.412876167823;0;0
"6431127";0;8.13007546744398;2997.25332251368;0;0
"6431268";0;5.51351132783009;177.670916756896;0;0
"6431273";-0.0666076681424511;23.2280269086231;10446.1187559568;0;0
"6431327";-0.0538789989494921;10.9333073744187;430.320788809804;0;0
"6431331";0;6.15741688499073;28.7484014687166;0;0
"6431414";0;5.63152826660958;172.071284525449;0;0
"6431415";0;20.1599129242225;8290.42560464333;0;0
"6431427";0;3.34451098274602;40.1510221761307;0;0
"6431430";0;2.76720859284403;423.608488477926;0;0
"6431521";0;20.5528812505491;392.763139981062;0;0
"6431524";0;56.5047161326282;17392.7616677617;0;0
"6431535";0;4.62604139183032;878.991570548111;0;0
"6432723";0;2.18274428065065;7.54283982865062;0;0
"6432724";0;10.7717933959212;3156.22684395929;0;0
"6432725";0;7.59176187315026;2496.13740927566;0;0
"6434297";-0.0331173250663582;36.3354440308454;10112.2096223872;0;0
"6434298";0;13.6959898230094;4238.09535915374;0;0
"6434299";0;16.9148264146731;5510.51651087216;0;0
"6436097";0;36.8123415932265;472.169991767939;0;0
"6436099";-4.24311735211784;1.41475907792206;566.133031063978;0;0
"6436100";0;0.207524102882089;18.6710040706275;0;0
"6436906";0;2.65822454494919;7.88388413872612;0;0
"6436974";0;1.81025389152675;22.0980012966213;0;0
"6437379";0;5.40766898296688;1751.32769806607;0;0
"6438510";0;4.26504172775661;1080.01374749741;0;0
"6438908";0;1.67948752035261;231.779445397845;0;0
"6439676";0;12.2760784070867;4050.05864577093;0;0
"6439812";0;10.6788256965034;2354.57756878317;0;0
"6439813";0;2.43910431387425;284.217729740874;0;0
"6439814";0;3.76475504194891;1161.91291481357;0;0
"6439815";0;26.7584031026449;7835.52617852221;0;0
"6440330";0;1.01248389062699;30.525371588611;0;0
"6440364";0;49.889828980813;17033.2729316248;0;0
"6440366";0;0.0245194443833536;6.0634582668158;0;0
"6440370";0;30.1103576589432;9662.86567517225;0;0
"6440893";0;21.9138486049021;10507.2274548493;0;0
"6440894";0;3.13012833944773;107.016971112848;0;0
"6441166";0;12.1191787698677;3559.38431716056;0;0
"6441169";0;7.0396954443254;2108.29373152184;0;0
"6441171";0;5.94357181209041;1656.90397529878;0;0
"6441172";0;9.15610106622963;2568.03810799117;0;0
"6441173";0;8.93815654676468;2640.91839310048;0;0
"6441174";0;15.3673559437268;3847.15603595467;0;0
"6441175";0;17.8156527595111;5339.46731637226;0;0
"6441232";0;5.51386335141998;8.43148293351793;0;0
"6441236";0;8.27546911701427;43.2525370067095;0;0
"6441237";0;0;0;0;0
"6441354";0;8.61167860216555;2515.41373068908;0;0
"6441356";-0.0874741044329029;6.8405551968068;281.77533453218;0;0
"6441467";0;5.96168689159958;2392.87670380632;0;0
"6441469";0;1.48519606421451;493.583871522502;0;0
"6441473";0;1.30621945016812;27.9866102956465;0;0
"6441899";0;12.2732579835054;4210.69093534988;0;0
"6441902";0;16.1562300588865;766.744768669507;0;0
"6441903";0;11.9576620872972;4042.68870919269;0;0
"6441924";0;4.78342883672539;42.9244322307057;0;0
"6442236";0;0;0;0;0
"6442999";-1.36931900643953;3.59490596975201;1040.43830274561;0;0
"6443000";0;1.29187491301299;24.494419596694;0;0
"6443006";0;9.55372241185404e-06;0.00883719323096499;0;0
"6443729";0;4.46137510405591;15.6904677959063;0;0
"6443818";0;2.20209473022557;137.477751453049;0;0
"6443831";0;2.76603817992231;55.2251225232226;0;0
"6444397";0;1.09995158360334;35.0634393427082;0;0
"6444401";-0.0114476089726881;2.7264611527791;153.077427182785;0;0
"6444403";0;4.09922226027455;39.7392533941254;0;0
"6444406";0;14.7897250609825;4686.9744247647;0;0
"6444534";0;4.14114315743427;1391.190279766;0;0
"6444851";0;2.29939511387664;123.323831582688;0;0
"6445155";-0.00471358864605218;14.2161919579325;2960.46833451464;0;0
"6447936";0;0.169338790073353;15.642278745086;0;0
"6449098";0;11.5851791886398;3636.63297740477;0;0
