"n";"PCA";"MAE";"MAPE";"MSE";"RMSE";"CV";"CVRMSE";"user";"system";"elapsed"
1;0;0.0656249609555615;0.268096168245938;0.00894901589164911;0.0945992383248888;0.392442074087511;0.241052742738777;41.12;0.26;2952.47
1;1;0.140570900496388;0.546195505909981;0.0313843747950306;0.177156356913972;0.392442074087511;0.451420397076149;14.34;0.2;322.04
1;2;0.10923181916267;0.425976125668874;0.0201522801930855;0.141958727076166;0.392442074087511;0.361731670607037;19.08;0.17;442.41
1;3;0.0872554668790464;0.345811572348516;0.0135467381566248;0.116390455607944;0.392442074087511;0.296579962478718;18.2;0.13;910.56
1;4;0.0833005594108794;0.331964969764639;0.0125497830102591;0.112025814035244;0.392442074087511;0.28545821519194;18.09;0.14;1507.48
1;5;0.0740590444121603;0.291962922643727;0.0106117954038936;0.103013569028034;0.392442074087511;0.262493692266704;49.38;0.27;3767.35
1;6;0.0746653313470267;0.299478470019177;0.0106614925220384;0.103254503640463;0.392442074087511;0.263107629018998;19.28;0.28;3105.63
1;7;0.0748879336953983;0.300778505063362;0.0107128624110086;0.103502958465005;0.392442074087511;0.263740728375432;18.5;0.11;1972.29
1;8;0.0748044692661711;0.303278137778529;0.0107219933306026;0.10354705853187;0.392442074087511;0.263853101817977;18.47;0.19;2180.16
1;9;0.0750348426884301;0.30107134467211;0.0107567763595016;0.103714880125764;0.392442074087511;0.264280735868898;31.07;0.17;2294.55
1;10;0.0751636460368914;0.302041250824223;0.0108605844155624;0.104214127715787;0.392442074087511;0.265552891998396;34.68;0.19;2519.51
1;11;0.0753642050985676;0.303012900698597;0.0109450749114529;0.10461871205216;0.392442074087511;0.266583832264711;34.86;0.19;2608.24
1;12;0.0752395517311167;0.300766558687361;0.0109630528028992;0.104704597811649;0.392442074087511;0.266802681784576;38.64;0.11;2804.87
1;13;0.0722833429904495;0.289976717738866;0.0102406739379862;0.101196215037847;0.392442074087511;0.257862807582862;38.78;0.22;2944.22
1;14;0.0695067173881536;0.278108311159126;0.00963856510700604;0.0981761941969948;0.392442074087511;0.250167351258831;42.17;0.2;4105.85
1;15;0.0686022947141871;0.274316602894528;0.00942484053831218;0.0970816179217888;0.392442074087511;0.247378210268403;42.7;0.23;3167.4
1;16;0.0682177515769925;0.273134808794894;0.00929219092637492;0.0963960109463816;0.392442074087511;0.245631183074642;46.19;0.2;3376.37
156;0;0.0659702905464506;0.266246105003156;0.00885637099358628;0.0854655802630585;0.390225984063705;0.23049487290974;92.180000000003;2.70999999999984;435.630000000005
156;1;0.0732167795913889;0.292160571278988;0.0107677887886877;0.0948085547761244;0.390225984063705;0.255773559166298;76.4400000000014;1.38000000000005;113.490000000002
156;2;0.0713274471277291;0.290315948337711;0.010318031662028;0.0920319192000277;0.390225984063705;0.248154844106228;78.2300000000141;1.39000000000004;126.259999999991
156;3;0.0693788753609273;0.282206891314167;0.0095860726175177;0.0893963254334657;0.390225984063705;0.241731229980828;85.1500000000015;1.59000000000003;192.210000000001
156;4;0.0683505057665252;0.278374728057156;0.00934676519250446;0.0880709037802898;0.390225984063705;0.237581506377908;92.2999999999984;2.47;281.249999999993
156;5;0.0675802287094909;0.273160654644864;0.00912961541634578;0.0869823828986769;0.390225984063705;0.234581680933949;92.0900000000056;2.26999999999998;293.679999999993
156;6;0.0669810698831389;0.271873801265339;0.00905383022829928;0.0866673221370698;0.390225984063705;0.233635931478587;91.7300000000023;2.53999999999991;319.670000000015
156;7;0.0667583948093251;0.270495663726228;0.00901404547836638;0.0865437239346906;0.390225984063705;0.232801932892148;92.2000000000071;2.43000000000015;332.930000000011
156;8;0.0666692648487594;0.2684010500623;0.00895319829476267;0.0864014156994395;0.390225984063705;0.231981431304833;91.1700000000055;2.43000000000003;357.600000000006
156;9;0.066339832907751;0.26727849466468;0.00888237584633159;0.0859922798736466;0.390225984063705;0.230880930031473;91.5399999999891;2.3799999999998;368.799999999988
156;10;0.0665826602134949;0.268633914849607;0.00885297290886987;0.0860707076535196;0.390225984063705;0.231288380758054;92.3200000000043;2.65000000000012;393.919999999982
156;11;0.0667535320666709;0.268743606344037;0.00890182632591623;0.0862844545360242;0.390225984063705;0.232017185584605;93.8200000000034;2.45000000000013;407.250000000002
156;12;0.0668535965363778;0.268366518695725;0.00887328547339444;0.08630097145888;0.390225984063705;0.232556671190244;93.2899999999991;2.43999999999997;430.700000000001
156;13;0.0671526477528479;0.267379109507002;0.00887951543243845;0.086359659347789;0.390225984063705;0.232399568883548;92.5299999999888;3.06999999999985;442.539999999999
156;14;0.0669943217218345;0.267280680096233;0.00890198123507275;0.0863784872349439;0.390225984063705;0.232615509217353;92.6299999999929;2.4500000000001;465.880000000001
156;15;0.0669024526268544;0.266213661716304;0.00882105547371425;0.0861396666588026;0.390225984063705;0.232208875190335;93.2599999999902;2.79999999999987;478.740000000013
156;16;0.0671204783740941;0.267395158153544;0.00882831289960251;0.086190388849729;0.390225984063705;0.232308601956347;94.060000000015;2.41000000000008;502.209999999972
