"n";"PCA";"MAE";"MAPE";"MSE";"RMSE";"CV";"CVRMSE";"user";"system";"elapsed"
"2";0;0.0693868449353245;0.286235627363303;0.00964919117239329;0.0982226181659819;0.392851355179691;0.250031224674908;28.66;1.22;2410.78
"3";0;0.0701777772891926;0.294955470813278;0.00987776778759111;0.099381761428896;0.392982320671016;0.253749220756967;28.18;1.24;2313.58
"4";0;0.0718002626457083;0.300259258673114;0.0101999260108215;0.100744918979767;0.392711588592261;0.257355987924763;23.38;0.180000000000002;1747.29
"5";0;0.0726509549876129;0.302608961497273;0.0104336515285336;0.101850758852104;0.392693964993738;0.260046985330865;22.28;0.24;1606.92
"6";0;0.0732187209294103;0.307025055434103;0.0105641552857407;0.102289828481574;0.392879448581167;0.260780166005354;21.93;0.280000000000003;1470.93
"7";0;0.0732017165207297;0.307199198724751;0.0105607385000999;0.102267514984061;0.393182679541581;0.260821525814235;22.14;0.290000000000005;1435.31
"8";0;0.0733776095515368;0.308958681297966;0.0106329031075192;0.102577691466605;0.393122897969963;0.261646107569154;23.03;0.240000000000004;1420.14
"9";0;0.0741880611209155;0.311202292598452;0.0107673455425957;0.103209945677164;0.393162705284853;0.263165983851646;22.26;0.280000000000005;1337.03000000001
"10";0;0.0740570322603093;0.311200417391236;0.0107413247565484;0.103041043831509;0.393051795169426;0.263433667663927;22.6599999999999;0.300000000000003;1315.73000000001
"11";0;0.0743291425605708;0.311392245315023;0.0108526306464389;0.10351078772057;0.392794252075259;0.266174618825947;23.0399999999999;0.310000000000002;1226.21000000001
"12";0;0.074104284666065;0.310352632431988;0.0107912892105118;0.103203976762824;0.39275859034108;0.265373258144548;23.0399999999992;0.330000000000013;1222.05000000001
"13";0;0.0743713557272897;0.310771418285709;0.0108580537829056;0.103437245439542;0.392779344358126;0.265892875947205;24.1399999999992;0.330000000000011;1217.06000000001
"14";0;0.0745272951425411;0.311238466284606;0.0108858635069766;0.103440368092171;0.392779344358126;0.265849200172592;24.8099999999991;0.340000000000009;1204.56000000001
"15";0;0.0748343960946158;0.312468872105784;0.0109401891048663;0.103770834628588;0.3928055227544;0.267007045906002;25.6799999999992;0.36000000000001;1170.17000000001
"16";0;0.0750058871275381;0.311571932943508;0.0109347848478072;0.103566607005711;0.392803682279326;0.26648088449778;26.4399999999991;0.46000000000001;1148.77000000001
"17";0;0.0761734715238194;0.313160041319994;0.0110942644157276;0.104265421555475;0.392799282798538;0.26815327188581;24.8399999999992;0.510000000000011;1022.62000000001
"18";0;0.0763872102891602;0.313794017925338;0.0111372349115743;0.104383715813207;0.392829727821455;0.268350635021827;25.9799999999992;0.55000000000001;1012.88
"19";0;0.0765600516141576;0.314167457127896;0.011190133725968;0.10460996629238;0.392830042241798;0.268870790237542;26.7899999999992;0.54000000000001;998.550000000003
"20";0;0.0758533328754893;0.311687734308471;0.0110473817478791;0.103849666088157;0.392711227909032;0.266845429051204;27.9199999999992;0.570000000000009;982.809999999997
"21";0;0.0757555275895037;0.311530215279821;0.0110005679549645;0.103585937017479;0.3927803795443;0.266191552947933;28.7699999999992;0.64000000000001;979.299999999995
"22";0;0.075674584301647;0.311304340159923;0.0109844328776102;0.103425314069683;0.392751313630629;0.265804055583905;29.2699999999993;0.650000000000011;976.739999999992
"23";0;0.0758368797899973;0.311880956887641;0.011013265208594;0.10335881938181;0.392759456570905;0.266336477499123;29.2399999999994;0.650000000000011;972.099999999993
"24";0;0.0758196677194211;0.311749650645066;0.0109951231225454;0.103262702730201;0.392762733689963;0.266206244405009;29.6099999999981;0.660000000000004;961.329999999992
"25";0;0.0754539054699055;0.310891028364619;0.010881089304431;0.102695173136011;0.392017568751492;0.265228792615123;29.589999999997;0.660000000000023;960.649999999992
"26";0;0.0757034059946692;0.311719717315569;0.0109326119184802;0.102915788914249;0.391763037275955;0.266336353113219;30.449999999997;0.610000000000023;949.489999999988
"27";0;0.0757595854933661;0.311266875777557;0.0109533244453195;0.102999258696706;0.391763037275955;0.266614514793349;31.179999999997;0.630000000000022;939.67999999999
"28";0;0.0751377719259393;0.308927881490277;0.0108468353123257;0.102367191466154;0.391730376134115;0.265438886166462;32.449999999997;0.600000000000023;902.13999999999
"29";0;0.0749916589477881;0.308526598971333;0.0108245995534518;0.102260505811959;0.391730376134115;0.265241737372294;33.369999999997;0.630000000000022;898.939999999989
"30";0;0.075263969768388;0.309611796174703;0.010873656507436;0.102419897009012;0.391730376134115;0.26574420345925;34.709999999997;0.63000000000002;893.719999999992
"31";0;0.0755473870336182;0.310090245787661;0.0109676261191971;0.102875483768395;0.391724741134164;0.266921808580875;35.379999999997;0.640000000000018;875.649999999993
"32";0;0.0758981384091991;0.311129104395351;0.0110388490591812;0.103266310332811;0.391677443331897;0.26842843129533;35.689999999997;0.690000000000019;853.699999999993
"33";0;0.0755135464882968;0.309197555932943;0.0109107265294487;0.102731892942862;0.391677443331897;0.267226216867412;35.4399999999971;0.740000000000019;840.319999999995
"34";0;0.0755599198303484;0.30935955089236;0.0109199050493308;0.102793316132386;0.391618779704167;0.267431631418436;35.6799999999963;0.72000000000002;837.629999999995
"35";0;0.0755043973869106;0.309570089103453;0.0109246729514437;0.102763654166561;0.391618779704167;0.267524708318411;36.049999999996;0.72000000000002;834.019999999996
"36";0;0.075448181601443;0.309403413354197;0.0108829044670137;0.102517152363648;0.391634478954205;0.267036640516578;36.099999999996;0.720000000000023;807.609999999996
"37";0;0.0753100448951805;0.309594706978689;0.0108645544675082;0.102386296609175;0.391724172453428;0.266723311379165;35.869999999996;0.760000000000023;793.779999999994
"38";0;0.0753155240259356;0.309652424344681;0.010867835074918;0.102397456411886;0.391667413428057;0.266759241911911;36.1599999999965;0.760000000000023;792.249999999992
"39";0;0.0754410734090271;0.309614916723253;0.0109069405296154;0.102489203907651;0.391667413428057;0.26693997882559;36.5299999999965;0.770000000000024;783.369999999992
"40";0;0.0749746267137112;0.307013262518351;0.0107611405154862;0.101821336314122;0.391633839179222;0.265691863222645;35.5199999999965;0.740000000000023;746.009999999991
"41";0;0.0746746825604366;0.30568135185343;0.0106405132315704;0.101306393200923;0.391560708719816;0.264378270912014;35.8799999999965;0.740000000000022;733.259999999989
"42";0;0.0746814192644638;0.305494565593402;0.0106381489448099;0.101092547428471;0.391560708719816;0.263442682638888;36.4099999999953;0.809999999999987;732.299999999988
"43";0;0.0747349505892348;0.305540410068448;0.0106554976230778;0.101132483041331;0.391425219429154;0.264503846288768;36.8899999999953;0.759999999999987;728.829999999988
"44";0;0.07467396740882;0.305388734023435;0.0106336404735426;0.100915073152102;0.391356883385877;0.263876578373021;37.1599999999968;0.749999999999969;726.129999999987
"45";0;0.0743857975398008;0.304678570640535;0.0105459492373678;0.100370246981922;0.391356883385877;0.262728178844562;37.0699999999961;0.779999999999951;723.199999999989
"46";0;0.0748721371405897;0.30647271402324;0.0107316007022832;0.101099581254299;0.391463552430694;0.264183714232749;37.0099999999961;0.799999999999952;686.149999999991
"47";0;0.074873366827064;0.3061689235369;0.0107369156144952;0.101129769856127;0.391463552430694;0.264626031587057;36.8599999999961;0.799999999999952;681.00999999999
"48";0;0.0743723996768113;0.305028246691266;0.010567265036217;0.100133461670356;0.391401376187072;0.26243626914279;37.2399999999961;0.819999999999952;673.87999999999
"49";0;0.0743280004353732;0.305012596273028;0.0105470603939039;0.10000468678362;0.391401376187072;0.262304542650716;37.5599999999961;0.82999999999995;663.559999999989
"50";0;0.074329238876978;0.304777525426941;0.010566025883637;0.100011930474523;0.39147478616305;0.262778743685072;37.7399999999969;0.799999999999949;660.149999999992
"51";0;0.0745406467647412;0.309232347729077;0.0106307620556177;0.100350222946062;0.39147478616305;0.264091119104665;37.7699999999975;0.78999999999997;657.209999999991
"52";0;0.0744185489517144;0.308952589777331;0.0105696429866831;0.0999966037612819;0.39147478616305;0.26334274252013;38.0199999999992;0.809999999999952;654.799999999989
"53";0;0.0744021959328982;0.308606252903745;0.0105499333137151;0.0998083533194251;0.391443335839007;0.262714430677903;38.4500000000003;0.849999999999943;652.72999999999
"54";0;0.0742586307072757;0.307894915087114;0.0105201127562125;0.0994986267194663;0.391447959828576;0.261700038448924;39.2700000000003;0.809999999999943;644.97999999999
"55";0;0.0742029000188035;0.307864876919498;0.0104959729705397;0.0993422674180405;0.391419663040568;0.261488423430608;39.7500000000003;0.839999999999943;641.30999999999
"56";0;0.0739662492304216;0.307347146444919;0.0104750230418815;0.0991673035837103;0.391046246748083;0.261239446259314;40.3200000000005;0.869999999999926;641.289999999989
"57";0;0.0739008030361678;0.30661084301075;0.0104755211174546;0.0990637301358602;0.391046246748083;0.26076309086931;40.1700000000005;0.889999999999926;636.239999999987
"58";0;0.0736219692025054;0.304770297638288;0.0104462015703744;0.0988933036803882;0.390895203386259;0.260399917621655;40.3200000000005;0.939999999999926;628.32999999999
"59";0;0.0733879821213969;0.303703117362844;0.0104104899178917;0.0986504370828158;0.390895203386259;0.259730173510574;40.9600000000002;0.899999999999926;625.639999999991
"60";0;0.073522589439162;0.304048081771339;0.0104332687329132;0.0987533594953265;0.390894730643993;0.259980849785466;41.4700000000002;0.929999999999926;622.599999999991
"61";0;0.0736442311106559;0.304339642471071;0.0104831446885631;0.0990324250101965;0.390868815589814;0.260630016216283;41.7500000000002;0.959999999999926;612.839999999993
"62";0;0.0735164821093083;0.303618932083309;0.0104654407653678;0.0989007131851199;0.390868815589814;0.260773611175047;42.2500000000008;1.0199999999999;612.269999999991
"63";0;0.0733871880763815;0.302938365302956;0.0104170096487513;0.0986482243935106;0.39077205969676;0.260248670922956;42.820000000001;1.0299999999999;610.929999999991
"64";0;0.0733586450529215;0.302848829376148;0.0104204578373091;0.0986330641163451;0.39077205969676;0.260396310886692;43.3900000000015;1.01999999999991;610.329999999995
"65";0;0.0731845228475575;0.302324302815678;0.0103745348385597;0.0983700751638919;0.390747449150583;0.259962495949841;43.8700000000022;1.01999999999991;607.299999999994
"66";0;0.0732031976321863;0.302198382201664;0.0103829405579868;0.0983883167896109;0.390747449150583;0.259982348882158;44.4400000000016;1.00999999999991;604.399999999994
"67";0;0.0732271528236899;0.302291328452512;0.0104006306923521;0.0983693756038594;0.390863626350118;0.259805614026714;44.8500000000022;1.01999999999994;603.419999999997
"68";0;0.0731316794749048;0.301653678434716;0.0103416451624945;0.0980450462812827;0.390863626350118;0.258997591683634;45.4300000000022;1.02999999999994;599.729999999996
"69";0;0.0732157260906728;0.302165354884254;0.0103903858555134;0.0980005469994171;0.390863626350118;0.259158889131136;45.9900000000021;1.02999999999992;596.299999999997
