"n";"PCA";"MAE";"MAPE";"MSE";"RMSE";"CVRMSE";"elapsed"
2;0;0.0705705031330673;0.294528238424264;0.0105047701630937;0.10155392412951;0.257417532374289;246.433184713374
3;0;0.0711673067129301;0.296283619270399;0.0105449570961803;0.0999412467479702;0.251304352161418;66.4507006369427
4;0;0.0710866292054235;0.29674256321556;0.0105352147229973;0.0997290243252793;0.250391877294712;65.8876433121007
5;0;0.0701795729996184;0.291003291781428;0.0102551135658652;0.0979887823515899;0.248864974168476;53.4570063694251
6;0;0.0696390625812103;0.285323750788333;0.0101243456253112;0.0969576225026827;0.247167267097669;53.2406369426739
7;0;0.0712250107387371;0.291338465415409;0.0104024886057672;0.0984598111423082;0.251469723046024;26.3561146496803
8;0;0.071570453932318;0.291799811507186;0.0104552587791338;0.0984858708917602;0.251463891024114;21.4510828025484
9;0;0.0714673086215282;0.290253554515537;0.0104420800198555;0.098323172149947;0.250607222658836;21.4456687898096
10;0;0.0720780000873895;0.292142827013759;0.010543088398;0.0988294050627292;0.252157400207549;15.2501910828039
11;0;0.0725970585342471;0.291728192641444;0.0105798956832675;0.0989539497947999;0.25281268841732;13.8815286624206
12;0;0.0729834369692443;0.287452532247117;0.0103752926787107;0.0979742215959482;0.252878936061938;7.94458598726006
13;0;0.0732859941836134;0.290921555862137;0.0105530019629094;0.0982245459778075;0.253242664279219;7.87770700636889
14;0;0.0732888784541112;0.297415991439887;0.01056644993067;0.0982834221154834;0.254239840782768;7.44713375796103
15;0;0.072605890783921;0.294940650047991;0.0103685420580483;0.097554035618375;0.253291753991137;7.4466242038208
16;0;0.0721402139351357;0.291757378982022;0.010241645418894;0.0968058612067267;0.251365536629098;7.23235668789872
17;0;0.0721442391845707;0.291822508944244;0.0102310071419206;0.0967187491127194;0.251156402174677;7.14828025477753
18;0;0.0719042642351858;0.289556496603006;0.010126138080407;0.0964687817814876;0.250612510372353;7.14503184713388
19;0;0.0722260901114663;0.290058241892546;0.0102504283271335;0.0969997888983734;0.25162597327904;5.0622929936301
20;0;0.0719670796609152;0.288548069653396;0.0102081145618969;0.0967049115899093;0.250879703418769;3.94477707006195
21;0;0.0718898819691258;0.288541280388742;0.0102148051167399;0.0967159681601061;0.250853733563827;3.42904458598699
22;0;0.0717749202675368;0.288240655944932;0.0102070276858799;0.0966467885595728;0.250752181680542;3.40789808917156
23;0;0.0716295359124815;0.287853755568936;0.0102014163395277;0.0962816612883364;0.249555237764895;3.29980891719666
24;0;0.071778617072838;0.289546603389518;0.0102428036581472;0.0964881938020127;0.250237168979187;3.17757961783396
25;0;0.0715648505886198;0.28876563266023;0.0102254505797665;0.0963509422663585;0.249956966165975;2.80146496815232
26;0;0.0717016999765065;0.289296515295812;0.0102368245681879;0.0963737843653887;0.250009237682121;2.63388535031757
27;0;0.0716274014606291;0.28919140858501;0.0102280387173407;0.0962984221319151;0.249915506078978;2.57292993630497
28;0;0.0717636825728211;0.289933824647623;0.010294330106843;0.0966288612002243;0.251455359889778;2.52515923566822
29;0;0.0717194393951564;0.289975996412968;0.0102968175672064;0.0966364583065036;0.251499188433295;2.50662420382087
30;0;0.071659527692127;0.289751909094406;0.0102925184462641;0.0965608302873047;0.251220095517843;2.49974522292896
31;0;0.0716722339307195;0.292752570285623;0.0102751934356415;0.0963616024101349;0.250738963292417;2.33770700636945
32;0;0.0719177392728476;0.296020109937934;0.0103554454097889;0.0967396904538648;0.252176529969019;2.29229299363066
33;0;0.0718854634225806;0.296202329555584;0.0103481637818461;0.0966457500776385;0.251682899805152;2.29216560509556
34;0;0.0712847156568517;0.292118390345757;0.0102839457715075;0.0961647583194542;0.249718638304031;2.16503184713378
35;0;0.0705756053571897;0.287886371379954;0.00986099476651049;0.0949945367976976;0.248254909142027;2.16350318471339
36;0;0.070653832364497;0.287474336669897;0.00983977468649523;0.0948530793872377;0.247889835398069;2.052866242038
37;0;0.0703172293278869;0.28626982425611;0.00974527714457018;0.0944602477819935;0.247058032436069;2.04197452229292
38;0;0.0702698770649061;0.285961207501339;0.00975368108218906;0.0945011074371233;0.2474541502263;1.9726114649682
39;0;0.0704415977027419;0.286367527187104;0.00981456336815294;0.0948103706827519;0.24811228694823;1.87261146496753
40;0;0.0705750876612326;0.286987877061151;0.0098333912137611;0.0949239486205965;0.248462870370405;1.83375796178336
41;0;0.0703756870411845;0.286632498693026;0.0097961572690304;0.0947455107592824;0.248107619111532;1.74808917197379
42;0;0.0703484226518551;0.286427837968089;0.00975509479697093;0.0945951910744856;0.247850826415281;1.73471337579557
43;0;0.070742134795096;0.287302905450077;0.00983863557231679;0.0949253854326475;0.248474175582772;1.61394904458538
44;0;0.0707863305391938;0.287428153861532;0.00984598315365435;0.0949732198503308;0.248600078904906;1.60764331210136
45;0;0.0708071471323236;0.287580276800974;0.009842812396146;0.0949426701163035;0.248519974383817;1.56573248407595
46;0;0.070331417801498;0.285358784371138;0.00973793586373789;0.0942567894564225;0.246492797363582;1.56528662420334
47;0;0.0704877820127476;0.285930620724441;0.0097378073845674;0.0942552291051002;0.246586612548099;1.55484076433082
48;0;0.0705218666559228;0.28571076464933;0.00973487008845072;0.0942443303233691;0.246571120326725;1.54726114649662
49;0;0.070511474807733;0.285525667882167;0.00971851306407392;0.0941452724650027;0.246363609769278;1.51961783439466
50;0;0.0704445405766749;0.285670838509579;0.00959568922504719;0.0934993883816005;0.245213455893339;1.47815286624208
51;0;0.0704910826711334;0.285349564423454;0.00959557058548397;0.0934810957275292;0.245219689324218;1.4768152866243
52;0;0.0703240020550116;0.285123142066578;0.00953901631298951;0.0931310561672274;0.244559945990018;1.47146496815294
53;0;0.0701426224452583;0.284556712615593;0.00951336412732272;0.0929319784080363;0.243831909120403;1.46082802547779
54;0;0.0700236287793411;0.284237372055854;0.00949662316711898;0.0928098014664529;0.24348362826027;1.44554140127401
55;0;0.0697955006258854;0.283549841264826;0.00945708343198535;0.0925221703301238;0.242801528611576;1.44044585987274
56;0;0.0697598226788827;0.283537233314136;0.00946875860888797;0.0925671450778797;0.242900683896413;1.42732484076456
57;0;0.0695405535518401;0.284681414963842;0.0093949350118827;0.0922482288707453;0.242699315488117;1.42535031847156
58;0;0.0693958500088806;0.284586593989934;0.00938458627864962;0.0921887886366819;0.242599509339993;1.40636942675184
59;0;0.0693629941674791;0.284502853175018;0.00938523151040721;0.0921596796779017;0.242462722366914;1.39910828025501
60;0;0.0694073949580582;0.285712996827484;0.00940659588692476;0.0922991439370716;0.243210003660109;1.39375796178365
61;0;0.0694345440997909;0.286409709553585;0.00945065203078514;0.0923143873071382;0.243232142511624;1.38751592356707
62;0;0.0690604273207048;0.28542680943946;0.00937036747107932;0.0917833025982265;0.242093716166425;1.34356687898088
63;0;0.0689861896933512;0.285858772386417;0.00938262961394604;0.0917624313327259;0.241809497388846;1.27286624203819
64;0;0.0689045443612314;0.285596234723163;0.00934891898517081;0.0915670880825073;0.241372115319073;1.26057324840762
65;0;0.0686819484067953;0.284702097549813;0.00932053860890791;0.0912716938503428;0.240657202443569;1.25974522292993
66;0;0.0686524843777694;0.28463766055264;0.00930728847412058;0.0912033992161604;0.240516981393264;1.23547770700635
67;0;0.0684754639919723;0.283329311771933;0.00928745699128883;0.0910056391474149;0.239931008075778;1.23458598726113
68;0;0.0685865011226151;0.283809082538822;0.0093263202897341;0.0909994174124156;0.239800635386544;1.21732484076428
69;0;0.0685088079718398;0.283499343593232;0.00929886890781611;0.0907764806292802;0.239197260972752;1.21968152866238
70;0;0.0683545081842426;0.283310359548235;0.00923870506194299;0.0904903247393107;0.238565874938354;1.22038216560502
71;0;0.0682441952950875;0.283021955888733;0.00921331619395386;0.0904130584772595;0.238414253330245;1.22012738853495
72;0;0.0682056328312277;0.282887275274994;0.00919465695467682;0.0903050552586438;0.238176961275285;1.20828025477703
73;0;0.0681236969824513;0.282577189324186;0.00918764082538066;0.0901809281309092;0.237672959763652;1.20847133757966
74;0;0.0680935496136117;0.282550843559516;0.0091884062590187;0.0901473808006126;0.237445783535818;1.20636942675165
75;0;0.0679309084476452;0.281360731566077;0.00912102102169207;0.0898791271644721;0.236832177820539;1.20560509554146
76;0;0.0678571127620598;0.281254576456632;0.00910525489740503;0.0897672009913161;0.236641808615319;1.19808917197456
77;0;0.0677257572145789;0.279721359550843;0.00909581267370537;0.0896323888859053;0.236182752347283;1.19738853503186
78;0;0.067952068997008;0.281827672300391;0.00913521105691797;0.0897039828304797;0.236568572590558;1.18675159235676
