"n";"PCA";"MAE";"MAPE";"MSE";"RMSE";"CVRMSE";"elapsed"
2;0;0.0726345927287163;0.299185051790662;0.0109782290520702;0.104773793719649;0.266697972057758;109.203806451614
3;0;0.0734858923279327;0.307339812395438;0.0113018080548074;0.106227970318471;0.271557606631332;100.048193548388
4;0;0.0749595856909517;0.31830695783802;0.0115660426390156;0.107255028040332;0.274360967832265;37.7089677419357
5;0;0.0760046648007044;0.32193009165241;0.0118322307474447;0.108342269442709;0.276986181503491;28.7456129032256
6;0;0.0761984388806624;0.320934794645241;0.0118604920740288;0.108384015878357;0.27683862080688;21.8358064516129
7;0;0.0767421180100215;0.326593488460342;0.0120124894758185;0.109086481498058;0.278791712302427;21.0905161290322
8;0;0.0769053984678334;0.326660757151503;0.0119820099739878;0.108949008479912;0.278519778159502;20.8655483870968
9;0;0.0771962564411261;0.328426381868935;0.0120031559710512;0.109030552256005;0.278742395662757;16.9909677419355
10;0;0.0769189960056413;0.326554601747546;0.0119153171178197;0.108522060752516;0.277934510301017;16.4747096774191
11;0;0.0773417599086864;0.323410560631394;0.0119102492606753;0.108489344303431;0.279345249876786;11.6033548387086
12;0;0.077301673598571;0.323377431223783;0.0119089041853812;0.108474245752293;0.279321508129757;11.600129032257
13;0;0.0775583734685743;0.323706726836028;0.0119655741780691;0.108731716653547;0.279909626732249;11.5815483870956
14;0;0.0777815033762945;0.32375603325461;0.0119039067733872;0.108406650881126;0.278879710595092;11.4547096774184
15;0;0.0781612529487321;0.324879954619559;0.0119313133030751;0.108544650931104;0.279315012429736;10.8214193548381
16;0;0.0782263548638952;0.32436642448158;0.011925762405665;0.108255855186305;0.27857094971565;10.4118064516122
17;0;0.0786122724148908;0.325328701402233;0.0120384991439882;0.10874841447252;0.279711886737183;5.40954838709677
18;0;0.0786122421959906;0.325518282720486;0.0120534844656428;0.108743466608123;0.279617310219403;5.37090322580665
19;0;0.0791704468789513;0.327634189285189;0.0121677276331341;0.10923888387832;0.280756978158359;5.21806451612914
