Fecha;NDVI.clear_sky.Min;NDVI.clear_sky.Q1;NDVI.clear_sky.Median;NDVI.clear_sky.Mean;NDVI.clear_sky.Q3;NDVI.clear_sky.Max;NDVI.clear_sky.n
2018-12-17;0.120105296373367;0.258052587509155;0.306282728910446;0.302444202934994;0.362058132886887;0.415572732686996;17
2019-11-27;0.200714290142059;0.247198417782784;0.275546729564667;0.293664671042386;0.341507405042648;0.490435481071472;17
2019-12-02;;;;;;;0
2020-01-01;0.241121500730515;0.300975501537323;0.344904124736786;0.347753866630442;0.405433654785156;0.471605807542801;17
2020-01-06;0.135665252804756;0.289844840764999;0.35608696937561;0.346220776438713;0.391474932432175;0.519148945808411;17
2020-01-11;0.14226008951664;0.284507036209106;0.363300770521164;0.345008571358288;0.391814887523651;0.50201141834259;17
2020-01-16;0.135454699397087;0.230883449316025;0.293335795402527;0.290604632566957;0.371661573648453;0.467160046100617;17
2020-01-21;;;;;;;0
2020-01-26;0.12247946113348;0.244635194540024;0.316166520118713;0.290329103522441;0.350377202033997;0.393721967935562;17
2020-01-31;0.118250168859959;0.257804274559021;0.31989198923111;0.299251146614552;0.340957552194595;0.402086675167084;17
2020-02-05;;;;;;;0
2020-02-10;0.139436855912209;0.26476663351059;0.344686895608902;0.322849370977458;0.368731558322907;0.425874948501587;17
2020-02-15;0.137196630239487;0.253487586975098;0.358090192079544;0.333889944588437;0.413430601358414;0.488199234008789;17
2020-02-20;0.141951844096184;0.317119687795639;0.37722048163414;0.364720703047865;0.428668260574341;0.499064028263092;17
2020-02-25;0.13248111307621;0.297628164291382;0.353197664022446;0.354968641610707;0.426213264465332;0.496028870344162;17
2020-03-01;;;;;;;0
2020-03-06;0.109615921974182;0.211515858769417;0.244905799627304;0.254447724012768;0.295469462871552;0.435917109251022;17
2020-03-11;0.122455179691315;0.231189325451851;0.252793282270432;0.267877661130008;0.294439017772675;0.384615391492844;17
2020-03-16;;;;;;;0
2020-03-21;;;;;;;0
2020-03-26;0.152861446142197;0.241229966282845;0.296202540397644;0.297824327560032;0.361624956130981;0.460636526346207;17
2020-03-31;;;;;;;0
2020-04-05;;;;;;;0
2020-04-10;;;;;;;0
2020-04-15;;;;;;;0
2020-04-20;;;;;;;0
2020-04-25;;;;;;;0
2020-04-30;0.154729723930359;0.304347813129425;0.322066456079483;0.314644531292074;0.349536299705505;0.408155620098114;17
2020-07-04;0.138613864779472;0.178049370646477;0.229285717010498;0.222679205677089;0.255586296319962;0.328941702842712;17
2020-07-09;0.11086717993021;0.153347730636597;0.171326592564583;0.173136075191638;0.192724838852882;0.24015748500824;17
2020-07-14;;;;;;;0
2020-07-19;0.152674734592438;0.196683257818222;0.220716536045074;0.220310063046568;0.257350146770477;0.275114387273788;17
2020-07-24;0.122886136174202;0.155067872256041;0.188592001795769;0.19325955864042;0.21250407025218;0.318219989538193;16
2020-07-29;0.139534890651703;0.152238801121712;0.170008972287178;0.183841364348636;0.193247124552727;0.293075978755951;17
2020-08-03;;;;;;;0
2020-08-08;0.124148145318031;0.154404923319817;0.194609344005585;0.192259626791758;0.2095006108284;0.311902701854706;17
2020-08-13;0.0879621803760529;0.143984898924828;0.173978820443153;0.181099093135665;0.217242553830147;0.345821857452393;17
2020-08-18;;;;;;;0
2020-08-23;0.156663417816162;0.185629587620497;0.235270440578461;0.225984620551268;0.268124900758266;0.280544400215149;6
2020-08-28;0.171121135354042;0.186153843998909;0.229231297969818;0.219468035242137;0.241676330566406;0.283710896968842;17
2020-09-02;0.116527542471886;0.156469341367483;0.2145871296525;0.207240379282406;0.238724078983068;0.338199526071548;14
2020-09-07;0.0614003576338291;0.12809544429183;0.15945853292942;0.160641557670065;0.196450687944889;0.239647343754768;14
2020-09-17;;;;;;;0
2020-09-22;0.161904767155647;0.202330097556114;0.262768805027008;0.250445926890654;0.295231759548187;0.380068212747574;17
2020-09-27;0.178366452455521;0.227333337068558;0.281962692737579;0.272971135728499;0.310070395469666;0.39764541387558;17
2020-10-02;;;;;;;0
2020-10-07;0.187096774578094;0.236859619617462;0.272599846124649;0.27019100504763;0.298305600881577;0.386856138706207;17
2020-10-12;0.147634297609329;0.24476021528244;0.267605632543564;0.272493102094706;0.329513877630234;0.413168877363205;17
2020-10-17;0.188314750790596;0.223923102021217;0.267348200082779;0.268319347325493;0.316482722759247;0.34024316072464;17
2020-10-27;0.139888688921928;0.25035360455513;0.282616168260574;0.290162324905396;0.347669005393982;0.464957624673843;17
2020-11-11;0.123531505465508;0.150818526744843;0.248459964990616;0.252299210604499;0.313566207885742;0.488372087478638;17
2020-11-26;;;;;;;0
2020-12-06;0.197665363550186;0.282400012016296;0.335809797048569;0.331258731729844;0.370667904615402;0.475806444883347;17
2020-12-11;;;;;;;0
2020-12-21;0.102229051291943;0.243336796760559;0.262882739305496;0.276583037393935;0.32332655787468;0.519474446773529;17
2020-12-26;0.171776875853539;0.250997543334961;0.308306127786636;0.299107727759025;0.33587259054184;0.445174962282181;17
2020-12-31;0.146363466978073;0.260763615369797;0.288374602794647;0.292904611896066;0.313536435365677;0.520235121250153;17
