Fecha;NDVI.NA.Min;NDVI.NA.Q1;NDVI.NA.Median;NDVI.NA.Mean;NDVI.NA.Q3;NDVI.NA.Max;NDVI.NA.n
2018-12-17;0.291556715965271;0.571356564760208;0.646225661039352;0.602733477950096;0.70288710296154;0.767908334732056;16
2019-07-05;0.168665662407875;0.287520557641983;0.337314292788506;0.348744129762054;0.38469547778368;0.569643676280975;16
2019-07-10;0.237449124455452;0.314238615334034;0.352348074316978;0.379377150908113;0.409680604934692;0.653855204582214;16
2019-07-15;0.160618036985397;0.324909783899784;0.376305148005486;0.406988214701414;0.490298934280872;0.686698496341705;16
2019-07-20;0.217222645878792;0.246233321726322;0.261054396629334;0.289936432614923;0.318216621875763;0.427572429180145;16
2019-07-25;0.18704654276371;0.333445645868778;0.377895995974541;0.406575907021761;0.48812922090292;0.639296889305115;16
2019-07-30;0.194353967905045;0.270829536020756;0.294075295329094;0.340495203621686;0.377183131873608;0.600894331932068;16
2019-08-04;0.177786350250244;0.303939700126648;0.336648896336556;0.349375744350255;0.382803648710251;0.549461305141449;16
2019-08-09;0.250903844833374;0.27978028357029;0.325679689645767;0.360066007822752;0.408794924616814;0.594210386276245;16
2019-08-14;0.160606056451797;0.331701040267944;0.37677326798439;0.391812916845083;0.453316792845726;0.665191352367401;16
2019-08-19;0.228334590792656;0.292470745742321;0.344513863325119;0.373575184494257;0.421777412295342;0.64976692199707;16
2019-08-24;0.19400255382061;0.401428714394569;0.472521916031838;0.492312070913613;0.623657524585724;0.754536271095276;16
2019-08-29;0.208904102444649;0.242808468639851;0.273827373981476;0.274569196626544;0.295925557613373;0.374493002891541;16
2019-09-03;0.237970247864723;0.37403442710638;0.425273418426514;0.448524895124137;0.519937470555306;0.685247600078583;16
2019-09-08;0.0813979730010033;0.0891709141433239;0.0974749587476254;0.0958991590887308;0.101734029129148;0.115863688290119;16
2019-09-13;0.24480926990509;0.385672330856323;0.460084974765778;0.460280690342188;0.539184108376503;0.675282299518585;16
2019-09-18;0.280569136142731;0.379890665411949;0.45023800432682;0.464928133413196;0.513139426708221;0.731326937675476;16
2019-09-28;0.257043778896332;0.401429794728756;0.4636110663414;0.475760927423835;0.555494889616966;0.698509097099304;16
2019-10-03;0.252433210611343;0.467909403145313;0.534546315670013;0.543548224493861;0.640637412667275;0.790940761566162;16
2019-10-08;0.0934256091713905;0.162608820945025;0.239004403352737;0.256387979723513;0.348398208618164;0.484978526830673;16
2019-10-13;0.27228444814682;0.498682372272015;0.567352205514908;0.573255507275462;0.7005495429039;0.802729845046997;16
2019-10-18;0.205859676003456;0.247586086392403;0.290972843766212;0.281951364129782;0.314359091222286;0.352517992258072;16
2019-10-23;0.331041246652603;0.491334423422813;0.561833918094635;0.568563997745514;0.645953759551048;0.780831813812256;16
2019-10-28;0.0515749379992485;0.0546051934361458;0.0553737580776215;0.0564530612900853;0.0576099418103695;0.0639175251126289;16
2019-11-02;-0.0727223604917526;-0.0466522974893451;-0.0273131616413593;-0.0296810409963655;-0.0107713337056339;-0.000594883982557803;16
2019-11-07;0.34144926071167;0.445602349936962;0.544258564710617;0.52896267361939;0.631948038935661;0.713087260723114;16
2019-11-12;0.34028434753418;0.493577219545841;0.641669541597366;0.596633989363909;0.695965096354485;0.775239825248718;16
2019-11-17;0.258249640464783;0.289247594773769;0.337073147296906;0.33135137334466;0.359685771167278;0.440543591976166;16
2019-11-22;0.0293290484696627;0.0343722440302372;0.0366960298269987;0.0362037265440449;0.0376739902421832;0.0448717959225178;16
2019-11-27;0.443830579519272;0.569966435432434;0.640472829341888;0.629065638408065;0.701086014509201;0.828729271888733;16
2019-12-02;0.0223723091185093;0.0250558112747967;0.0277777779847384;0.0271811588900164;0.0286377952434123;0.0329949222505093;16
2019-12-07;0.141367316246033;0.164954327046871;0.178361169993877;0.183738356456161;0.203576482832432;0.220338985323906;16
2019-12-12;0.36783492565155;0.600382283329964;0.677726477384567;0.657048154622316;0.745182260870934;0.824975430965424;16
2019-12-17;0.217065870761871;0.317627102136612;0.356188639998436;0.356707127764821;0.409321196377277;0.464945942163467;16
2019-12-22;0.255696207284927;0.557037994265556;0.635388880968094;0.607668457552791;0.715344697237015;0.810961067676544;16
2019-12-27;0.245839640498161;0.387364663183689;0.445404320955277;0.437133749946952;0.507059276103973;0.558393001556397;16
2020-01-01;0.207527443766594;0.562966555356979;0.63461372256279;0.605557995848358;0.681457757949829;0.759121894836426;16
