Fecha;NDVI.clear_sky.Min;NDVI.clear_sky.Q1;NDVI.clear_sky.Median;NDVI.clear_sky.Mean;NDVI.clear_sky.Q3;NDVI.clear_sky.Max;NDVI.clear_sky.n
2018-12-17;0.145019426941872;0.231907650828362;0.364775866270065;0.348717746990068;0.468802973628044;0.529807686805725;7
2019-11-27;0.306341469287872;0.344045013189316;0.387867659330368;0.446236401796341;0.553077042102814;0.635201573371887;7
2019-12-02;;;;;;;0
2020-01-01;0.162334114313126;0.254371501505375;0.50353068113327;0.426023685506412;0.58409258723259;0.639372825622559;7
2020-01-06;0.182638585567474;0.250191874802113;0.311737477779388;0.341604469077928;0.381928786635399;0.632613897323608;7
2020-01-11;0.204819276928902;0.277206890285015;0.306007385253906;0.371424853801727;0.448100715875626;0.638532102108002;7
2020-01-16;0.146322965621948;0.235018402338028;0.245217397809029;0.318659827113152;0.363810211420059;0.64142119884491;7
2020-01-21;;;;;;;0
2020-01-26;0.140866875648499;0.180216804146767;0.240348696708679;0.282868657793318;0.328461453318596;0.58150851726532;7
2020-01-31;0.152766302227974;0.195439241826534;0.263257563114166;0.315475808722632;0.413533374667168;0.574361562728882;7
2020-02-05;;;;;;;0
2020-02-10;0.147623017430305;0.174509458243847;0.263715118169785;0.31121620961598;0.398254230618477;0.621647953987122;7
2020-02-15;0.148986890912056;0.244868755340576;0.268226832151413;0.316269851156644;0.343582049012184;0.619773626327515;7
2020-02-20;0.112395629286766;0.202132746577263;0.26904109120369;0.309109621814319;0.372384652495384;0.633295834064484;7
2020-02-25;0.207453414797783;0.248138159513474;0.28325030207634;0.327053331903049;0.353162690997124;0.596067905426025;7
2020-03-01;;;;;;;0
2020-03-06;0.161048695445061;0.209586910903454;0.250991493463516;0.283977116857256;0.307977974414825;0.540669858455658;7
2020-03-11;0.128469467163086;0.217085085809231;0.296915173530579;0.328944846987724;0.423559084534645;0.595940947532654;7
2020-03-16;;;;;;;0
2020-03-21;;;;;;;0
2020-03-26;0.220530182123184;0.246917866170406;0.288753807544708;0.327817603945732;0.322244733572006;0.647114038467407;7
2020-03-31;;;;;;;0
2020-04-05;;;;;;;0
2020-04-10;;;;;;;0
2020-04-15;;;;;;;0
2020-04-20;;;;;;;0
2020-04-25;;;;;;;0
2020-04-30;0.0936359986662865;0.209757454693317;0.427925884723663;0.366412014833518;0.52250874042511;0.578789830207825;7
2020-07-04;0.266443699598312;0.358766421675682;0.418612748384476;0.441853740385601;0.522169083356857;0.646048724651337;7
