Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D14FE043794O;2017-10-04T02:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T03:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T04:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T05:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T06:25:30Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T07:25:30Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T08:25:30Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-04T09:25:30Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-05T02:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-05T03:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-05T04:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-05T05:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-05T22:25:21Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-05T23:25:21Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-06T00:25:21Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-06T01:25:21Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-06T02:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-06T03:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-06T04:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-06T05:25:19Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-09T22:25:22Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-09T23:25:22Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-10T00:25:22Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-10T01:25:22Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-10T02:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-10T03:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-10T04:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-10T05:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-12T02:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-12T03:25:20Z;2684920
EMUASA-MURCIA;D14FE043794O;2017-10-12T04:25:20Z;2684920
