Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D12TD087096;2017-09-29T00:50:20Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T01:50:20Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T02:50:20Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T03:50:20Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T04:50:20Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T05:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T06:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T07:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T08:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T09:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T10:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T11:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T12:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T13:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T14:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T15:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T16:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T17:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T18:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T19:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T20:50:18Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T21:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T22:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-29T23:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T00:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T01:50:17Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T02:50:17Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T03:50:17Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T04:50:17Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T05:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T06:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T07:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T08:50:15Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T09:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T10:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T11:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T12:50:16Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T17:50:14Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T18:50:14Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T19:50:14Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T20:50:14Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T21:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T22:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-09-30T23:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T00:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T01:50:13Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T02:50:13Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T03:50:13Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T04:50:13Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T05:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T06:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T07:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T08:50:11Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T09:50:12Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T10:50:12Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T11:50:12Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T12:50:12Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T13:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T14:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T15:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T16:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T17:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T18:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T19:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T20:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T21:50:08Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T22:50:08Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-01T23:50:08Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T00:50:08Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T01:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T02:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T03:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T04:50:10Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T05:50:07Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T06:50:07Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T07:50:07Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T08:50:07Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T09:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T10:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T11:50:09Z;259990
EMUASA-MURCIA;D12TD087096;2017-10-02T12:50:09Z;259990
