"fecha";"tmed";"hrmed";"NDVI_mean_6400127";"Anomaly_6400127";"Anomalia2_6400127";"NDVI_mean_6445184";"Anomaly_6445184";"Anomalia2_6445184";"NDVI_mean_6361595";"Anomaly_6361595";"Anomalia2_6361595";"NDVI_mean_6459510";"Anomaly_6459510";"Anomalia2_6459510";"NDVI_mean_6505874";"Anomaly_6505874";"Anomalia2_6505874";"NDVI_mean_6429769";"Anomaly_6429769";"Anomalia2_6429769";"NDVI_mean_6434299";"Anomaly_6434299";"Anomalia2_6434299";"NDVI_mean_6440364";"Anomaly_6440364";"Anomalia2_6440364";"NDVI_mean_6444399";"Anomaly_6444399";"Anomalia2_6444399";"NDVI_mean_6466879";"Anomaly_6466879";"Anomalia2_6466879";"NDVI_mean_6472805";"Anomaly_6472805";"Anomalia2_6472805";"NDVI_mean_6603717";"Anomaly_6603717";"Anomalia2_6603717";"NDVI_mean_6605396";"Anomaly_6605396";"Anomalia2_6605396";"temp1";"temp2";"temp3";"temp4";"temp5";"temp6";"temp7";"temp8";"temp9";"temp10";"hum1";"hum2";"hum3";"hum4";"hum5";"hum6";"hum7";"hum8";"hum9";"hum10";"mean_temp_last10";"mean_hum_last10";"anomaliesAgg";"anomaliesAgg2";"anomaliesAgg3";"n_mediciones"
2018-03-12;14.9916666666667;37.8291666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.340085968375206;0;1;0.420864835381508;0;0;0.227504894137383;0;1;0.45631068944931;0;0;0.249111250042915;0;0;NA;NA;NA;NA;NA;NA;0.300946056842804;0;0;NA;NA;NA;0.180510644307908;0;1;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;9.85416666666667;7.475;10.3333333333333;11.2708333333333;17.4833333333333;11.3583333333333;49.7375;75.5833333333333;52.8791666666667;54.4;41.8583333333333;77.9833333333333;89.7541666666667;46.4666666666667;38.8875;56.7333333333333;3.02222222222222;19.9134259259259;0;0;0.230769230769231;7
2018-03-17;11.9291666666667;47.8291666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;9.85416666666667;7.475;10.3333333333333;11.2708333333333;17.4833333333333;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;54.4;41.8583333333333;77.9833333333333;89.7541666666667;46.4666666666667;38.8875;2.59722222222222;19.2537037037037;0;NA;0;0
2018-03-22;9.34166666666667;31.9083333333333;0.38226255774498;0;1;NA;NA;NA;NA;NA;NA;0.447248384356499;0;0;0.461422204971314;0;0;0.293102722615004;0;0;0.452489763498306;0;0;0.245938800275326;0;0;NA;NA;NA;NA;NA;NA;0.320932537317276;0;0;NA;NA;NA;0.240791318171165;0;0;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;9.85416666666667;7.475;10.3333333333333;11.2708333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;54.4;41.8583333333333;77.9833333333333;89.7541666666667;46.4666666666667;2.24722222222222;19.5226851851852;0;0;0.0769230769230769;8
2018-03-27;17.3708333333333;34.3541666666667;0.350125297904015;0;1;NA;NA;NA;NA;NA;NA;0.364216357469559;0;1;0.377351820468903;0;1;0.219511372968555;0;1;0.273868530988693;1;1;0.230628624558449;0;0;NA;NA;NA;NA;NA;NA;0.207268595695496;1;1;NA;NA;NA;0.212573512512095;0;0;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;9.85416666666667;7.475;10.3333333333333;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;54.4;41.8583333333333;77.9833333333333;89.7541666666667;2.43055555555556;16.4819444444444;0.153846153846154;0.25;0.461538461538462;8
2018-04-01;13.9541666666667;42.2541666666667;0.298207983374596;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.275820389389992;1;1;0.200439799576998;1;1;0.331949144601822;0;1;0.207519754767418;1;1;NA;NA;NA;NA;NA;NA;0.206775188446045;1;1;NA;NA;NA;0.216990373152144;0;0;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;9.85416666666667;7.475;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;54.4;41.8583333333333;77.9833333333333;3.00509259259259;15.4458333333333;0.384615384615385;0.714285714285714;0.461538461538462;7
2018-04-06;15.2666666666667;65.3458333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;9.85416666666667;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;54.4;41.8583333333333;3.12037037037037;12.3097222222222;0;NA;0;0
2018-04-11;12.6;44.4125;0.494769245386124;0;0;NA;NA;NA;NA;NA;NA;0.451464533805847;0;0;0.484973281621933;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.470752090215683;1;1;NA;NA;NA;0.262916678054766;0;0;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;14.9541666666667;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;54.4;2.69953703703704;13.4819444444444;0.0769230769230769;0.2;0.0769230769230769;5
2018-04-16;17.3541666666667;47.7958333333333;0.431358560919762;0;0;NA;NA;NA;NA;NA;NA;0.374606713652611;0;0;0.286649823188782;1;1;0.246583379805088;0;0;0.358348965644836;0;0;0.264781013131142;0;0;NA;NA;NA;NA;NA;NA;0.175490200519562;1;1;NA;NA;NA;0.212394341826439;0;0;12.6;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;14.1958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;52.8791666666667;2.91157407407407;15.6388888888889;0.153846153846154;0.25;0.153846153846154;8
2018-04-21;16.6083333333333;63.9875;0.417846143245697;0;0;NA;NA;NA;NA;NA;NA;0.265751384198666;1;1;0.271047860383987;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.165012145414948;1;1;17.3541666666667;12.6;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;12.0291666666667;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;75.5833333333333;3.19907407407407;13.4921296296296;0.230769230769231;0.75;0.230769230769231;4
2018-04-26;17.8458333333333;74.4958333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.6083333333333;17.3541666666667;12.6;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;12.6916666666667;63.9875;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;49.7375;3.20833333333333;12.4194444444444;0;NA;0;0
2018-05-01;13.3083333333333;54.2583333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.212321184575558;1;1;0.334460735321045;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.191868051886559;0;0;17.8458333333333;16.6083333333333;17.3541666666667;12.6;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;14.9916666666667;74.4958333333333;63.9875;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;37.8291666666667;3.09027777777778;12.2638888888889;0.0769230769230769;0.333333333333333;0.153846153846154;3
2018-05-06;18.5;57.2541666666667;0.535428464412689;0;0;NA;NA;NA;NA;NA;NA;0.406506225466728;0;0;0.442875042557716;0;0;0.295538648962975;0;0;0.419235229492188;0;0;0.21146884560585;1;1;NA;NA;NA;NA;NA;NA;0.27971288561821;0;1;NA;NA;NA;0.132540787663311;1;1;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;12.6;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;11.9291666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;47.8291666666667;3.25416666666667;13.4013888888889;0.153846153846154;0.25;0.230769230769231;8
2018-05-11;18.5416666666667;83.2916666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.110023625195026;1;1;0.298850566148758;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18.5;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;12.6;15.2666666666667;13.9541666666667;17.3708333333333;9.34166666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;31.9083333333333;3.54351851851852;11.9652777777778;0.0769230769230769;0.5;0.153846153846154;2
2018-05-16;17.7;55.9916666666667;0.643718808889389;1;1;NA;NA;NA;NA;NA;NA;0.498009726405144;0;0;0.519343182444572;0;0;0.373640291392803;1;1;0.480549186468124;0;0;0.214923076331615;1;1;NA;NA;NA;NA;NA;NA;0.335902363061905;0;0;NA;NA;NA;0.231617900378564;0;0;18.5416666666667;18.5;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;12.6;15.2666666666667;13.9541666666667;17.3708333333333;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;34.3541666666667;2.65601851851852;14.5865740740741;0.230769230769231;0.375;0.230769230769231;8
2018-05-21;19.5166666666667;58.5375;0.652425855398178;1;1;NA;NA;NA;NA;NA;NA;0.41358257830143;0;0;0.460481941699982;0;0;0.352785333991051;0;1;0.467234045267105;0;0;0.25081379711628;0;0;NA;NA;NA;NA;NA;NA;0.328809380531311;0;0;NA;NA;NA;0.191262457768122;0;0;17.7;18.5416666666667;18.5;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;12.6;15.2666666666667;13.9541666666667;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;44.4125;65.3458333333333;42.2541666666667;2.36990740740741;16.7421296296296;0.0769230769230769;0.125;0.153846153846154;8
2018-05-26;20.6833333333333;72.6666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.358628302812576;0;1;NA;NA;NA;0.210177183151245;1;1;NA;NA;NA;0.225540511310101;0;1;NA;NA;NA;NA;NA;NA;0.235938087105751;1;1;NA;NA;NA;0.144451901754912;1;1;19.5166666666667;17.7;18.5416666666667;18.5;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;12.6;15.2666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;44.4125;65.3458333333333;2.42592592592593;14.4592592592593;0.230769230769231;0.6;0.384615384615385;5
2018-05-31;22.4708333333333;42.3541666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.392412394285202;0;0;0.41783694922924;0;0;0.303897015750408;0;0;0.416563659906387;0;0;0.241455480456352;0;0;NA;NA;NA;NA;NA;NA;0.235248148441315;1;1;NA;NA;NA;0.198644143693587;0;0;20.6833333333333;19.5166666666667;17.7;18.5416666666667;18.5;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;12.6;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;44.4125;2.25925925925926;13.7032407407407;0.0769230769230769;0.142857142857143;0.0769230769230769;7
2018-06-05;20.65;56.5166666666667;0.725657641887665;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.4708333333333;20.6833333333333;19.5166666666667;17.7;18.5416666666667;18.5;13.3083333333333;17.8458333333333;16.6083333333333;17.3541666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;47.7958333333333;1.92962962962963;16.6953703703704;0.0769230769230769;1;0.0769230769230769;1
2018-06-10;22.55;54.1583333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.65;22.4708333333333;20.6833333333333;19.5166666666667;17.7;18.5416666666667;18.5;13.3083333333333;17.8458333333333;16.6083333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;63.9875;2.04907407407408;16.4699074074074;0;NA;0;0
2018-06-15;23.5791666666667;58.7291666666667;0.644835829734802;1;1;NA;NA;NA;NA;NA;NA;0.476801171898842;0;0;0.449237078428268;0;0;0.363631132990122;0;1;0.588068187236786;1;1;0.259396776556969;0;0;NA;NA;NA;NA;NA;NA;0.415398001670837;0;0;NA;NA;NA;0.252208157497294;0;0;22.55;20.65;22.4708333333333;20.6833333333333;19.5166666666667;17.7;18.5416666666667;18.5;13.3083333333333;17.8458333333333;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;74.4958333333333;2.12268518518519;15.5643518518519;0.153846153846154;0.25;0.230769230769231;8
2018-06-20;24.2125;50.8833333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.5791666666667;22.55;20.65;22.4708333333333;20.6833333333333;19.5166666666667;17.7;18.5416666666667;18.5;13.3083333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;54.2583333333333;1.73287037037037;13.8236111111111;0;NA;0;0
2018-06-25;25.625;58.1833333333333;0.502804309129715;0;0;NA;NA;NA;NA;NA;NA;0.327123910188675;0;1;0.355542629957199;0;1;0.269179429858923;0;0;0.391181975603104;0;0;0.224826984107494;0;1;NA;NA;NA;NA;NA;NA;0.316983431577683;0;0;NA;NA;NA;0.206836165750728;0;0;24.2125;23.5791666666667;22.55;20.65;22.4708333333333;20.6833333333333;19.5166666666667;17.7;18.5416666666667;18.5;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;57.2541666666667;1.22638888888889;14.3625;0;0;0.230769230769231;8
2018-06-30;25.5875;60.825;0.485805153846741;0;0;NA;NA;NA;NA;NA;NA;0.280057922005653;1;1;0.259091556072235;1;1;0.251294195652008;0;0;0.392684012651444;0;0;0.231668695807457;0;0;NA;NA;NA;NA;NA;NA;0.303686380386353;0;0;NA;NA;NA;0.193019477760091;0;0;25.625;24.2125;23.5791666666667;22.55;20.65;22.4708333333333;20.6833333333333;19.5166666666667;17.7;18.5416666666667;58.1833333333333;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;83.2916666666667;1.3787037037037;12.2805555555556;0.153846153846154;0.25;0.153846153846154;8
2018-07-05;28.05;30.625;0.592384666204453;0;1;NA;NA;NA;NA;NA;NA;0.420209005475044;0;0;0.524853125214577;0;0;0.334791198372841;0;0;0.494882166385651;0;0;0.275917187333107;0;0;NA;NA;NA;NA;NA;NA;0.455713450908661;0;1;NA;NA;NA;0.223864490495009;0;0;25.5875;25.625;24.2125;23.5791666666667;22.55;20.65;22.4708333333333;20.6833333333333;19.5166666666667;17.7;60.825;58.1833333333333;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;55.9916666666667;1.28935185185185;9.54074074074074;0;0;0.153846153846154;8
2018-07-10;27.6666666666667;49.7833333333333;0.615245014429092;1;1;NA;NA;NA;NA;NA;NA;0.366730511188507;0;1;0.393750861287117;0;0;0.309525847434998;0;0;0.424095332622528;0;0;0.24418830126524;0;0;NA;NA;NA;NA;NA;NA;0.358215004205704;0;0;NA;NA;NA;0.191278956392232;0;0;28.05;25.5875;25.625;24.2125;23.5791666666667;22.55;20.65;22.4708333333333;20.6833333333333;19.5166666666667;30.625;60.825;58.1833333333333;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;58.5375;1.36111111111111;12.6134259259259;0.0769230769230769;0.125;0.153846153846154;8
2018-07-15;28.5166666666667;44.6166666666667;0.42783235013485;0;0;NA;NA;NA;NA;NA;NA;0.289966136217117;1;1;0.313952267169952;1;1;0.232342666015029;0;1;0.282319396734238;1;1;0.221561446785927;0;1;NA;NA;NA;NA;NA;NA;0.295741319656372;0;0;NA;NA;NA;0.169791563468821;1;1;27.6666666666667;28.05;25.5875;25.625;24.2125;23.5791666666667;22.55;20.65;22.4708333333333;20.6833333333333;49.7833333333333;30.625;60.825;58.1833333333333;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;72.6666666666667;1.27407407407408;13.1722222222222;0.307692307692308;0.5;0.461538461538462;8
2018-07-20;27.5708333333333;58.7083333333333;0.419398590922356;0;0;NA;NA;NA;NA;NA;NA;0.233143337070942;1;1;0.243600264191628;1;1;0.225749094039202;0;1;0.259110927581787;1;1;0.191855236887932;1;1;NA;NA;NA;NA;NA;NA;0.255633264780045;0;1;NA;NA;NA;0.153843676780953;1;1;28.5166666666667;27.6666666666667;28.05;25.5875;25.625;24.2125;23.5791666666667;22.55;20.65;22.4708333333333;44.6166666666667;49.7833333333333;30.625;60.825;58.1833333333333;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;42.3541666666667;1.16990740740741;10.3782407407407;0.384615384615385;0.625;0.538461538461538;8
2018-07-30;29.3958333333333;41.6625;0.615961402654648;1;1;NA;NA;NA;NA;NA;NA;0.297967880964279;1;1;0.343463063240051;1;1;0.290766485035419;0;0;0.481191992759705;0;0;0.235790729522705;0;0;NA;NA;NA;NA;NA;NA;0.324053227901459;0;0;NA;NA;NA;0.178158187690903;0;1;27.5708333333333;28.5166666666667;27.6666666666667;28.05;25.5875;25.625;24.2125;23.5791666666667;22.55;20.65;58.7083333333333;44.6166666666667;49.7833333333333;30.625;60.825;58.1833333333333;50.8833333333333;58.7291666666667;54.1583333333333;56.5166666666667;1.07268518518519;10.3703703703704;0.230769230769231;0.375;0.307692307692308;8
