Fecha;NDVI.NA.Min;NDVI.NA.Q1;NDVI.NA.Median;NDVI.NA.Mean;NDVI.NA.Q3;NDVI.NA.Max;NDVI.NA.n
2018-12-17;0.173162311315537;0.394123919308186;0.518896490335465;0.49375668913126;0.618529260158539;0.764071464538574;4
2019-07-05;0.264207363128662;0.357349775731564;0.44981087744236;0.426271803677082;0.518732905387878;0.541258096694946;4
2019-07-10;0.300827562808991;0.353677116334438;0.488345876336098;0.48269671946764;0.617365479469299;0.653267562389374;4
2019-07-15;0.275408118963242;0.437185354530811;0.56176108121872;0.510178290307522;0.63475401699543;0.641782879829407;4
2019-07-20;0.196298107504845;0.260954778641462;0.331344500184059;0.328562889248133;0.39895261079073;0.455264449119568;4
2019-07-25;0.286147624254227;0.401018880307674;0.534214407205582;0.497651226818562;0.630846753716469;0.636028468608856;4
2019-07-30;0.251410365104675;0.262093961238861;0.359945744276047;0.400988727807999;0.498840510845184;0.632653057575226;4
2019-08-04;0.198693796992302;0.338225159794092;0.434965834021568;0.404213149100542;0.500953823328018;0.54822713136673;4
2019-08-09;0.280751168727875;0.299365721642971;0.384744048118591;0.413975656032562;0.499353982508183;0.605663359165192;4
2019-08-14;0.26085838675499;0.382193252444267;0.492807909846306;0.485205709934235;0.595820367336273;0.694348633289337;4
2019-08-19;0.262277960777283;0.264861285686493;0.410820126533508;0.441862851381302;0.587821692228317;0.683533191680908;4
2019-08-24;0.324702769517899;0.503952138125897;0.642681479454041;0.585489265620709;0.724218606948853;0.731891334056854;4
2019-08-29;0.176742643117905;0.184920810163021;0.190709248185158;0.190453682094812;0.196242120116949;0.203653588891029;4
2019-09-03;0.252826303243637;0.414570212364197;0.545607402920723;0.505846217274666;0.636883407831192;0.67934376001358;4
2019-09-08;0.0660529360175133;0.0727718640118837;0.0805645771324635;0.0840394888073206;0.0918322019279003;0.108975864946842;4
2019-09-13;0.334448158740997;0.435195550322533;0.538327127695084;0.513933718204498;0.617065295577049;0.644632458686829;4
2019-09-18;0.312583833932877;0.334530629217625;0.497622430324554;0.498107455670834;0.661199256777763;0.684601128101349;4
2019-09-28;0.301175892353058;0.410956740379334;0.528981387615204;0.518873140215874;0.636897787451744;0.716353893280029;4
2019-10-03;0.317050695419312;0.410152807831764;0.584601610898972;0.557630375027657;0.732079178094864;0.744267582893372;4
2019-10-08;0.209999993443489;0.239854991436005;0.25200379639864;0.246069461107254;0.258218266069889;0.270270258188248;4
