"n";"PCA";"MAE";"MAPE";"MSE";"RMSE";"CV";"CVRMSE";"user";"system";"elapsed"
"2";0;0.0694074694209956;0.287069301746674;0.00950489466480475;0.0971579452875516;0.391539121776766;0.254209542469265;1.93000000000029;0.0699999999999931;38.5199999999895
"3";0;0.0701333543427072;0.291384975648896;0.00979971491007;0.0983330770970256;0.391362928443421;0.260589689934313;2.67000000000053;0.0999999999999943;34.2399999999907
"4";0;0.0704982798147752;0.289925652479386;0.00986560712267124;0.0986185937948049;0.391333054183518;0.26143350063;3.33000000000038;0.160000000000011;36.6500000000088
"5";0;0.0704087084940357;0.288456315457865;0.00989604106966448;0.0987705354592246;0.39158997136353;0.261903960098355;3.98000000000047;0.180000000000007;37.7700000000186
"6";0;0.0709270724164616;0.291089531127426;0.00992287046907636;0.0987923246722015;0.391411485890544;0.262899149627754;4.88000000000057;0.129999999999981;39.9700000000157
"7";0;0.0706382704241951;0.290435764100401;0.00979851043423777;0.0981199609726186;0.391467783758395;0.261267802568828;5.67000000000053;0.129999999999974;42.2800000000134
"8";0;0.0707581878610441;0.293722951413002;0.00986935413335786;0.0984516604791488;0.391425036748221;0.262754246659823;6.23999999999978;0.179999999999971;42.8799999999755
"9";0;0.0720334786814711;0.298004066833082;0.0101749116740953;0.1000403078014;0.391041705365925;0.266886635079088;6.8100000000004;0.179999999999971;43.6299999999901
"10";0;0.0720735393062949;0.297927229805077;0.010079152169781;0.0994537868507109;0.390996465143477;0.265792080055395;7.59000000000015;0.219999999999963;45.8899999999849
"11";0;0.0721296714300696;0.299093066514379;0.0100439814240866;0.0992711814577459;0.39155663066613;0.264968973435076;8.34000000000015;0.219999999999963;49.519999999975
"12";0;0.0722797812102376;0.298363382807072;0.0100913320580221;0.0995020330436378;0.391516635189044;0.265723122545308;8.89000000000033;0.249999999999964;50.1599999999744
"13";0;0.0721008883167685;0.298282289275228;0.0101122732477191;0.0996349436301516;0.391533505328552;0.266023209263429;9.46000000000049;0.329999999999977;51.2599999999802
"14";0;0.0719011953788913;0.29724297879932;0.010168547288358;0.0998668729278047;0.391489227668402;0.266957224375309;10.0700000000002;0.399999999999999;52.7599999999802
"15";0;0.0719120593509346;0.298091623384818;0.0101990370492035;0.099999542404861;0.391451260388377;0.267538992977897;10.8200000000002;0.399999999999999;53.3399999999674
"16";0;0.0723555963947986;0.299016446531599;0.010284042876475;0.100408064191512;0.391380109698688;0.268713334852224;11.3400000000006;0.410000000000018;55.1399999999703
"17";0;0.0724165695639525;0.297927908996143;0.0103128268729892;0.100500472424132;0.391510145127092;0.268809295684879;11.9500000000003;0.420000000000023;56.4199999999692
"18";0;0.0729809316610595;0.296999621057336;0.0104211378475706;0.100935529199153;0.391423438997807;0.270500871214686;12.6100000000001;0.480000000000011;57.8099999999831
"19";0;0.0729022006030291;0.297023203270122;0.010411500696843;0.100874559997163;0.391055017925061;0.270699790915235;13.2600000000002;0.520000000000003;59.2299999999959
"20";0;0.0722838358243897;0.296291634350991;0.0101938311884467;0.099998063640194;0.389459639322801;0.271679880579438;13.8600000000001;0.56000000000001;60.7700000000041
"21";0;0.072463426550819;0.297178421165585;0.0102439795013646;0.100270291590344;0.389485087470216;0.272688583460741;14.4100000000003;0.540000000000014;62.0800000000018
"22";0;0.0729410953706243;0.297261345330117;0.0103334269020979;0.100524107931596;0.389359296114982;0.273551754858166;15.0000000000005;0.550000000000004;63.4500000000117
"23";0;0.0732268354579317;0.297164749651154;0.0104080285680296;0.100893033650699;0.389364065911733;0.274331794508234;15.5000000000005;0.550000000000004;64.9499999999971
"24";0;0.0734912773644269;0.298146949395748;0.0104342260157785;0.101010858281357;0.389219747580347;0.274711972567908;16.1900000000005;0.559999999999995;67.2700000000041
"25";0;0.0735186338270252;0.298821565898605;0.0103957817572031;0.100805068056317;0.389252229282528;0.274234002069787;16.690000000001;0.589999999999996;68.890000000014
"26";0;0.073253274535243;0.296333487372042;0.0103607495185125;0.100450437010275;0.389252229282528;0.272989105249026;17.2600000000011;0.629999999999988;70.4200000000274
"27";0;0.0737369069958702;0.296618096931858;0.0103253492854791;0.100247035062148;0.389138278111008;0.272597968656614;17.8900000000008;0.629999999999988;71.4200000000274
"28";0;0.0730660931462336;0.294859103970589;0.0102774416986571;0.0998752242437548;0.389087609950102;0.271076619616267;18.6900000000005;0.639999999999979;73.0500000000175
"29";0;0.0727765402982702;0.294356556835425;0.0102343828038305;0.0995492456747389;0.388137859173119;0.270791977597238;19.3200000000006;0.65999999999999;75.0300000000134
"30";0;0.0725266493979499;0.293417017215092;0.01020629286146;0.0992212973637048;0.388137859173119;0.269523750109242;19.9900000000011;0.679999999999993;76.6200000000208
"31";0;0.0725571911686213;0.293464517775725;0.0101689366704079;0.0990195749519465;0.387852993383294;0.269193450961245;20.6500000000018;0.730000000000003;77.6900000000243
"32";0;0.0726925659249178;0.295277274882803;0.0103010232852822;0.0992607713784559;0.387898632314301;0.269204488454909;21.3600000000014;0.760000000000011;78.6000000000241
"33";0;0.0728101720460387;0.295074321501228;0.0103542584207882;0.099493637420977;0.387858412607419;0.270127741373413;21.930000000002;0.810000000000008;79.9200000000166
"34";0;0.0736223841781309;0.302473461732574;0.0105948029950416;0.100288775603201;0.387817703875075;0.272574366939095;22.5800000000021;0.800000000000003;80.7400000000199
"35";0;0.0735730014620991;0.302748758815298;0.0105927855618931;0.100276135156243;0.387718831852145;0.272587702514422;23.1900000000017;0.820000000000006;82.5200000000224
"36";0;0.0732789344013735;0.301715513980638;0.0105268433503725;0.0998957168072727;0.387762510083564;0.271819392030839;23.8200000000019;0.850000000000007;83.3600000000262
"37";0;0.0727797710939511;0.299697201180655;0.0103436864466659;0.0989977688191854;0.387692952577048;0.270306866035722;24.4000000000018;0.850000000000007;85.2300000000252
"38";0;0.0727797710939511;0.299697201180655;0.0103436864466659;0.0989977688191854;0.387692952577048;0.270306866035722;25.0300000000019;0.900000000000004;86.7700000000333
"39";0;0.0727797710939511;0.299697201180655;0.0103436864466659;0.0989977688191854;0.387692952577048;0.270306866035722;25.660000000002;0.909999999999995;88.5400000000374
"40";0;0.0728919119579423;0.301935023607215;0.010386497114386;0.0991287939167724;0.387694241680849;0.270636942563965;26.270000000002;0.929999999999998;89.600000000039
"41";0;0.0731795313474264;0.302870262081256;0.0104312927466935;0.0994326779219901;0.387666806138205;0.271415694615867;26.8700000000019;0.899999999999997;91.4000000000382
"42";0;0.0734924916074043;0.303277335567815;0.0104635269912483;0.0995667178057546;0.387656696196554;0.271644161377511;27.6100000000017;0.889999999999999;92.7700000000408
"43";0;0.0733510529797812;0.302959189974857;0.0104324275755109;0.0993875043580984;0.388954427424351;0.270120766198322;28.2200000000018;0.910000000000002;94.9700000000416
"44";0;0.0739307147325134;0.305184258347459;0.0105319876332234;0.0999003322226733;0.3890559242646;0.271480319186849;28.8800000000021;0.940000000000003;97.4500000000412
"45";0;0.0739505521466975;0.305696884872597;0.0105501381929823;0.0999731654686265;0.38873216563184;0.271938467486814;29.6600000000019;0.960000000000006;99.4100000000403
"46";0;0.0739187537046375;0.308134242362276;0.0105189110751147;0.0995468377096056;0.388572215520091;0.270143593018973;30.3200000000017;0.990000000000007;100.280000000039
"47";0;0.0737365701292509;0.307621333508021;0.0105019376743355;0.0994702319947897;0.388454169924905;0.270115478573282;30.9800000000016;1.02000000000002;101.070000000033
"48";0;0.0737655621412301;0.309012995640686;0.0104597559090211;0.0993037653692146;0.388100736832655;0.27001161242949;31.6300000000017;1.04000000000003;102.550000000032
"49";0;0.0737655621412301;0.309012995640686;0.0104597559090211;0.0993037653692146;0.388100736832655;0.27001161242949;32.2400000000018;1.06000000000003;103.960000000032
"50";0;0.0734295582194421;0.307520196220627;0.0103840609131488;0.0989186847017331;0.388073730389944;0.269036768260311;32.8200000000013;1.06000000000003;105.920000000031
"51";0;0.0738342223225211;0.308719441114162;0.0104830749542378;0.0994363878903409;0.387979617392024;0.270211634643078;33.350000000001;1.06000000000003;107.160000000037
"52";0;0.073571400107043;0.307125734156246;0.0104440700801451;0.0992020335280858;0.38772716691173;0.270106444645157;33.8900000000014;1.06000000000003;108.310000000031
"53";0;0.0737468940704043;0.307386473886496;0.0104778011905779;0.0993239361993501;0.388636483069474;0.269770008971694;34.5400000000015;1.06000000000003;110.060000000031
"54";0;0.0736755705730522;0.30711703075572;0.0104751472037853;0.0992629887808963;0.388677384479863;0.269716599704103;35.2200000000014;1.09000000000002;110.970000000031
"55";0;0.0735210024658976;0.305591593274778;0.0104318507697753;0.0989386136985025;0.388982306629785;0.26887132047437;35.8700000000015;1.09000000000002;112.490000000031
"56";0;0.0735210024658976;0.305591593274778;0.0104318507697753;0.0989386136985025;0.388982306629785;0.26887132047437;36.5400000000015;1.11000000000002;114.090000000037
"57";0;0.0735210024658976;0.305591593274778;0.0104318507697753;0.0989386136985025;0.388982306629785;0.26887132047437;37.1400000000014;1.15000000000003;115.630000000045
"58";0;0.0738168000758049;0.306169364786116;0.0104979140111633;0.0992216225818176;0.388922470490567;0.269449557454001;37.7400000000013;1.17000000000002;116.200000000045
"59";0;0.0737446538805255;0.306089481214103;0.0104967820455188;0.0991059282448182;0.388875172703882;0.268952926681907;38.4000000000012;1.19000000000002;117.260000000047
"60";0;0.0736531937297173;0.305163745448059;0.0104176888569592;0.0987495584178336;0.388587842505897;0.268470506807348;39.0700000000013;1.18000000000002;118.440000000044
"61";0;0.0736266716760775;0.305210526722758;0.0104091846338854;0.0986960056582275;0.388636873098104;0.268310270872463;39.7400000000009;1.22000000000002;119.080000000043
"62";0;0.0736176483611936;0.304834601446913;0.0104068131632541;0.0986750913495488;0.388531939712467;0.268341849823185;40.4000000000007;1.24000000000002;120.660000000045
"63";0;0.0734462816288206;0.304290151082997;0.0103887788542371;0.0985121997424889;0.388684556886549;0.267859503429857;40.9800000000014;1.27000000000002;121.900000000045
"64";0;0.0734089115075912;0.303650506766382;0.0103756392885151;0.0982536399777807;0.388684556886549;0.266813940526136;41.580000000001;1.30000000000002;122.740000000047
"65";0;0.0732580900108243;0.303709533702812;0.0103637567652953;0.0981959044500563;0.388356714310999;0.267069298152666;42.2400000000013;1.32000000000002;124.650000000047
"66";0;0.0732580900108243;0.303709533702812;0.0103637567652953;0.0981959044500563;0.388356714310999;0.267069298152666;42.9900000000013;1.35000000000001;126.430000000046
"67";0;0.0732622950868089;0.303815971631783;0.0103934360999043;0.0983446870948898;0.388164315426854;0.267596186276528;43.6400000000014;1.35000000000001;128.150000000047
"68";0;0.0734490695209039;0.305091354751315;0.0104673476900293;0.0986541904822227;0.388359639986643;0.268131162931301;44.3100000000011;1.35000000000001;129.960000000048
"69";0;0.0733773162256188;0.304488807718379;0.010442698981946;0.0985079592486222;0.388918786860785;0.267393120028191;44.9300000000009;1.35000000000001;131.470000000047
"70";0;0.0735192059623558;0.305565150381775;0.0105241470614708;0.0987004591127622;0.388918786860785;0.267849369992001;45.5000000000007;1.35000000000001;132.730000000052
"71";0;0.0738235969133224;0.306277556381463;0.0105652656716377;0.0987428147683352;0.388962469468002;0.267779810516894;46.160000000001;1.35000000000001;133.170000000051
"72";0;0.0741256917725106;0.307115157693785;0.0106556740394748;0.0990746896936612;0.38897339138994;0.268353605348126;46.7500000000007;1.37000000000002;134.240000000051
"73";0;0.0741256917725106;0.307115157693785;0.0106556740394748;0.0990746896936612;0.38897339138994;0.268353605348126;47.3600000000007;1.40000000000002;135.650000000051
"74";0;0.0741163169326365;0.307100642745332;0.0106530409605392;0.0990493812588665;0.3888464796489;0.268330152650097;47.9900000000005;1.41000000000001;136.870000000051
"75";0;0.0741654554473608;0.30696167057692;0.0107187963676849;0.0992335105303073;0.388988114645577;0.268646947705916;48.6300000000009;1.41000000000001;138.370000000051
"76";0;0.0742798137928367;0.306403910540025;0.0107027586962989;0.0991631555242998;0.390351132735259;0.267705980420333;49.280000000001;1.44000000000001;140.050000000051
"77";0;0.0747141016054707;0.30752928522397;0.0107988985729748;0.0995708751272505;0.390286942008109;0.268736881995381;49.950000000001;1.45000000000001;141.31000000005
"78";0;0.0747141016054707;0.30752928522397;0.0107988985729748;0.0995708751272505;0.390286942008109;0.268736881995381;50.530000000001;1.48000000000001;143.06000000005
