Fecha;NDVI.nomask.Min;NDVI.nomask.Q1;NDVI.nomask.Median;NDVI.nomask.Mean;NDVI.nomask.Q3;NDVI.nomask.Max;NDVI.nomask.n
2018-12-17;0.0306306313723326;0.144863713067025;0.221693277359009;0.189013879280537;0.265843443572521;0.282038331031799;4
2019-07-05;0.20017072558403;0.27791877835989;0.306043609976769;0.28233277797699;0.310457609593868;0.317073166370392;4
2019-07-10;0.15903614461422;0.286756042391062;0.3441561460495;0.305489148944616;0.362889252603054;0.374608159065247;4
2019-07-15;0.266367703676224;0.322998903691769;0.342796385288239;0.356826409697533;0.376623891294003;0.47534516453743;4
2019-07-20;0.125401929020882;0.159569136798382;0.208703011274338;0.206357035785913;0.255490910261869;0.282620191574097;4
2019-07-25;0.271477669477463;0.34292908012867;0.367527663707733;0.366900272667408;0.391498856246471;0.461068093776703;4
2019-07-30;0.110105581581593;0.183032190427184;0.262646324932575;0.258667519316077;0.338281653821468;0.399271845817566;4
2019-08-04;0.194120183587074;0.265084426850081;0.308503806591034;0.288276832550764;0.331696212291718;0.341979533433914;4
2019-08-09;0.0904152095317841;0.186697762459517;0.244676075875759;0.243550125509501;0.301528438925743;0.3944331407547;4
2019-08-14;0.0910981670022011;0.204138172790408;0.303541488945484;0.291651463136077;0.391054779291153;0.468424707651138;4
2019-08-19;0.0695481300354004;0.178950048983097;0.21894609183073;0.237635780125856;0.27763182297349;0.443102806806564;4
2019-08-24;0.191571936011314;0.365924116224051;0.459509998559952;0.402055565267801;0.495641447603703;0.497630327939987;4
2019-08-29;0.095531590282917;0.162203779444098;0.216526687145233;0.234231861308217;0.288554769009352;0.408342480659485;4
2019-09-03;0.110075995326042;0.274121183902025;0.365522861480713;0.324129346758127;0.415531024336815;0.455395668745041;4
2019-09-08;0.0642781853675842;0.0655085369944572;0.07010218501091;0.0724315270781517;0.0770251750946045;0.0852435529232025;4
2019-09-13;0.0495672710239887;0.0894578406587243;0.110305920243263;0.100430530495942;0.121278610080481;0.131543010473251;4
2019-09-18;0.145328715443611;0.245943035930395;0.300974562764168;0.306511383503675;0.361542910337448;0.478767693042755;4
2019-09-28;0.120176404714584;0.216349836438894;0.282995037734509;0.296270076185465;0.362915277481079;0.498913824558258;4
2019-10-03;0.0714492350816727;0.236231807619333;0.329220652580261;0.331300754100084;0.424289599061012;0.595312476158142;4
2019-10-08;0.105357140302658;0.174263156950474;0.21089293807745;0.226918499916792;0.263548281043768;0.38053098320961;4
2019-10-13;0.156923070549965;0.358769435435534;0.433053493499756;0.373177256435156;0.447461314499378;0.469678968191147;4
2019-10-18;0.097504161298275;0.116308173164725;0.123012453317642;0.126464458182454;0.133168738335371;0.162328764796257;4
2019-10-23;0.107630118727684;0.211062155663967;0.24578020721674;0.240071453154087;0.27478950470686;0.361095279455185;4
2019-10-28;0.0263381469994783;0.0280373822897673;0.0291955145075917;0.0300655430182815;0.0312236752361059;0.0355329960584641;4
2019-11-02;0.00324825989082456;0.00537880975753069;0.0062762601301074;0.00753649778198451;0.00843394815456122;0.0143452109768987;4
2019-11-07;0.0742209628224373;0.0945590641349554;0.10732177644968;0.139485208317637;0.152247920632362;0.269076317548752;4
2019-11-12;0.0959339290857315;0.144939798861742;0.164681911468506;0.219885442405939;0.239627555012703;0.454244017601013;4
2019-11-17;0.10379746556282;0.132749363780022;0.155724391341209;0.171470388770103;0.194445416331291;0.270635306835175;4
2019-11-22;0.0696883872151375;0.0716287586838007;0.0729562118649483;0.072702432051301;0.0740298852324486;0.07520891726017;4
2019-11-27;0.14553314447403;0.153303436934948;0.201101616024971;0.253140397369862;0.300938576459885;0.464825212955475;4
2019-12-02;0.0336093530058861;0.0340760461986065;0.0344244353473187;0.0346756111830473;0.0350240003317595;0.0362442210316658;4
2019-12-07;0.0623776242136955;0.071164770051837;0.0793640837073326;0.0769144520163536;0.0851137656718493;0.0865520164370537;4
2019-12-12;0.125;0.22451726347208;0.26110066473484;0.269234970211983;0.305818371474743;0.42973855137825;4
2019-12-17;0.138543516397476;0.177032791078091;0.204306274652481;0.205036841332912;0.232310324907303;0.272991299629211;4
