Fecha;NDVI.nomask.Min;NDVI.nomask.Q1;NDVI.nomask.Median;NDVI.nomask.Mean;NDVI.nomask.Q3;NDVI.nomask.Max;NDVI.nomask.n
2018-12-17;0.0862619802355766;0.110070429742336;0.144018989056349;0.199007172137499;0.232955731451511;0.421728730201721;4
2019-11-27;0.167377397418022;0.225558131933212;0.33582266420126;0.323309972882271;0.433574505150318;0.454217165708542;4
2019-12-02;0.0445991232991219;0.0453120851889253;0.0466589722782373;0.0467206910252571;0.0480675781145692;0.0489656962454319;4
2020-01-01;0.323689579963684;0.377642080187798;0.446591228246689;0.458573162555695;0.527522310614586;0.617420613765717;4
2020-01-06;0.136874362826347;0.143985189497471;0.254175148904324;0.269862495362759;0.380052454769611;0.43422532081604;4
2020-01-11;0.0915287211537361;0.115602374076843;0.239718768745661;0.232805084437132;0.356921479105949;0.36025407910347;4
2020-01-16;0.0414792597293854;0.0925659760832787;0.204296067357063;0.197068013250828;0.308798104524612;0.338200658559799;4
2020-01-21;0.00556694995611906;0.0057649154914543;0.00833590305410326;0.00905212212819606;0.011623109690845;0.0139697324484587;4
2020-01-26;0.0937198102474213;0.107264859601855;0.164499539881945;0.19375560618937;0.25099028646946;0.35230353474617;4
2020-01-31;0.115199998021126;0.128049656748772;0.170838102698326;0.219676960259676;0.26246540620923;0.421831637620926;4
2020-02-05;-0.0121561102569103;0.0102055096067488;0.0224795434623957;0.0180091382935643;0.0302831721492112;0.0392335765063763;4
2020-02-10;0.0815337151288986;0.0815572682768107;0.135928187519312;0.171324884518981;0.225695803761482;0.331909447908402;4
2020-02-15;0.0669291317462921;0.0722630564123392;0.174728851765394;0.177361635491252;0.279827430844307;0.293059706687927;4
2020-02-20;0.121809743344784;0.122991412878037;0.212200503796339;0.240253206342459;0.329462297260761;0.414802074432373;4
2020-02-25;0.095238097012043;0.100224619731307;0.209641940891743;0.215161105617881;0.324578426778317;0.346122443675995;4
2020-03-01;0.102776423096657;0.11859224177897;0.134650241583586;0.13454214297235;0.150600142776966;0.166091665625572;4
2020-03-06;0.109996415674686;0.132920792326331;0.205097369849682;0.222358642145991;0.294535219669342;0.369243413209915;4
2020-03-11;0.0959198251366615;0.129464978352189;0.195574745535851;0.224062735214829;0.290172502398491;0.409181624650955;4
2020-03-16;0.0145190563052893;0.0300186523236334;0.0366315767168999;0.0334668052382767;0.0400797296315432;0.0460850112140179;4
2020-03-21;-0.0129265766590834;-0.00843164417892695;-0.00289719057036564;-0.00317832789733075;0.00235612571123056;0.00600764621049166;4
2020-03-26;0.13341698050499;0.13499391824007;0.227095305919647;0.241997323930264;0.33409871160984;0.38038170337677;4
2020-03-31;0.00661157025024295;0.0135169372661039;0.0229802848771215;0.0211076367413625;0.03057098435238;0.0318584069609642;4
2020-04-05;0.0713790729641914;0.119226401671767;0.173427172005177;0.176582394167781;0.23078316450119;0.288096159696579;4
2020-04-10;0.187021508812904;0.219330415129662;0.232314512133598;0.261602234095335;0.274586331099272;0.394758403301239;4
2020-04-15;0.0964560881257057;0.0995289273560047;0.103233501315117;0.102722838521004;0.106427412480116;0.107968263328075;4
2020-04-20;0.145333334803581;0.150522749871016;0.160137116909027;0.16020243242383;0.169816799461842;0.175202161073685;4
2020-04-25;-0.00485436897724867;-0.00454154692124575;-0.00383023999165744;-0.00363376276800409;-0.00292245583841577;-0.00202020211145282;4
2020-04-30;0.13609467446804;0.226480055600405;0.269638821482658;0.300334293395281;0.343493059277535;0.525964856147766;4
2020-07-04;0.124141089618206;0.17208974994719;0.24942522495985;0.255043426528573;0.332378901541233;0.397182166576386;4
2020-07-09;0.276609510183334;0.319964066147804;0.374018430709839;0.365942716598511;0.419997081160545;0.439124494791031;4
2020-07-14;-0.0213475655764341;-0.0203268984332681;-0.019464923068881;-0.0195052418857813;-0.0186432665213943;-0.0177435558289289;4
2020-07-19;0.118229851126671;0.143087089061737;0.236353673040867;0.242394492030144;0.335661076009274;0.37864077091217;4
2020-07-24;0.074826680123806;0.104077180847526;0.166517853736877;0.181298388168216;0.243739061057568;0.317331165075302;4
2020-07-29;0.0768437311053276;0.188528897240758;0.289441846311092;0.285158367827535;0.386071316897869;0.484906047582626;4
2020-08-03;0.0850299373269081;0.118858611211181;0.181534111499786;0.187778981402516;0.250454481691122;0.303017765283585;4
2020-08-08;0.266360700130463;0.285004578530788;0.399785682559013;0.412090070545673;0.526871174573898;0.582428216934204;4
