"Fecha";"NDVI.scl_7_8_9.Min";"NDVI.scl_7_8_9.Q1";"NDVI.scl_7_8_9.Median";"NDVI.scl_7_8_9.Mean";"NDVI.scl_7_8_9.Q3";"NDVI.scl_7_8_9.Max";"NDVI.scl_7_8_9.n"
2017-10-03;-0.000905797118321061;0.076573433354497;0.10522847622633;0.159414814287124;0.191221255809069;0.502026319503784;36
2017-10-13;0.0583418644964695;0.0951497480273247;0.12367095798254;0.190495917065577;0.289188534021378;0.530458569526672;33
2017-10-23;NA;NA;NA;NA;NA;NA;0
2017-11-02;0.0633245408535004;0.0932204443961382;0.128915473818779;0.226475738920271;0.295680426061153;0.656470596790314;16
2017-11-12;0.081434927880764;0.125127166509628;0.151753529906273;0.245240726996036;0.26144152879715;0.688785076141357;21
2017-11-22;0.107772320508957;0.12714177928865;0.142315447330475;0.18315871485642;0.167533796280622;0.504132211208344;14
2017-12-02;0.070685513317585;0.135422892868519;0.14475155621767;0.302216401944558;0.445523835718632;0.722643077373505;12
2017-12-12;0.0957873612642288;0.138635076582432;0.171180054545403;0.272522163887819;0.410659559071064;0.544562876224518;12
2017-12-17;0.240174666047096;0.277753591537476;0.421052634716034;0.404736390709877;0.514800250530243;0.569900810718536;5
2017-12-22;0.0997084528207779;0.145686000585556;0.258506059646606;0.273298482928011;0.391965627670288;0.458467364311218;9
2017-12-27;0.15202821791172;0.207529149949551;0.334552422165871;0.348144236952066;0.447328895330429;0.640102803707123;12
2018-01-01;0.115905672311783;0.151804357767105;0.451068609952927;0.343151811096403;0.493955105543137;0.553944408893585;9
2018-01-06;NA;NA;NA;NA;NA;NA;0
2018-01-11;0.122666664421558;0.151373073458672;0.353970974683762;0.32100813008017;0.495290666818619;0.567289531230927;9
2018-01-16;0.371729791164398;0.425028711557388;0.47896271944046;0.49411171078682;0.590697646141052;0.604139685630798;5
2018-01-21;0.0587918013334274;0.103675562888384;0.138489380478859;0.200307408347726;0.209441941231489;0.543633997440338;20
2018-01-26;NA;NA;NA;NA;NA;NA;0
2018-01-31;0.293972492218018;0.330190449953079;0.453378796577454;0.419139349460602;0.492857128381729;0.52529788017273;5
2018-02-05;-0.0323624610900879;0.100671142339706;0.151260510087013;0.196525154317298;0.219827592372894;0.777777791023254;41
2018-02-10;NA;NA;NA;NA;NA;NA;0
2018-02-15;0.066796213388443;0.0996413417160511;0.134615391492844;0.1889550452647;0.192445389926434;0.509498476982117;23
2018-02-20;0.0329949222505093;0.0787110403180122;0.103552535176277;0.160762288884537;0.13952811062336;0.568889737129211;37
2018-03-02;NA;NA;NA;NA;NA;NA;0
2018-03-07;0.0115000000223517;0.0794473215937614;0.110754415392876;0.153954602652104;0.139701098203659;0.539826810359955;37
2018-03-12;0.017853107303381;0.0705882385373116;0.111178427934647;0.146280082805855;0.136104315519333;0.534339606761932;41
2018-03-17;NA;NA;NA;NA;NA;NA;0
2018-03-22;0.0478589423000813;0.0948353409767151;0.129062801599503;0.180391224237477;0.15247043967247;0.588369250297546;41
2018-03-27;0.0246749799698591;0.0844594612717629;0.119874805212021;0.153649203630315;0.155763238668442;0.553765296936035;37
2018-04-01;0.224734038114548;0.232097506523132;0.259712338447571;0.283868741989136;0.346147745847702;0.356652081012726;5
2018-04-06;NA;NA;NA;NA;NA;NA;0
2018-04-11;NA;NA;NA;NA;NA;NA;0
2018-04-16;0.0551181100308895;0.100128894671798;0.130020439624786;0.166649593040347;0.201537448912859;0.469680428504944;34
2018-04-21;NA;NA;NA;NA;NA;NA;0
2018-04-26;NA;NA;NA;NA;NA;NA;0
2018-05-01;0.250406503677368;0.302369654178619;0.323324382305145;0.319411498308182;0.358716666698456;0.36224028468132;5
2018-05-06;0.0648745521903038;0.110549265518785;0.141590230166912;0.205205929191674;0.310140937566757;0.535495519638062;34
2018-05-11;0.0729166641831398;0.0953973587602377;0.118775248527527;0.141040128841996;0.135396461933851;0.356818169355392;20
2018-05-16;0.0203624963760376;0.0921869017183781;0.126785330474377;0.196048346451587;0.261291336268187;0.556771039962769;36
2018-05-21;0.0433136112987995;0.0957945883274078;0.11643547937274;0.175080002492501;0.250355750322342;0.508692860603333;36
2018-05-26;0.0363797694444656;0.0513595156371594;0.170370370149612;0.151385374781158;0.238370224833488;0.277053445577621;9
2018-05-31;0.0410895645618439;0.0843852795660496;0.114418067038059;0.164992299965686;0.218335125595331;0.50851583480835;36
2018-06-05;NA;NA;NA;NA;NA;NA;0
2018-06-10;NA;NA;NA;NA;NA;NA;0
2018-06-15;0.00709830084815621;0.084615133702755;0.103276312351227;0.167758892173879;0.223013039678335;0.487751364707947;36
2018-06-25;0.0461804047226906;0.100963532924652;0.124985214322805;0.152434323865332;0.148553717881441;0.343706786632538;38
2018-06-30;0.0502209737896919;0.0780636668205261;0.107288382947445;0.126741451946528;0.138991124927998;0.286773800849915;38
2018-07-05;0.016892597079277;0.0761695392429829;0.111943978816271;0.15736486736892;0.281602241098881;0.428418606519699;36
2018-07-10;0.0400186143815517;0.0837791245430708;0.108057402074337;0.144694378392564;0.174247462302446;0.395804196596146;36
2018-07-15;0.0424879528582096;0.0977547466754913;0.12154696136713;0.148164616397968;0.145804032683373;0.408900707960129;41
2018-07-20;0.0749702528119087;0.1019322052598;0.112231273204088;0.137022243126443;0.14268659427762;0.327284514904022;38
2018-07-30;0.0212969612330198;0.0622785557061434;0.0939320661127567;0.127411094752865;0.128289939835668;0.435368210077286;36
2018-08-04;0.0105003090575337;0.072863731533289;0.0941648632287979;0.145229619306823;0.151461839675903;0.524427592754364;39
2018-08-09;0.0294052623212338;0.0833546575158835;0.111753582954407;0.116217434613241;0.138600345700979;0.273115992546082;18
2018-08-14;0.0446841306984425;0.0924978572875261;0.107434444129467;0.152074734563939;0.201378248631954;0.425586640834808;32
2018-08-19;NA;NA;NA;NA;NA;NA;0
2018-08-24;0.0101613868027925;0.0759999975562096;0.107740588486195;0.139549535631043;0.146272853016853;0.471170634031296;41
2018-08-29;0.0202578268945217;0.0687225889414549;0.0976221226155758;0.117128810276174;0.124455995857716;0.349212169647217;36
2018-09-03;NA;NA;NA;NA;NA;NA;0
2018-09-08;NA;NA;NA;NA;NA;NA;0
2018-09-13;0.00215982715599239;0.064968153834343;0.10208685696125;0.131719377565172;0.126715093851089;0.547244966030121;37
2018-09-18;0.0405904054641724;0.0641686171293259;0.0938574969768524;0.133276613872676;0.175764843821526;0.356976747512817;21
2018-09-23;0.0671775192022324;0.108483543619514;0.120074674487114;0.199054618366063;0.355605229735374;0.48715552687645;32
2018-09-28;0.0932509005069733;0.0998102333396673;0.106369566172361;0.106369566172361;0.112928899005055;0.119488231837749;2
