"Fecha";"NDVI.NA.Min";"NDVI.NA.Q1";"NDVI.NA.Median";"NDVI.NA.Mean";"NDVI.NA.Q3";"NDVI.NA.Max";"NDVI.NA.n"
2017-10-03;0.164614126086235;0.209747120738029;0.469608992338181;0.452040210366249;0.663133412599564;0.784297287464142;7
2017-10-13;0.207092821598053;0.308499626815319;0.473294794559479;0.452846065163612;0.613525331020355;0.645484924316406;7
2017-10-23;0.00856831297278404;0.0614871829748154;0.089526042342186;0.0803356708160469;0.107222598046064;0.126835778355598;7
2017-11-02;0.130350828170776;0.175127126276493;0.193476945161819;0.317809822303908;0.444317236542702;0.661952257156372;7
2017-11-12;0.116455130279064;0.209550604224205;0.42543351650238;0.440066459987845;0.621756702661514;0.87596195936203;7
2017-11-22;0.105318039655685;0.180589776486158;0.344852417707443;0.28577397018671;0.391941800713539;0.405184179544449;7
2017-12-02;0.145869940519333;0.204608343541622;0.297556310892105;0.354776554874011;0.497897818684578;0.634997308254242;7
2017-12-12;0.115860514342785;0.194954730570316;0.300204932689667;0.327608586422035;0.445255488157272;0.596774220466614;7
2017-12-17;0.0821171849966049;0.175653785467148;0.222910210490227;0.21670657822064;0.270030081272125;0.320550918579102;7
2017-12-22;0.057628720998764;0.132832609117031;0.27746319770813;0.223479187914303;0.300891876220703;0.361813426017761;7
2017-12-27;-0.0521400794386864;0.0503456480801106;0.0894700586795807;0.0771545927439417;0.128269862383604;0.145521149039269;7
2018-01-01;0.0862899720668793;0.173231311142445;0.230299323797226;0.217078187635967;0.253116346895695;0.350262701511383;7
2018-01-06;-0.00868786405771971;0.0230848863720894;0.063417948782444;0.0443039968875902;0.0679533965885639;0.0733213275671005;7
2018-01-11;0.0887966826558113;0.143749743700027;0.181172296404839;0.177663567875113;0.213153079152107;0.25987035036087;7
2018-01-16;0.0930396094918251;0.119373723864555;0.172324880957603;0.184267896626677;0.235139273107052;0.315484791994095;7
2018-01-21;0.0453287921845913;0.0986620858311653;0.130890056490898;0.166085700371436;0.220349438488483;0.348358005285263;7
2018-01-26;0.0643248185515404;0.100588742643595;0.102263204753399;0.104466215840408;0.113095872104168;0.13730625808239;7
