Fecha;NDVI.scl_7_8_9.Min;NDVI.scl_7_8_9.Q1;NDVI.scl_7_8_9.Median;NDVI.scl_7_8_9.Mean;NDVI.scl_7_8_9.Q3;NDVI.scl_7_8_9.Max;NDVI.scl_7_8_9.n
2019-07-05;0.294480890035629;0.355357885360718;0.389953017234802;0.388044220209122;0.408450692892075;0.491978615522385;5
2019-07-10;0.361941039562225;0.426208108663559;0.449095785617828;0.438950592279434;0.478507310152054;0.479000717401505;5
2019-07-15;0.261827379465103;0.382943153381348;0.40509507060051;0.411539506912231;0.451065361499786;0.55676656961441;5
2019-07-20;0.279105633497238;0.29045644402504;0.37432673573494;0.341225272417069;0.37466099858284;0.387576550245285;5
2019-07-25;0.276370912790298;0.299220085144043;0.359790205955505;0.388883930444717;0.414233267307282;0.594805181026459;5
2019-07-30;0.294117659330368;0.338364779949188;0.465178906917572;0.429617261886597;0.495336264371872;0.555088698863983;5
2019-08-04;0.228003054857254;0.341999113559723;0.344382345676422;0.355798172950745;0.400304406881332;0.464301943778992;5
2019-08-09;0.288789659738541;0.391429156064987;0.406808346509933;0.397869914770126;0.430653601884842;0.471668809652329;5
2019-08-14;0.28588142991066;0.412297993898392;0.438941389322281;0.429075008630753;0.462524652481079;0.545729577541351;5
2019-08-19;0.311738282442093;0.347322404384613;0.447297811508179;0.451105743646622;0.562608480453491;0.586561739444733;5
2019-08-24;0.344778835773468;0.436420023441315;0.467930853366852;0.478032267093658;0.549623012542725;0.591408610343933;5
2019-08-29;0.280056565999985;0.280056565999985;0.280056565999985;0.280056565999985;0.280056565999985;0.280056565999985;1
2019-09-03;0.289858222007751;0.406258076429367;0.530730724334717;0.467098599672318;0.552827894687653;0.5558180809021;5
2019-09-08;;;;;;;0
2019-09-13;;;;;;;0
2019-09-18;0.459411233663559;0.480952382087708;0.481680810451508;0.521689254045487;0.563968658447266;0.622433185577393;5
2019-09-28;0.386915892362595;0.481524586677551;0.489383727312088;0.505578172206879;0.570889711380005;0.599176943302155;5
2019-10-03;0.482246279716492;0.528944075107575;0.567618429660797;0.575014197826386;0.608814179897308;0.687448024749756;5
2019-10-08;;;;;;;0
2019-10-13;0.312012791633606;0.336286932229996;0.470644116401672;0.435017615556717;0.500684380531311;0.555459856987;5
2019-10-18;;;;;;;0
2019-10-23;0.441241681575775;0.536133170127869;0.622937500476837;0.579959094524384;0.632248044013977;0.66723507642746;5
2019-10-28;;;;;;;0
2019-11-02;;;;;;;0
2019-11-07;0.0816067680716515;0.270331680774689;0.392467796802521;0.317560748755932;0.416756570339203;0.426640927791595;5
2019-11-12;0.230769231915474;0.404255330562592;0.488547682762146;0.474974873661995;0.608583688735962;0.642718434333801;5
2019-11-17;;;;;;;0
2019-11-22;;;;;;;0
2019-11-27;0.333333343267441;0.449365317821503;0.463938266038895;0.482004463672638;0.550935566425324;0.612449824810028;5
2019-12-02;;;;;;;0
2019-12-07;0.340139210224152;0.348107822239399;0.356076434254646;0.356076434254646;0.364045046269894;0.372013658285141;2
2019-12-12;0.290658235549927;0.510528802871704;0.514029204845429;0.508066809177399;0.592055797576904;0.63306200504303;5
2019-12-17;;;;;;;0
2019-12-22;0.42712065577507;0.432647913694382;0.436605572700501;0.493850326538086;0.52521139383316;0.647666096687317;5
2019-12-27;;;;;;;0
2020-01-01;0.316455692052841;0.34968888759613;0.447624653577805;0.431430715322495;0.489677280187607;0.55370706319809;5
2020-01-06;0.288126349449158;0.382245868444443;0.385672628879547;0.425175398588181;0.514276564121246;0.555555582046509;5
2020-01-11;0.413705587387085;0.420122623443604;0.477811545133591;0.493934887647629;0.545116603374481;0.612918078899384;5
2020-01-16;0.261598646640778;0.346903413534164;0.351790547370911;0.388840013742447;0.480894029140472;0.503013432025909;5
2020-01-21;;;;;;;0
2020-01-26;0.384791970252991;0.448604494333267;0.456199139356613;0.501138687133789;0.552110254764557;0.663987576961517;5
2020-01-31;0.370527595281601;0.383961468935013;0.480783730745316;0.463650983572006;0.513488173484802;0.5694939494133;5
2020-02-05;;;;;;;0
2020-02-10;0.425159692764282;0.430594891309738;0.461072653532028;0.4799320936203;0.489464581012726;0.593368649482727;5
2020-02-15;0.26499143242836;0.309199333190918;0.381075829267502;0.387471079826355;0.48544916510582;0.496639639139175;5
2020-02-20;0.329611659049988;0.457595527172089;0.48424842953682;0.478673094511032;0.504036903381348;0.617872953414917;5
2020-02-25;0.294642865657806;0.404322624206543;0.426153182983398;0.435491907596588;0.47736781835556;0.574973046779633;5
2020-03-01;;;;;;;0
2020-03-06;0.247944608330727;0.293004393577576;0.335059553384781;0.381175860762596;0.499803066253662;0.530067682266235;5
2020-03-11;0.390794217586517;0.43086901307106;0.435959845781326;0.48062287569046;0.536434412002564;0.609056890010834;5
2020-03-16;;;;;;;0
2020-03-21;;;;;;;0
2020-03-26;0.325909435749054;0.380475580692291;0.507472097873688;0.508135879039764;0.629568099975586;0.697254180908203;5
2020-03-31;;;;;;;0
2020-04-05;0.25578448176384;0.364801079034805;0.380408823490143;0.433488488197327;0.536637425422669;0.629810631275177;5
2020-04-10;;;;;;;0
2020-04-15;;;;;;;0
2020-04-20;;;;;;;0
2020-04-25;;;;;;;0
2020-04-30;0.371626287698746;0.404867738485336;0.511381566524506;0.507352089881897;0.571919679641724;0.676965177059174;5
2020-05-05;0.316790729761124;0.343384861946106;0.417540520429611;0.415708965063095;0.437117367982864;0.56371134519577;5
2020-05-10;;;;;;;0
2020-05-15;;;;;;;0
2020-05-20;0.332066148519516;0.409927487373352;0.541269183158875;0.493429523706436;0.582707464694977;0.601177334785461;5
2020-05-25;;;;;;;0
2020-05-30;0.327417612075806;0.381342709064484;0.547967493534088;0.481370651721954;0.570837438106537;0.579288005828857;5
2020-06-04;0.347357630729675;0.387315690517426;0.464556962251663;0.477311044931412;0.590304434299469;0.597020506858826;5
2020-06-09;0.35723951458931;0.422169804573059;0.465711355209351;0.448391264677048;0.47927737236023;0.51755827665329;5
2020-06-14;0.420620769262314;0.463368207216263;0.517684876918793;0.527071845531464;0.611165046691895;0.622520327568054;5
2020-06-19;0.263755321502686;0.298644810914993;0.405825257301331;0.414558786153793;0.495891749858856;0.608676791191101;5
2020-06-24;;;;;;;0
2020-06-29;0.343568742275238;0.440035670995712;0.512255311012268;0.487439316511154;0.521137416362763;0.62019944190979;5
2020-07-04;0.38266384601593;0.420814484357834;0.508689343929291;0.471528869867325;0.515797793865204;0.529678881168366;5
2020-07-09;0.237926140427589;0.269434779882431;0.385072410106659;0.368354985117912;0.427713096141815;0.521628499031067;5
2020-07-14;;;;;;;0
2020-07-19;0.298346787691116;0.453094780445099;0.538405537605286;0.479622775316238;0.544334471225739;0.563932299613953;5
2020-07-24;0.283406764268875;0.391022533178329;0.46196660399437;0.430602502822876;0.493551701307297;0.523064911365509;5
2020-07-29;0.273484855890274;0.376860916614532;0.46121296286583;0.438153648376465;0.504012227058411;0.575197279453278;5
2020-08-03;0.280456840991974;0.310961961746216;0.449565798044205;0.395840567350388;0.455787479877472;0.482430756092072;5
2020-08-08;0.360679507255554;0.418739646673203;0.490317583084106;0.471792989969254;0.49906051158905;0.590167701244354;5
2020-08-13;0.290604740381241;0.368966221809387;0.507085382938385;0.471818798780441;0.545761108398438;0.646676540374756;5
2020-08-18;;;;;;;0
2020-08-23;0.313555151224136;0.318380743265152;0.488528490066528;0.435510003566742;0.518669366836548;0.538416266441345;5
2020-08-28;0.368885159492493;0.38689798116684;0.42219540476799;0.457514822483063;0.479166656732559;0.630428910255432;5
2020-09-02;0.31015881896019;0.364806860685349;0.494883030653;0.440200632810593;0.511239409446716;0.519915044307709;5
2020-09-07;0.174647882580757;0.192335322499275;0.217518255114555;0.212816324830055;0.228134274482727;0.251445889472961;5
2020-09-12;0.298558682203293;0.439490437507629;0.452587991952896;0.479815709590912;0.543983817100525;0.664457619190216;5
2020-09-17;;;;;;;0
2020-09-22;0.429782420396805;0.431334614753723;0.538681268692017;0.502216619253159;0.539722561836243;0.571562230587006;5
2020-09-27;0.428026705980301;0.467427968978882;0.577804565429688;0.528904277086258;0.580385446548462;0.590876698493958;5
2020-10-02;;;;;;;0
2020-10-07;0.361011683940887;0.449649959802628;0.48475193977356;0.472390455007553;0.524667918682098;0.541870772838593;5
2020-10-12;0.372796624898911;0.482937842607498;0.543046355247498;0.526691770553589;0.598676443099976;0.636001586914063;5
2020-10-17;0.37478706240654;0.472258627414703;0.475169897079468;0.474612164497376;0.477991908788681;0.572853326797485;5
2020-10-27;0.376207560300827;0.427899688482285;0.482018262147903;0.49022781252861;0.56110155582428;0.603911995887756;5
2020-11-01;0.193548381328583;0.25356125831604;0.313010334968567;0.31506450176239;0.358381509780884;0.456821024417877;5
2020-11-06;;;;;;;0
2020-11-11;0.188229322433472;0.238860487937927;0.303225815296173;0.318065786361694;0.421457678079605;0.438555628061295;5
2020-11-16;0.316017329692841;0.332770153880119;0.349522978067398;0.338971505562464;0.350448593497276;0.351374208927155;3
2020-11-21;0.196154847741127;0.396393895149231;0.411807060241699;0.398472765088081;0.417493224143982;0.570514798164368;5
2020-11-26;;;;;;;0
2020-12-01;0.223939165472984;0.425385385751724;0.445918768644333;0.432291099429131;0.483603477478027;0.582608699798584;5
2020-12-06;0.362631857395172;0.435300081968308;0.469157040119171;0.463965332508087;0.498564034700394;0.554173648357391;5
2020-12-11;;;;;;;0
2020-12-16;0.39270880818367;0.412673890590668;0.42293393611908;0.434892398118973;0.47108918428421;0.475056171417236;5
2020-12-21;0.347494542598724;0.399787902832031;0.432345598936081;0.435764122009277;0.492012768983841;0.507179796695709;5
