"Fecha";"Prec";"ET0";"Consumo";"NDVI.NA.Mean";"NDVI.NA.Mean.obj"
2019-07-10;0.1;35.4505978038493;27.1812690919702;0.394166573882103;0.456306809186935
2019-07-15;0;38.0372518983246;75.0121850459301;0.456306809186935;0.490475022792816
2019-07-20;0;38.7506045625238;95.2073571398666;0.490475022792816;0.337443110346794
2019-07-25;0;40.5971241764718;78.5299693563346;0.337443110346794;0.491843342781067
2019-07-30;0;38.0903090883706;78.6537386150546;0.491843342781067;0.437230932712555
2019-08-04;0;32.8061262312133;68.4355787455342;0.437230932712555;0.395044055581093
2019-08-09;0;35.6941278670938;73.5221942806867;0.395044055581093;0.384446179866791
2019-08-14;0.4;34.6826697086035;70.491606328116;0.384446179866791;0.478790521621704
2019-08-19;0;34.073114114429;67.0155642686411;0.478790521621704;0.422661644220352
2019-08-24;13.2;29.5839645988927;77.9759745081483;0.422661644220352;0.537414354085922
2019-08-29;23.7;25.7789392842253;28.6080754193411;0.537414354085922;0.486370167136192
2019-09-03;0.1;26.6115233753906;35.888699299702;0.486370167136192;0.500555145740509
2019-09-08;0;24.065494578917;35.416445249642;0.500555145740509;0.0621086351573467
2019-09-13;116.3;20.103150118742;35.2746515085797;0.0621086351573467;0.45041778087616
2019-09-18;80.5;15.1038049151719;15.5785669752325;0.45041778087616;0.466397607326508
2019-10-03;0;21.1844879125266;48.0628934693067;0.500074887275696;0.528285765647888
2019-10-08;0;20.404667176769;15.946962242344;0.528285765647888;0.42006818652153
2019-10-13;0;14.2379745258022;62.68762463317;0.42006818652153;0.538824719190598
2019-10-18;0.1;14.8621714953544;47.8153341594107;0.538824719190598;0.277820548415184
2019-10-23;19.9;10.2459467000921;63.6278731307544;0.277820548415184;0.513736891746521
2019-10-28;0.2;10.6924582604038;52.9877871966242;0.513736891746521;0.0687672570347786
2019-11-02;0.2;11.1228556115846;61.0570855708803;0.0687672570347786;0.0617678508162499
2019-11-07;0;15.1428270555667;50.4025009357807;0.0617678508162499;0.367612168192863
2019-11-12;0.6;13.1878358153663;58.7210987484332;0.367612168192863;0.479955813288689
2019-11-17;0.6;11.2328324477256;69.6839853610682;0.479955813288689;0.264863327145577
2019-11-22;5;6.94542102997364;80.9218770180493;0.264863327145577;0.0258864458650351
2019-11-27;1.7;9.03094348737904;76.3407752921211;0.0258864458650351;0.472530573606491
2019-12-02;0;7.65475819140462;36.9513723899517;0.472530573606491;0.0382191762328148
2019-12-07;30.4;5.20435135282418;38.7442439679742;0.0382191762328148;0.141877096891403
2019-12-12;0.1;7.37716510776418;26.4382006344225;0.141877096891403;0.571644032001495
2019-12-17;0;6.30042888266401;48.5058899002589;0.571644032001495;0.226665642857552
2019-12-22;0;9.76139167711595;17.7650408078836;0.226665642857552;0.5044926404953
2019-12-27;0;6.74141993026676;3.75830428142531;0.5044926404953;0.316251119971275
2020-01-01;0.2;4.08388505941371;3.58270446424974;0.316251119971275;0.479242932796478
2020-01-06;0.1;3.86206214844596;2.665553273357;0.479242932796478;0.456327277421951
2020-01-11;0.2;4.90547302015601;2.31289533608602;0.456327277421951;0.477472385764122
2020-01-16;0.2;5.57083883789461;3.20230497987657;0.477472385764122;0.41638206243515
2020-01-21;24.7;6.13875621478742;2.45550325939718;0.41638206243515;0.0275157298892736
2020-01-26;28.6;4.61371851385265;2.12484792467725;0.0275157298892736;0.435123285651207
2020-01-31;0;7.61184752119555;2.22898178650869;0.435123285651207;0.477859672904015
2020-02-05;0;10.8773714367153;2.95133699509947;0.477859672904015;0.0378756463527679
2020-02-10;0;7.67847257019712;20.4147852564029;0.0378756463527679;0.388111940026283
2020-02-15;0;11.0541471281617;34.0753878002563;0.388111940026283;0.372969231009483
2020-02-20;3.8;9.05153832026088;56.8481186446703;0.372969231009483;0.453786885738373
2020-02-25;0;10.59980908105;62.8120690843714;0.453786885738373;0.430988040566444
2020-03-01;0;16.6449347812227;62.3263003671532;0.430988040566444;0.16054804623127
2020-03-06;0.1;19.6351990389604;81.8310569644073;0.16054804623127;0.410068097710609
2020-03-11;0;19.9499369580295;102.311711644778;0.410068097710609;0.424986642599106
2020-03-16;0;17.5216127815748;88.4911364907787;0.424986642599106;0.0239050477743149
2020-03-21;0.8;12.1857028217567;99.6545869357014;0.0239050477743149;0.0180595656856895
2020-03-26;96.9;7.62850066800072;85.1272683259615;0.0180595656856895;0.368891018629074
2020-03-31;6.6;15.6713589122814;85.9471036866995;0.368891018629074;0.00404892686055973
2020-04-05;5.1;14.5676520505279;73.4965695979849;0.00404892686055973;0.206343457102776
2020-04-10;0;17.8531158368366;60.611752528219;0.206343457102776;0.289301064610481
2020-04-15;5.9;16.1014504252957;60.2878927922775;0.289301064610481;0.0769213154911995
2020-04-20;8.5;13.1656864504428;60.1019598969984;0.0769213154911995;0.139544320106506
2020-04-25;9.1;20.6327914068843;59.6862100765879;0.139544320106506;-0.0117443036288023
2020-04-30;10.4;20.075258838873;42.3646653415196;-0.0117443036288023;0.379840540885925
2020-05-05;0;30.2734429639201;5.0109129496552;0.379840540885925;0.343871659040451
2020-05-10;0;28.374700520958;0.251960712934746;0.343871659040451;0.0881000090390444
2020-05-15;26.5;25.0141669316393;117.751260143851;0.0881000090390444;-0.00158466473221779
2020-05-20;1.2;23.6793840019056;181.506327830084;-0.00158466473221779;0.402864468097687
2020-05-25;0;33.3013162789654;0.334075109028856;0.402864468097687;0.2594946205616
2020-05-30;0;31.6802409691483;16.9237506012697;0.2594946205616;0.401862201094627
2020-06-04;0.2;30.3708736565837;16.6967246785697;0.401862201094627;0.0363631508313119
2020-06-09;12.8;28.8860331670661;14.81472558254;0.0363631508313119;0.417592167854309
2020-06-14;1.3;33.8600068916859;81.0233848066583;0.417592167854309;0.423548239469528
2020-06-19;0;35.1455727292156;147.673747330582;0.423548239469528;0.276045528054237
