"Fecha";"Prec.5";"ET0.5";"Consumo.5";"Prec.4";"ET0.4";"Consumo.4";"Prec.3";"ET0.3";"Consumo.3";"Prec.2";"ET0.2";"Consumo.2";"Prec.1";"ET0.1";"Consumo.1";"NDVI.scl_7_8_9.Mean.5";"NDVI.scl_7_8_9.Mean"
2019-07-10;0;7.49462855678335;3.10599341392479;0;6.99034970241226;0;0;7.61625453507866;0;0.1;4.98614662155193;3.11379741747736;0;8.36321838802308;0.510339435296497;0.320865079760551;0.366493239998817
2019-07-15;0;7.49759180097094;2.61906598928601;0;7.50499501817221;0;0;7.54164059183297;3.12160142102993;0;7.40508617431471;0;0;8.0879383130338;0;0.366493239998817;0.401453033089638
2019-07-20;0;8.36917714723379;3.11379741747736;0;7.49981771572557;0;0;7.18733329088103;3.12940542458251;0;7.51960636817467;0;0;8.17467004050872;3.11379741747736;0.401453033089638;0.276010058820248
2019-07-25;0;7.59163685166645;0;0;8.42632282793193;0;0;8.03246620970089;3.09818941037221;0;8.25276763747124;0;0;8.29393064970125;3.10599341392479;0.276010058820248;0.403034076094627
2019-07-30;0;8.00110857384944;0;0;7.29367361659714;3.11379741747736;0;8.57911283900458;0;0;7.2763671890169;0;0;6.94004686990254;3.09818941037221;0.403034076094627;0.29619250446558
2019-08-04;0;7.67763218354875;0;0;5.3851453028582;3.12160142102993;0;6.36301138556324;0;0;6.77615914357413;3.11379741747736;0;6.60417821566898;0;0.29619250446558;0.288806438446045
2019-08-09;0;6.86306119835281;0.00780400355257484;0;6.84396879420781;3.09818941037221;0;7.39656888939644;0.00780400355257484;0;6.66237610639771;3.11379741747736;0;7.92815287873902;0;0.288806438446045;0.335943326354027
2019-08-14;0;7.1341812548106;3.10599341392479;0;7.84809605459621;0;0.4;6.56250623508956;0;0;7.24677847894859;3.09818941037221;0;5.89110768515849;0;0.335943326354027;0.361462205648422
2019-08-19;0;6.56171680876896;3.12160142102993;0;6.89483926145761;0;0;6.63043315779833;3.11379741747736;0;6.59153091656622;0;0;7.39459396983788;0;0.361462205648422;0.359268620610237
2019-08-24;0;7.21552456814293;3.11379741747736;0;5.60528397665274;0.187296085261796;13.2;4.54025759592469;3.09818941037221;0;6.0218490943084;0;0;6.2010493638639;3.09818941037221;0.359268620610237;0.477544665336609
2019-08-29;0;5.87672190889553;0.00780400355257484;0;5.47007361825133;0;0.1;4.49220248636899;3.10599341392479;23.6;4.49191651455113;0.00780400355257484;0;5.44802475615828;0;0.477544665336609;0.372589513659477
2019-09-03;0;4.94346002490408;0;0;5.51697207274442;0;0;5.57266944296883;0.00780400355257484;0;6.10148501333475;0;0.1;4.47693682143849;0;0.372589513659477;0.382374912500381
