"Fecha";"Prec.5";"ET0.5";"Consumo.5";"Prec.4";"ET0.4";"Consumo.4";"Prec.3";"ET0.3";"Consumo.3";"Prec.2";"ET0.2";"Consumo.2";"Prec.1";"ET0.1";"Consumo.1";"NDVI.scl_7_8_9.Mean.5";"NDVI.scl_7_8_9.Mean"
2019-07-10;0;7.49462855678335;0;0;6.99034970241226;0;0;7.61625453507866;0;0.1;4.98614662155193;0;0;8.36321838802308;0;0.371866941452026;0.359106425195932
2019-07-15;0;7.49759180097094;0;0;7.50499501817221;0;0;7.54164059183297;0;0;7.40508617431471;0;0;8.0879383130338;0;0.359106425195932;0.364022165536881
2019-07-20;0;8.36917714723379;0;0;7.49981771572557;1.47740866541189;0;7.18733329088103;18.9762969299911;0;7.51960636817467;0;0;8.17467004050872;19.6840376080327;0.364022165536881;0.26441016048193
2019-07-25;0;7.59163685166645;0;0;8.42632282793193;0;0;8.03246620970089;16.6761397263558;0;8.25276763747124;0;0;8.29393064970125;19.1178450655994;0.26441016048193;0.416186861693859
2019-07-30;0;8.00110857384944;0;0;7.29367361659714;18.277403010425;0;8.57911283900458;0;0;7.2763671890169;0;0;6.94004686990254;18.8435955528583;0.416186861693859;0.35402899235487
2019-08-04;0;7.67763218354875;0;0;5.3851453028582;0;0;6.36301138556324;1.7870452120551;0;6.77615914357413;17.8969923959776;0;6.60417821566898;0;0.35402899235487;0.35306091606617
2019-08-09;0;6.86306119835281;0;0;6.84396879420781;18.4631849384109;0;7.39656888939644;0;0;6.66237610639771;18.3039432858515;0;7.92815287873902;0;0.35306091606617;0.346368610858917
2019-08-14;0;7.1341812548106;18.9851436884666;0;7.84809605459621;0;0.4;6.56250623508956;0;0;7.24677847894859;19.0736112732218;0;5.89110768515849;0;0.346368610858917;0.36413412541151
2019-08-19;0;6.56171680876896;16.8265346204396;0;6.89483926145761;0;0;6.63043315779833;12.6950984123716;0;6.59153091656622;0;0;7.39459396983788;0;0.36413412541151;0.33807398378849
2019-08-24;0;7.21552456814293;10.9611337511697;0;5.60528397665274;0;13.2;4.54025759592469;0;0;6.0218490943084;0;0;6.2010493638639;0;0.33807398378849;0.422430634498596
2019-08-29;0;5.87672190889553;0;0;5.47007361825133;0;0.1;4.49220248636899;0;23.6;4.49191651455113;0;0;5.44802475615828;0;0.422430634498596;0.362687230110168
2019-09-03;0;4.94346002490408;0;0;5.51697207274442;0;0;5.57266944296883;0;0;6.10148501333475;0;0.1;4.47693682143849;0;0.362687230110168;0.441422328352928
2019-09-08;0;5.30046919791138;0;0;5.52475426193085;0;0;3.79115622864143;0;0;4.79927126035687;0;0;4.64984363007645;0;0.441422328352928;NA
2019-09-13;0;4.43194249048758;0;0.2;4.4491074780176;0;0;6.78419041217737;0;6.2;3.13308389544631;0;109.9;1.30482584261316;0;NA;0.38260892033577
2019-09-18;71.4;2.78017031668356;0;9.1;1.59258647231628;0;0;3.74864302560382;0;0;4.1007506496892;0;0;2.88165445087903;0;0.38260892033577;0.449681125581265
2019-10-03;0;4.18043044250256;0;0;3.91384574727929;0;0;4.07311789598033;0;0;4.7125534728639;0;0;4.30454035390055;0;0.437390461564064;0.473741255700588
2019-10-08;0;3.95707924568792;0;0;4.46471615868094;0;0;3.92341973587452;0;0;3.62279896812036;0;0;4.43665306840524;0;0.473741255700588;NA
2019-10-13;0;3.19977491334351;0;0;3.0806506257871;0;0;2.52399406910284;0;0;3.07331157154917;0;0;2.36024334601953;0;NA;0.479734942317009
2019-10-18;0;3.25646476230585;0;0.1;2.74905073748743;0;0;3.21986143226527;0;0;2.95595087652834;0;0;2.68084368676753;0;0.479734942317009;0.299010090529919
2019-10-23;0;2.89686644687075;0;0;3.37142827951483;0;0.4;1.36633580663169;0;0;1.66180368527081;0;19.5;0.949512481804016;0;0.299010090529919;0.496409714221954
2019-10-28;0.2;1.83569886450986;0;0;2.47220508566353;0;0;2.43266614520845;0;0;2.13459832279696;0;0;1.81728984222503;0;0.496409714221954;NA
2019-11-02;0.1;1.42359587913837;0;0.1;2.38198387974835;0;0;2.33707626230566;0;0;2.68558248088113;0;0;2.29461710951104;0;NA;NA
2019-11-07;0;2.52358430485714;0;0;3.88124541047785;0;0;2.79050799729549;0;0;3.28611077344519;0;0;2.66137856949106;0;NA;0.559815108776093
2019-11-12;0.1;1.90257248902989;0;0;2.93135444797453;0.0707740678041625;0.5;2.38596863831568;0;0;3.58360714138495;0;0;2.38433309866121;0;0.559815108776093;0.422345191240311
2019-11-17;0;2.66215649480777;2.36208451296392;0;2.23811940994023;0;0.6;2.06883281720364;3.49446959783052;0;1.92746829717741;0;0;2.33625542859655;0;0.422345191240311;NA
2019-11-22;0;1.3852929289537;0;3.9;1.9248867330758;0;0;1.59568051888977;0;0.5;1.22977688325803;1.07045777553796;0.6;0.809783965796336;0.104595716943684;NA;NA
2019-11-27;1.6;1.4279165447541;0.700459304328665;0.1;3.25571438138583;0;0;2.01512054795311;4.72601210060915;0;1.06118800083172;19.74412184268;0;1.27100401245428;0;NA;0.438229441642761
2019-12-02;0;1.68490576655204;10.7399647892817;0;1.35624292170166;0;0;1.73141096244951;10.7665050647082;0;1.51971859147303;0;0;1.36247994922838;0;0.438229441642761;NA
2019-12-07;13.3;0.885730483021857;10.6957309969041;11.8;1.34001333817094;0.239832781164094;5.3;1.15728383987618;10.4382046987889;0;0.970599876551023;0;0;0.850723815204181;11.7308017385399;NA;NA
