Fecha;NDVI.nomask.Min;NDVI.nomask.Q1;NDVI.nomask.Median;NDVI.nomask.Mean;NDVI.nomask.Q3;NDVI.nomask.Max;NDVI.nomask.n
2018-12-17;0.121042832732201;0.175530314445496;0.332600131630898;0.370113410055637;0.500057563185692;0.810259580612183;12
2019-11-27;0.306341469287872;0.347953505814075;0.408652186393738;0.440349519252777;0.547755062580109;0.635201573371887;12
2019-12-02;0.0181660894304514;0.0193362641148269;0.0210452657192945;0.0266856892655293;0.0388685092329979;0.0430579967796803;12
2020-01-01;0.162334114313126;0.245628666132689;0.393860399723053;0.41816254829367;0.598550215363503;0.714901626110077;12
2020-01-06;0.157769158482552;0.229696590453386;0.301968425512314;0.351362161338329;0.453753717243671;0.632613897323608;12
2020-01-11;0.184697404503822;0.241733681410551;0.305838152766228;0.382170832405488;0.520987339317799;0.720199882984161;12
2020-01-16;0.146322965621948;0.225856635719538;0.284744627773762;0.339400740961234;0.438275158405304;0.64142119884491;12
2020-01-21;-0.000356252217898145;0.0055190667626448;0.00765536399558187;0.0073061064540525;0.00883854227140546;0.017118401825428;12
2020-01-26;0.140866875648499;0.159034557640553;0.260465189814568;0.322655512640874;0.412490904331207;0.696051061153412;12
2020-01-31;0.127401024103165;0.174441579729319;0.23104153573513;0.325810386488835;0.523189753293991;0.626614987850189;12
2020-02-05;-0.0180878546088934;-0.0120550275314599;-0.00663275388069451;-0.00881340409008165;-0.00568783353082836;0.00119664939120412;12
2020-02-10;0.113122172653675;0.165207676589489;0.235685653984547;0.330919854963819;0.512003853917122;0.665471136569977;12
2020-02-15;0.148986890912056;0.222779773175716;0.290187433362007;0.331676791111628;0.393077492713928;0.619773626327515;12
2020-02-20;0.112395629286766;0.217061977833509;0.275949731469154;0.329126683374246;0.456420332193375;0.633295834064484;12
2020-02-25;0.164285719394684;0.202137984335423;0.265783399343491;0.335685120274623;0.447771422564983;0.619335353374481;12
2020-03-01;0.117633245885372;0.122257085517049;0.127176403999329;0.133005867401759;0.142165314406157;0.159559175372124;12
2020-03-06;0.134952008724213;0.172144297510386;0.247269034385681;0.283666292826335;0.35760123282671;0.540669858455658;12
2020-03-11;0.0854885056614876;0.154459159821272;0.274301797151566;0.319536405925949;0.484550632536411;0.595940947532654;12
2020-03-16;-0.0511841103434563;-0.0294088516384363;-0.0257196500897408;-0.0258770679744581;-0.0215340303257108;-0.00986730214208364;12
2020-03-21;0.0105162523686886;0.0159190045669675;0.0171591993421316;0.0177817440126091;0.020142309833318;0.0252020917832851;12
2020-03-26;0.200721696019173;0.226860232651234;0.289522767066956;0.321985896676779;0.364393822848797;0.647114038467407;12
2020-03-31;-0.0234676003456116;-0.000617270037764683;0.0175120737403631;0.0362880686395026;0.0429524448700249;0.161924123764038;12
2020-04-05;0.0127892810851336;0.0338453073054552;0.0529205445200205;0.0655810590057323;0.0773187298327684;0.153745070099831;12
2020-04-10;0.175384610891342;0.198247831314802;0.251429483294487;0.237294401973486;0.261081025004387;0.311653107404709;12
2020-04-15;0.140614330768585;0.165175322443247;0.200893446803093;0.193075091888507;0.214416265487671;0.259192824363709;12
2020-04-20;0.139722868800163;0.159413002431393;0.164828434586525;0.16302144403259;0.171118546277285;0.177744358778;12
2020-04-25;-0.0136759225279093;-0.0108997691422701;-0.0091199348680675;-0.00963785999920219;-0.00856781401671469;-0.00495867757126689;12
2020-04-30;0.0936359986662865;0.169339206069708;0.432590693235397;0.354917696366708;0.513237655162811;0.578789830207825;12
2020-07-04;0.247104242444038;0.319589175283909;0.429683730006218;0.435730304569006;0.523594781756401;0.646048724651337;12
2020-07-09;0.153311386704445;0.263508204370737;0.426605403423309;0.376688768466314;0.483448103070259;0.543578922748566;12
2020-07-14;-0.0230556409806013;-0.0208072853274643;-0.0203831195831299;-0.0202311103542646;-0.019524191506207;-0.0169805493205786;12
2020-07-19;0.167057901620865;0.231043986976147;0.507712870836258;0.450638392319282;0.637840032577515;0.691005825996399;12
2020-07-24;0.217929482460022;0.25699370354414;0.434254363179207;0.392145461092393;0.518936216831207;0.578968465328217;12
2020-07-29;0.13071896135807;0.239255461841822;0.495065689086914;0.418353781104088;0.592099249362946;0.620203018188477;12
2020-08-03;0.166415885090828;0.206832282245159;0.239726468920708;0.244760128359;0.290266789495945;0.325566351413727;12
2020-08-08;0.156401947140694;0.343382321298122;0.49377965927124;0.451354003200928;0.595188796520233;0.637209296226502;12
2020-08-13;0.203172206878662;0.328494518995285;0.429988399147987;0.410309145847956;0.479060478508472;0.622567236423492;12
2020-08-18;0.122720554471016;0.13108542189002;0.144308753311634;0.141090019295613;0.152324389666319;0.155824512243271;12
2020-08-23;0.17977049946785;0.210048522800207;0.261359184980392;0.28513785948356;0.374416679143906;0.442757487297058;12
2020-08-28;0.127935215830803;0.234272450208664;0.500546783208847;0.418117454896371;0.553203254938126;0.644921958446503;12
2020-09-02;0.262719988822937;0.300610333681107;0.420712813735008;0.422771242757638;0.512838736176491;0.623651623725891;12
2020-09-07;0.124047875404358;0.259181641042233;0.476251170039177;0.417608961462975;0.54893371462822;0.634131133556366;12
2020-09-12;0.266116946935654;0.290312618017197;0.404216125607491;0.413895527521769;0.454533092677593;0.676235318183899;12
2020-09-17;-0.0450188778340817;-0.0339535027742386;-0.0241176607087255;-0.0193064933409914;-0.00804363319184631;0.0202915109694004;12
2020-09-22;0.290636390447617;0.333975866436958;0.404751241207123;0.425634143253167;0.502852447330952;0.638676822185516;12
2020-09-27;0.214427098631859;0.381273724138737;0.533247172832489;0.497163590043783;0.620698183774948;0.71446305513382;12
