Fecha;NDVI.nomask.Min;NDVI.nomask.Q1;NDVI.nomask.Median;NDVI.nomask.Mean;NDVI.nomask.Q3;NDVI.nomask.Max;NDVI.nomask.n
2018-12-17;0.466218292713165;0.623864695429802;0.708975791931152;0.654250636696816;0.718407422304153;0.736085057258606;8
2019-07-05;0.371966332197189;0.453694224357605;0.485057055950165;0.472700074315071;0.497649930417538;0.537980318069458;8
2019-07-10;0.489913552999497;0.56460228562355;0.613404810428619;0.59500415250659;0.636860892176628;0.655133306980133;8
2019-07-15;0.291151285171509;0.548322521150112;0.595630407333374;0.557197865098715;0.630385369062424;0.650369644165039;8
2019-07-20;0.30342498421669;0.382180951535702;0.39879697561264;0.390482071787119;0.413528151810169;0.44092732667923;8
2019-07-25;0.0506838299334049;0.0762969255447388;0.104673985391855;0.107424439396709;0.144978404045105;0.154589369893074;8
2019-07-30;0.385413825511932;0.50839526206255;0.527717024087906;0.520455200225115;0.556787431240082;0.583309173583984;8
2019-08-04;0.299204766750336;0.471855111420155;0.505797028541565;0.476666983217001;0.523896023631096;0.544408679008484;8
2019-08-09;0.461222261190414;0.514457769691944;0.532769948244095;0.532821655273438;0.557383134961128;0.593277335166931;8
2019-08-14;0.316565036773682;0.554499685764313;0.614624947309494;0.563344947993755;0.638997793197632;0.649906873703003;8
2019-08-19;0.421271145343781;0.52597077190876;0.563073068857193;0.556884177029133;0.600174739956856;0.657715976238251;8
2019-08-24;0.349480956792831;0.589946545660496;0.665340065956116;0.604818359017372;0.675371304154396;0.694088995456696;8
2019-08-29;0.405441731214523;0.531938090920448;0.555930197238922;0.545441035181284;0.581047892570496;0.625300765037537;8
2019-09-03;0.333333343267441;0.49739995598793;0.556252717971802;0.528032783418894;0.592884734272957;0.629048109054565;8
2019-09-08;0.109004735946655;0.113327404484153;0.115851853042841;0.114993932656944;0.116696884855628;0.118990793824196;8
2019-09-13;0.0720720738172531;0.0940773505717516;0.142769735306501;0.257044311612844;0.488410986959934;0.5298290848732;8
2019-09-18;0.479231238365173;0.579810827970505;0.61447536945343;0.609940312802792;0.657021477818489;0.70185124874115;8
2019-09-28;0.446074187755585;0.587722480297089;0.63214373588562;0.60821495205164;0.665664479136467;0.688133895397186;8
2019-10-03;0.464454978704453;0.647717282176018;0.719351887702942;0.679924380034208;0.759572610259056;0.768481373786926;8
2019-10-08;0.46350234746933;0.613622590899468;0.645046174526215;0.626706205308437;0.679338082671166;0.717827200889587;8
2019-10-13;0.431649148464203;0.586978100240231;0.631531238555908;0.596974078565836;0.651806816458702;0.674221813678742;8
2019-10-18;0.186104223132133;0.198539696633816;0.21644814312458;0.210888834670186;0.223389904946089;0.229193344712257;8
2019-10-23;0.496714860200882;0.690804868936539;0.736315727233887;0.69529690220952;0.748604565858841;0.762139320373535;8
2019-10-28;0.0811033323407173;0.0865474361926317;0.0927757769823074;0.0911398120224476;0.0943998917937279;0.0999588668346405;8
2019-11-02;0.0386114045977592;0.0468812789767981;0.0554171986877918;0.0587467979639769;0.063800185918808;0.0912504717707634;8
2019-11-07;0.449781656265259;0.631077624857426;0.700081318616867;0.657061595469713;0.723067432641983;0.793939411640167;8
2019-11-12;0.694696009159088;0.701156005263329;0.748052537441254;0.740250580012798;0.772470861673355;0.782247483730316;8
2019-11-17;0.253403604030609;0.281425103545189;0.297000542283058;0.294509835541248;0.303040593862534;0.338028162717819;8
2019-11-22;0.0396415032446384;0.0452111503109336;0.0471372567117214;0.0470337360166013;0.0487158140167594;0.0541768595576286;8
2019-11-27;0.586592197418213;0.706720694899559;0.726213157176971;0.723026610910893;0.763447672128677;0.791001439094544;8
2019-12-02;0.03578732162714;0.0414904318749905;0.0426788628101349;0.0437505282461643;0.0452598854899406;0.0537748336791992;8
2019-12-07;0.157593116164207;0.176565621048212;0.184367395937443;0.197910083457828;0.225424580276012;0.255813956260681;8
2019-12-12;0.672271013259888;0.687645629048348;0.713402628898621;0.73005872219801;0.776662304997444;0.817589581012726;8
2019-12-17;0.133179366588593;0.143797107040882;0.150358349084854;0.151007162407041;0.158573471009731;0.169682666659355;8
2019-12-22;0.620713770389557;0.685275048017502;0.739041715860367;0.720953792333603;0.762035518884659;0.791678786277771;8
2019-12-27;0.303521513938904;0.312734328210354;0.318454414606094;0.321760300546885;0.324358776211739;0.358395993709564;8
2020-01-01;0.371976047754288;0.515179164707661;0.551927745342255;0.524286285042763;0.569800481200218;0.591209650039673;8
2020-01-06;0.632920622825623;0.668631866574287;0.694731056690216;0.695605121552944;0.719595536589623;0.759946048259735;8
2020-01-11;0.638297855854034;0.675247043371201;0.69175323843956;0.703051827847958;0.746289923787117;0.765193343162537;8
2020-01-16;0.648351669311523;0.673696950078011;0.697433441877365;0.692145064473152;0.706559494137764;0.729425013065338;8
2020-01-21;-0.0245944540947676;-0.0160703370347619;-0.00367679088958539;-0.00660599431284936;0.00248981564072892;0.00628930795937777;8
2020-01-26;0.662408769130707;0.710174188017845;0.728176325559616;0.724576242268086;0.744083091616631;0.778023183345795;8
2020-01-31;0.506939351558685;0.658521741628647;0.718298584222794;0.687896057963371;0.741008222103119;0.794795513153076;8
2020-02-05;0.0985105857253075;0.108373738825321;0.144079949706793;0.153461467474699;0.190495699644089;0.231388330459595;8
2020-02-10;0.470167070627213;0.659570619463921;0.6937555372715;0.661091517657042;0.706326425075531;0.736211001873016;8
2020-02-15;0.586633682250977;0.603510692715645;0.617787927389145;0.622893184423447;0.64443339407444;0.667078673839569;8
2020-02-20;0.606288909912109;0.63758248090744;0.656415849924088;0.661383584141731;0.687873974442482;0.732016921043396;8
2020-02-25;0.587927341461182;0.632047548890114;0.680963844060898;0.661728829145432;0.695895448327065;0.710457742214203;8
2020-03-01;-0.0176991149783134;0.00442874571308494;0.0316243562847376;0.0343492415267974;0.0664685377851129;0.0889271348714829;8
2020-03-06;0.629380404949188;0.64221778512001;0.652844220399857;0.660560742020607;0.674758240580559;0.707046687602997;8
2020-03-11;0.431170403957367;0.562074825167656;0.604544967412949;0.586667157709599;0.625072240829468;0.728626132011414;8
2020-03-16;-0.0385523214936256;-0.00328347663162276;0.00677944731432945;0.00301838386803865;0.0145726019982249;0.0232952143996954;8
2020-03-21;0.00328107899986208;0.00609835889190435;0.00791205605491996;0.00818608197732829;0.0108121689409018;0.0132759241387248;8
2020-03-26;0.602907419204712;0.625351682305336;0.645297914743424;0.657533764839172;0.689055010676384;0.723046481609345;8
2020-03-31;-0.0458323433995247;-0.0378988469019532;-0.0167508915328654;-0.0117627523904957;0.0184758096002042;0.0276643987745047;8
2020-04-05;0.117688022553921;0.166961267590523;0.211044453084469;0.19912398699671;0.239993095397949;0.25684380531311;8
2020-04-10;0.273943960666657;0.315324999392033;0.337793871760368;0.331585865467787;0.356854289770126;0.363718420267105;8
2020-04-15;-0.00977517105638981;-0.00455767120001838;0.000717044837074354;0.00056638630485395;0.00586050248239189;0.0110294120386243;8
2020-04-20;0.236193716526032;0.255529060959816;0.269319459795952;0.270040638744831;0.27586729824543;0.314641743898392;8
2020-04-25;-0.0128755364567041;-0.0100497046951205;-0.00898587889969349;-0.00957470305729657;-0.00886706868186593;-0.00689061172306538;8
2020-04-30;0.2710280418396;0.337138220667839;0.397938832640648;0.411478120833635;0.473516300320625;0.598490595817566;8
2020-05-05;0.478437036275864;0.485509879887104;0.512550681829453;0.518640339374542;0.537879884243012;0.602294445037842;8
2020-05-10;0.143308743834496;0.181670803576708;0.227383017539978;0.254666462540627;0.328489370644093;0.425589829683304;8
