Expl2;Contador;Fecha;Lectura
EMUASA-MURCIA;D11TA801126;2017-09-29T00:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T01:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T02:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T03:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T04:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T05:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T06:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T07:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T08:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T09:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T10:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T11:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T12:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T13:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T14:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T15:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T16:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T17:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T18:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T19:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T20:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T21:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-29T22:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T03:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T04:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T05:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T06:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T07:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T08:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T09:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T10:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T11:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T12:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T13:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T14:05:18Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T15:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T16:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T17:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T18:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T19:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T20:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T21:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-09-30T22:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T03:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T04:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T05:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T06:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T07:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T08:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T09:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T10:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T15:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T16:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T17:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T18:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T19:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T20:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T21:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T22:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-01T23:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T00:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T01:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T02:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T03:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T04:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T05:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T06:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T07:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T08:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T09:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T10:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T11:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T12:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T13:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T14:05:17Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T15:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T16:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T17:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T18:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T19:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T20:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T21:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-02T22:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T03:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T04:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T05:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T06:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T07:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T08:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T09:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T10:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T11:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T12:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T13:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T14:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T19:05:15Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T20:05:15Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T21:05:15Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T22:05:15Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-03T23:05:14Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T00:05:14Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T01:05:14Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T02:05:14Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T03:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T04:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T05:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T06:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T07:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T08:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T09:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T10:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T11:05:16Z;12896
EMUASA-MURCIA;D11TA801126;2017-10-04T12:05:16Z;12896
