"Fecha";"ConsumoTotal";"Consumo"
2017-09-30;9842;15.7426984949174
2017-10-01;0;0
2017-10-02;10139;16.2177626539289
2017-10-03;10133;16.2081653981913
2017-10-04;10123;16.1921699719619
2017-10-05;10070;16.1073942129464
2017-10-06;10079;16.1217900965528
2017-10-07;10174;16.2737466457316
2017-10-08;0;0
2017-10-09;10302;16.4784881014671
2017-10-10;10446;16.7088222391696
2017-10-11;10639;17.0175339653959
2017-10-12;12611;20.171832017822
2017-10-13;20811;33.2880815258816
2017-10-14;14020;22.4255875735361
2017-10-15;0;0
2017-10-16;11722;18.7498386260335
2017-10-17;10427;16.6784309293339
2017-10-18;12819;20.5045368833923
2017-10-19;12723;20.3509807915906
2017-10-20;12868;20.582914471916
2017-10-21;12920;20.6660906883086
2017-10-22;0;0
2017-10-23;12944;20.704479711259
2017-10-24;12964;20.7364705637177
2017-10-25;12956;20.7236742227342
2017-10-26;12796;20.4677474030648
2017-10-27;12791;20.4597496899501
2017-10-28;12842;20.5413263637197
2017-10-29;0;0
2017-10-30;12703;20.3189899391319
2017-10-31;12689;20.2965963424108
2017-11-01;12738;20.3749739309346
2017-11-02;12726;20.3557794194594
2017-11-03;12780;20.4421547210978
2017-11-04;12774;20.4325574653602
2017-11-05;0;0
2017-11-06;12695;20.3061935981484
2017-11-07;12751;20.3957679850327
2017-11-08;12801;20.4757451161795
2017-11-09;12791;20.4597496899501
2017-11-10;12707;20.3253881096236
2017-11-11;12787;20.4533515194584
2017-11-12;0;0
2017-11-13;12711;20.3317862801154
2017-11-14;12672;20.2694041178209
2017-11-15;12668;20.2630059473292
2017-11-16;12681;20.2838000014274
2017-11-17;12669;20.2646054899521
2017-11-18;12692;20.3013949702796
2017-11-19;0;0
2017-11-20;13020;20.826044950602
2017-11-21;10931;17.4846004112927
2017-11-22;10898;17.4318155047358
2017-11-23;11020;17.6269597047338
2017-11-24;11145;17.8269025326006
2017-11-25;11186;17.8924837801409
2017-11-26;0;0
2017-11-27;11129;17.8013098506336
2017-11-28;11202;17.9180764621078
2017-11-29;11229;17.961264112927
2017-11-30;11265;18.0188476473527
2017-12-01;11282;18.0460398719425
2017-12-02;11320;18.106822491614
2017-12-03;0;0
2017-12-04;11249;17.9932549653857
2017-12-05;11215;17.938870516206
2017-12-06;11153;17.839698873584
2017-12-07;11199;17.913277834239
2017-12-08;11170;17.8668910981739
2017-12-09;11235;17.9708613686646
2017-12-10;7876.44985542446;12.5987172611546
2017-12-11;9617.64418876916;15.3838318121508
2017-12-12;9617.64418876916;15.3838318121508
2017-12-13;9617.64418876544;15.3838318121448
2017-12-14;9617.64418876916;15.3838318121508
2017-12-15;9617.64418876916;15.3838318121508
2017-12-16;9617.64418876544;15.3838318121448
2017-12-17;9617.64418876916;15.3838318121508
2017-12-18;2142.04082319886;3.42628559677143
2017-12-19;11090;17.7389276883392
2017-12-20;11145;17.8269025326006
2017-12-21;11102;17.7581221998144
2017-12-22;10981;17.5645775424394
2017-12-23;11086;17.7325295178475
2017-12-24;0;0
2017-12-25;11105;17.7629208276832
2017-12-26;10167;16.262549847371
2017-12-27;11076;17.7165340916181
2017-12-28;10986;17.5725752555541
2017-12-29;10979;17.5613784571935
2017-12-30;11040;17.6589505571925
2017-12-31;0;0
2018-01-01;10953;17.5197903489972
2018-01-02;11048;17.671746898176
2018-01-03;11002;17.598167937521
2018-01-04;10996;17.5885706817834
2018-01-05;11033;17.647753758832
2018-01-06;11018;17.6237606194879
2018-01-07;0;0
2018-01-08;10982;17.5661770850623
2018-01-09;11025;17.6349574178485
2018-01-10;11075;17.7149345489952
2018-01-11;11040;17.6589505571925
2018-01-12;11061;17.6925409522741
2018-01-13;11094;17.7453258588309
2018-01-14;0;0
