"Fecha";"Prec";"ET0";"Consumo";"NDVI.scl_7_8_9.Mean";"NDVI.scl_7_8_9.Mean.obj"
2019-07-10;0.1;35.4505978038493;8.59781616664233;0.470673600832621;0.481989562511444
2019-07-15;0;38.0372518983246;55.4728496201107;0.481989562511444;0.56483793258667
2019-07-20;0;38.7506045625238;97.1071028330475;0.56483793258667;0.354139447212219
2019-07-25;0;40.5971241764718;32.8054130110059;0.354139447212219;0.549691001574198
2019-07-30;0;38.0903090883706;22.3066540739937;0.549691001574198;0.455545643965403
2019-08-04;0;32.8061262312133;31.5042057840998;0.455545643965403;0.495176037152608
2019-08-09;0;35.6941278670938;112.022185680206;0.495176037152608;0.487150251865387
2019-08-14;0.4;34.6826697086035;29.0485628964075;0.487150251865387;0.579965780178706
2019-08-19;0;34.073114114429;133.275199024367;0.579965780178706;0.521022289991379
2019-08-24;13.2;29.5839645988927;18.5075921603561;0.521022289991379;0.65300323565801
2019-08-29;23.7;25.7789392842253;0;0.65300323565801;0.507008284330368
2019-09-03;0.1;26.6115233753906;0;0.507008284330368;0.640682617823283
2019-09-08;0;24.065494578917;0;0.640682617823283;NA
2019-09-13;116.3;20.103150118742;23.7184676229807;NA;NA
2019-09-18;80.5;15.1038049151719;1.92520029407311;NA;0.564412941535314
2019-10-03;0;21.1844879125266;1.8995309568188;0.580115209023158;0.637344400087992
2019-10-08;0;20.404667176769;2.15622432936188;0.637344400087992;NA
2019-10-13;0;14.2379745258022;203.455167077646;NA;0.590852757294973
2019-10-18;0.1;14.8621714953544;6.39166497632272;0.590852757294973;NA
2019-10-23;19.9;10.2459467000921;3.4910298665859;NA;0.606411278247833
2019-10-28;0.2;10.6924582604038;0;0.606411278247833;NA
2019-11-02;0.2;11.1228556115846;0;NA;NA
2019-11-07;0;15.1428270555667;12.3982898938308;NA;0.312919879953067
2019-11-12;0.6;13.1878358153663;12.5266365801024;0.312919879953067;0.503357152144114
2019-11-17;0.6;11.2328324477256;14.0411274781065;0.503357152144114;0.410925070444743
2019-11-22;5;6.94542102997364;13.0400233251885;0.410925070444743;NA
2019-11-27;1.7;9.03094348737904;4.748827392047;NA;0.562963008880615
2019-12-02;0;7.65475819140462;15.7353037368909;0.562963008880615;NA
2019-12-07;30.4;5.20435135282418;0;NA;NA
2019-12-12;0.1;7.37716510776418;4.97985142733577;NA;0.562268063426018
2019-12-17;0;6.30042888266401;14.7598689212272;0.562268063426018;0.338232487440109
2019-12-22;0;9.76139167711595;0;0.338232487440109;0.499601711829503
2019-12-27;0;6.74141993026676;4.77449672930131;0.499601711829503;NA
2020-01-01;0.2;4.08388505941371;1.05244282742663;NA;0.53664634625117
2020-01-06;0.1;3.86206214844596;0.898426803900785;0.53664634625117;0.428431873520215
2020-01-11;0.2;4.90547302015601;5.15953678811593;0.428431873520215;0.446796382466952
2020-01-16;0.2;5.57083883789461;0;0.446796382466952;0.392543360590935
2020-01-21;24.7;6.13875621478742;0.0256693372543081;0.392543360590935;NA
2020-01-26;28.6;4.61371851385265;5.64725419594778;NA;0.450019339720408
2020-01-31;0;7.61184752119555;0;0.450019339720408;0.523150424162547
2020-02-05;0;10.8773714367153;0.308032047051697;0.523150424162547;NA
2020-02-10;0;7.67847257019712;4.56914203126684;NA;0.484254707892736
2020-02-15;0;11.0541471281617;31.8051573722935;0.484254707892736;0.35889333486557
2020-02-20;3.8;9.05153832026088;2.07836780339326;0.35889333486557;0.471712773044904
2020-02-25;0;10.59980908105;13.912780791835;0.471712773044904;0.427416940530141
2020-03-01;0;16.6449347812227;9.90836418016293;0.427416940530141;NA
2020-03-06;0.1;19.6351990389604;12.6806526036282;NA;0.358474483092626
2020-03-11;0;19.9499369580295;51.1076504733274;0.358474483092626;0.475891977548599
2020-03-16;0;17.5216127815748;4.41512600774099;0.475891977548599;NA
2020-03-21;0.8;12.1857028217567;5.41623016065901;NA;NA
2020-03-26;96.9;7.62850066800072;1.05244282742663;NA;0.426340743899345
2020-03-31;6.6;15.6713589122814;0;0.426340743899345;NA
2020-04-05;5.1;14.5676520505279;0;NA;NA
2020-04-10;0;17.8531158368366;2.72094974895666;NA;NA
2020-04-15;5.9;16.1014504252957;0;NA;NA
2020-04-20;8.5;13.1656864504428;0;NA;NA
2020-04-25;9.1;20.6327914068843;2.69528041170235;NA;NA
2020-04-30;10.4;20.075258838873;0;NA;0.54372239112854
2020-05-05;0;30.2734429639201;0;0.54372239112854;0.321165651082993
2020-05-10;0;28.374700520958;0;0.321165651082993;NA
2020-05-15;26.5;25.0141669316393;4.00441661167207;NA;NA
2020-05-20;1.2;23.6793840019056;0.0513386745086162;NA;0.470870822668076
2020-05-25;0;33.3013162789654;25.8779647928435;0.470870822668076;NA
2020-05-30;0;31.6802409691483;36.2418313625822;NA;0.521190692981084
2020-06-04;0.2;30.3708736565837;35.888685455308;0.521190692981084;NA
2020-06-09;12.8;28.8860331670661;483.479015211109;NA;0.569229652484258
2020-06-14;1.3;33.8600068916859;15.914989097671;0.569229652484258;0.46655942996343
2020-06-19;0;35.1455727292156;17.6091653564554;0.46655942996343;0.528967420260111
2020-06-24;0;34.05840280649;14.4004981996669;0.528967420260111;NA
2020-06-29;0;34.7713007740165;7.75213985080105;NA;0.563321113586426
2020-07-04;0;36.985072579137;14.8112075957358;0.563321113586426;NA
2020-07-09;0;35.5016201584609;73.8600953709694;NA;0.421590715646744
2020-07-14;1;36.2427874402811;302.606404800714;0.421590715646744;NA
2020-07-19;4;30.8107089182297;26.1057159876313;NA;0.598656008640925
