"ID","GreenAreas","Polygons","Largest","Smallest","Area","Longest","Shortest","Perimeter","MaxNodes","MinNodes","Nodes","Abscissa","North","Contract","Activity","ExtInt","PropTenant","Address","Indication","AddressComplement","Locality","Neighborhood","Meter","MeterInstallDate","Reading","MeterType","MeterModel","Caliber","ContractType","Geometry"
1,1,1,9.34263660400757,9.34263660400757,9.34263660400757,15.7094119245785,15.7094119245785,15.7094119245785,15,15,15,665925.3916,4201429.7172,"6393621","DEPENDENCIA MUNICIPAL","E","C","PL.CANALEJAS","SN C-1-JA",NA,"ALGEZARES","ALGEZARES","I18BB036286S",2018-10-05,"S","RADIO FRECUENCIA","FLODIS -B-","20","ALTA AYUNTAMIENTO LOCALES",list(list(c(665925.3296, 665926.4618, 665927.139249198, 665927.684221996, 665928.081802597, 665928.3211093, 665928.395592327, 665928.303213094, 665928.0465, 665926.7288, 665926.913203621, 665926.925934498, 665926.766606803, 665926.440049215, 665925.956158587, 665925.3296, 4201446.1624, 4201446.9307, 4201446.18341638, 4201445.33466737, 4201444.40768307, 4201443.42783485, 4201442.42194096, 4201441.41753253, 4201440.4421, 4201440.6509, 4201441.62467145, 4201442.61566765, 4201443.59385486, 4201444.52958756, 
4201445.39450686, 4201446.1624)))
2,4,4,200.177925265947,143.648948483577,714.535852783738,76.060207600099,55.0243941471862,244.752934155089,17,13,64,665807.3428,4200963.9068,"6393645","DEPENDENCIA MUNICIPAL","E","C","CN.TERRERAS","SN C-2-JA",NA,"ALGEZARES","ALGEZARES","D12UF128058K",2013-01-15,"S","MECANICO","FLOSTAR M","50","ALTA AYUNTAMIENTO LOCALES",list(list(c(665758.6175, 665759.6481, 665766.224, 665766.3704, 665751.7508, 665744.4609, 665744.4027, 665744.3583, 665749.2562, 665752.6466, 665753.512079514, 665754.624065893, 665755.954449526, 665757.4696, 665757.643, 665758.0681, 665758.543, 665758.6175, 4200962.4396, 4200962.3874, 4200962.2367, 4200956.2458, 4200955.4299, 4200973.3457, 4200973.4885, 4200973.5975, 4200979.5808, 4200968.1982, 4200966.57382947, 4200965.10715954, 4200963.83526576, 4200962.7903, 4200962.6921, 4200962.4674, 4200962.4434, 
4200962.4396)), list(c(665782.4005, 665783.3948, 665783.9304, 665784.6547, 665784.7469, 665784.9705, 665792.9004, 665792.7604, 665786.9604, 665784.6098, 665778.980207443, 665773.2851, 665771.1803, 665770.6832, 665775.487876779, 665780.2105, 665781.6199, 665782.4005, 4200965.5401, 4200966.112, 4200966.4201, 4200967.3253, 4200967.4406, 4200967.72, 4200961.96, 4200960.57, 4200958.8, 4200958.1792, 4200957.04928331, 4200956.318, 4200956.1501, 4200962.2569, 4200963.26168776, 4200964.6001, 4200965.205, 
4200965.5401)), list(c(665786.7075, 665782.9779, 665782.6582, 665779.5282, 665778.5383, 665777.2783, 665775.3983, 665773.6983, 665773.7384, 665786.0931, 665787.6514, 665788.2729, 665792.6531, 665786.7075, 4200981.7928, 4200980.3837, 4200980.7989, 4200986.6489, 4200988.099, 4200989.1089, 4200989.8089, 4200990.2889, 4200995.5389, 4200998.6253, 4200995.1603, 4200993.7784, 4200984.039, 4200981.7928)), list(c(665791.688193652, 665785.9942, 665783.3537, 665793.7712, 665800.6786, 665800.8373, 665800.8349, 
665800.574275812, 665800.231734286, 665799.814862154, 665799.332892447, 665798.7965, 665798.427403828, 665798.0546, 665797.769741948, 665797.500972279, 665797.2548, 665791.688193652, 4200967.20449226, 4200971.3137, 4200978.0445, 4200981.4317, 4200966.194, 4200964.924, 4200964.9132, 4200964.34178855, 4200963.81538442, 4200963.34564659, 4200962.94297897, 4200962.6163, 4200962.56296897, 4200962.5533, 4200962.63476415, 4200962.75943725, 4200962.9243, 4200967.20449226)))
3,7,7,514.742959509604,16.9482135067228,1697.00239770426,88.6260463102267,19.2963629890965,418.328481866895,18,4,61,665384.196,4200542.3448,"6393703","DEPENDENCIA MUNICIPAL","E","P","SANTUARIO DE LA FUENSANTA","SN C-2-JA",NA,"ALGEZARES","ALGEZARES",NA,NA,"N",NA,NA,"0","ALTA AYUNTAMIENTO LOCALES",list(list(c(665376.1182, 665376.246707979, 665376.405645793, 665376.59081263, 665376.797314431, 665377.019693239, 665377.252071463, 665377.488307219, 665377.722156667, 665377.947439039, 665378.1582, 665391.1122, 665373.7156, 665366.065, 665366.068055662, 665366.141154042, 665366.282352788, 665366.4879, 665376.1182, 4200519.601, 4200519.79927668, 4200519.97411007, 4200520.12087922, 4200520.23570495, 4200520.31555235, 4200520.35831101, 4200520.3628508, 4200520.32905172, 4200520.25780711, 4200520.151, 
4200503.6131, 4200489.2419, 4200498.1676, 4200498.59897181, 4200499.02411603, 4200499.43173582, 4200499.811, 4200519.601)), list(c(665371.8462, 665366.2563, 665379.6364, 665383.3664, 665371.8462, 4200421.8739, 4200423.464, 4200437.3739, 4200433.9238, 4200421.8739)), list(c(665383.3086, 665395.4588, 665392.9388, 665395.7188, 665401.3888, 665386.7186, 665383.3086, 4200440.9116, 4200453.9115, 4200457.1316, 4200459.7415, 4200453.0015, 4200437.4016, 4200440.9116)), list(c(665399.924943398, 665402.5327, 
665404.036857957, 665405.1363, 665405.372444867, 665405.2156, 665405.0351, 665394.3928, 665379.1388, 665394.0131, 665396.8971, 665399.924943398, 4200534.86972027, 4200531.302, 4200527.48841886, 4200523.5391, 4200520.3864193, 4200517.2288, 4200515.5302, 4200506.3231, 4200524.1194, 4200540.6154, 4200538.0886, 4200534.86972027)), list(c(665398.0163, 665406.0964, 665409.7663, 665410.0963, 665402.6362, 665400.8151, 665398.0163, 4200502.2826, 4200509.1225, 4200504.7825, 4200502.3024, 4200496.5625, 4200498.8175, 
