"fecha";"tmed";"hrmed";"NDVI_mean_6400127";"Anomaly_6400127";"Anomalia2_6400127";"Anomaly_1_6400127";"Anomaly_2_6400127";"Anomaly_3_6400127";"Anomaly_4_6400127";"Anomaly_5_6400127";"Anomaly_6_6400127";"Anomaly_7_6400127";"Anomaly_8_6400127";"Anomaly_9_6400127";"Anomaly_10_6400127";"Anomaly_11_6400127";"Anomaly_12_6400127";"Anomaly_13_6400127";"Anomaly_14_6400127";"Anomaly_15_6400127";"Anomaly_16_6400127";"Anomaly_17_6400127";"Anomaly_18_6400127";"Anomaly_19_6400127";"Anomaly_20_6400127";"Anomaly_21_6400127";"Anomaly_22_6400127";"Anomaly_23_6400127";"Anomaly_24_6400127";"Anomaly_25_6400127";"Anomaly_26_6400127";"Anomaly_27_6400127";"Anomaly_28_6400127";"Anomaly_29_6400127";"Anomaly_30_6400127";"Anomaly_31_6400127";"Anomaly_32_6400127";"Anomaly_33_6400127";"Anomaly_34_6400127";"Anomaly_35_6400127";"Anomaly_36_6400127";"Anomaly_37_6400127";"Anomaly_38_6400127";"Anomaly_39_6400127";"NDVI_mean_6445184";"Anomaly_6445184";"Anomalia2_6445184";"Anomaly_1_6445184";"Anomaly_2_6445184";"Anomaly_3_6445184";"Anomaly_4_6445184";"Anomaly_5_6445184";"Anomaly_6_6445184";"Anomaly_7_6445184";"Anomaly_8_6445184";"Anomaly_9_6445184";"Anomaly_10_6445184";"Anomaly_11_6445184";"Anomaly_12_6445184";"Anomaly_13_6445184";"Anomaly_14_6445184";"Anomaly_15_6445184";"Anomaly_16_6445184";"Anomaly_17_6445184";"Anomaly_18_6445184";"Anomaly_19_6445184";"Anomaly_20_6445184";"Anomaly_21_6445184";"Anomaly_22_6445184";"Anomaly_23_6445184";"Anomaly_24_6445184";"Anomaly_25_6445184";"Anomaly_26_6445184";"Anomaly_27_6445184";"Anomaly_28_6445184";"Anomaly_29_6445184";"Anomaly_30_6445184";"Anomaly_31_6445184";"Anomaly_32_6445184";"Anomaly_33_6445184";"Anomaly_34_6445184";"Anomaly_35_6445184";"Anomaly_36_6445184";"Anomaly_37_6445184";"Anomaly_38_6445184";"Anomaly_39_6445184";"NDVI_mean_6361595";"Anomaly_6361595";"Anomalia2_6361595";"Anomaly_1_6361595";"Anomaly_2_6361595";"Anomaly_3_6361595";"Anomaly_4_6361595";"Anomaly_5_6361595";"Anomaly_6_6361595";"Anomaly_7_6361595";"Anomaly_8_6361595";"Anomaly_9_6361595";"Anomaly_10_6361595";"Anomaly_11_6361595";"Anomaly_12_6361595";"Anomaly_13_6361595";"Anomaly_14_6361595";"Anomaly_15_6361595";"Anomaly_16_6361595";"Anomaly_17_6361595";"Anomaly_18_6361595";"Anomaly_19_6361595";"Anomaly_20_6361595";"Anomaly_21_6361595";"Anomaly_22_6361595";"Anomaly_23_6361595";"Anomaly_24_6361595";"Anomaly_25_6361595";"Anomaly_26_6361595";"Anomaly_27_6361595";"Anomaly_28_6361595";"Anomaly_29_6361595";"Anomaly_30_6361595";"Anomaly_31_6361595";"Anomaly_32_6361595";"Anomaly_33_6361595";"Anomaly_34_6361595";"Anomaly_35_6361595";"Anomaly_36_6361595";"Anomaly_37_6361595";"Anomaly_38_6361595";"Anomaly_39_6361595";"NDVI_mean_6459510";"Anomaly_6459510";"Anomalia2_6459510";"Anomaly_1_6459510";"Anomaly_2_6459510";"Anomaly_3_6459510";"Anomaly_4_6459510";"Anomaly_5_6459510";"Anomaly_6_6459510";"Anomaly_7_6459510";"Anomaly_8_6459510";"Anomaly_9_6459510";"Anomaly_10_6459510";"Anomaly_11_6459510";"Anomaly_12_6459510";"Anomaly_13_6459510";"Anomaly_14_6459510";"Anomaly_15_6459510";"Anomaly_16_6459510";"Anomaly_17_6459510";"Anomaly_18_6459510";"Anomaly_19_6459510";"Anomaly_20_6459510";"Anomaly_21_6459510";"Anomaly_22_6459510";"Anomaly_23_6459510";"Anomaly_24_6459510";"Anomaly_25_6459510";"Anomaly_26_6459510";"Anomaly_27_6459510";"Anomaly_28_6459510";"Anomaly_29_6459510";"Anomaly_30_6459510";"Anomaly_31_6459510";"Anomaly_32_6459510";"Anomaly_33_6459510";"Anomaly_34_6459510";"Anomaly_35_6459510";"Anomaly_36_6459510";"Anomaly_37_6459510";"Anomaly_38_6459510";"Anomaly_39_6459510";"NDVI_mean_6505874";"Anomaly_6505874";"Anomalia2_6505874";"Anomaly_1_6505874";"Anomaly_2_6505874";"Anomaly_3_6505874";"Anomaly_4_6505874";"Anomaly_5_6505874";"Anomaly_6_6505874";"Anomaly_7_6505874";"Anomaly_8_6505874";"Anomaly_9_6505874";"Anomaly_10_6505874";"Anomaly_11_6505874";"Anomaly_12_6505874";"Anomaly_13_6505874";"Anomaly_14_6505874";"Anomaly_15_6505874";"Anomaly_16_6505874";"Anomaly_17_6505874";"Anomaly_18_6505874";"Anomaly_19_6505874";"Anomaly_20_6505874";"Anomaly_21_6505874";"Anomaly_22_6505874";"Anomaly_23_6505874";"Anomaly_24_6505874";"Anomaly_25_6505874";"Anomaly_26_6505874";"Anomaly_27_6505874";"Anomaly_28_6505874";"Anomaly_29_6505874";"Anomaly_30_6505874";"Anomaly_31_6505874";"Anomaly_32_6505874";"Anomaly_33_6505874";"Anomaly_34_6505874";"Anomaly_35_6505874";"Anomaly_36_6505874";"Anomaly_37_6505874";"Anomaly_38_6505874";"Anomaly_39_6505874";"NDVI_mean_6429769";"Anomaly_6429769";"Anomalia2_6429769";"Anomaly_1_6429769";"Anomaly_2_6429769";"Anomaly_3_6429769";"Anomaly_4_6429769";"Anomaly_5_6429769";"Anomaly_6_6429769";"Anomaly_7_6429769";"Anomaly_8_6429769";"Anomaly_9_6429769";"Anomaly_10_6429769";"Anomaly_11_6429769";"Anomaly_12_6429769";"Anomaly_13_6429769";"Anomaly_14_6429769";"Anomaly_15_6429769";"Anomaly_16_6429769";"Anomaly_17_6429769";"Anomaly_18_6429769";"Anomaly_19_6429769";"Anomaly_20_6429769";"Anomaly_21_6429769";"Anomaly_22_6429769";"Anomaly_23_6429769";"Anomaly_24_6429769";"Anomaly_25_6429769";"Anomaly_26_6429769";"Anomaly_27_6429769";"Anomaly_28_6429769";"Anomaly_29_6429769";"Anomaly_30_6429769";"Anomaly_31_6429769";"Anomaly_32_6429769";"Anomaly_33_6429769";"Anomaly_34_6429769";"Anomaly_35_6429769";"Anomaly_36_6429769";"Anomaly_37_6429769";"Anomaly_38_6429769";"Anomaly_39_6429769";"NDVI_mean_6434299";"Anomaly_6434299";"Anomalia2_6434299";"Anomaly_1_6434299";"Anomaly_2_6434299";"Anomaly_3_6434299";"Anomaly_4_6434299";"Anomaly_5_6434299";"Anomaly_6_6434299";"Anomaly_7_6434299";"Anomaly_8_6434299";"Anomaly_9_6434299";"Anomaly_10_6434299";"Anomaly_11_6434299";"Anomaly_12_6434299";"Anomaly_13_6434299";"Anomaly_14_6434299";"Anomaly_15_6434299";"Anomaly_16_6434299";"Anomaly_17_6434299";"Anomaly_18_6434299";"Anomaly_19_6434299";"Anomaly_20_6434299";"Anomaly_21_6434299";"Anomaly_22_6434299";"Anomaly_23_6434299";"Anomaly_24_6434299";"Anomaly_25_6434299";"Anomaly_26_6434299";"Anomaly_27_6434299";"Anomaly_28_6434299";"Anomaly_29_6434299";"Anomaly_30_6434299";"Anomaly_31_6434299";"Anomaly_32_6434299";"Anomaly_33_6434299";"Anomaly_34_6434299";"Anomaly_35_6434299";"Anomaly_36_6434299";"Anomaly_37_6434299";"Anomaly_38_6434299";"Anomaly_39_6434299";"NDVI_mean_6440364";"Anomaly_6440364";"Anomalia2_6440364";"Anomaly_1_6440364";"Anomaly_2_6440364";"Anomaly_3_6440364";"Anomaly_4_6440364";"Anomaly_5_6440364";"Anomaly_6_6440364";"Anomaly_7_6440364";"Anomaly_8_6440364";"Anomaly_9_6440364";"Anomaly_10_6440364";"Anomaly_11_6440364";"Anomaly_12_6440364";"Anomaly_13_6440364";"Anomaly_14_6440364";"Anomaly_15_6440364";"Anomaly_16_6440364";"Anomaly_17_6440364";"Anomaly_18_6440364";"Anomaly_19_6440364";"Anomaly_20_6440364";"Anomaly_21_6440364";"Anomaly_22_6440364";"Anomaly_23_6440364";"Anomaly_24_6440364";"Anomaly_25_6440364";"Anomaly_26_6440364";"Anomaly_27_6440364";"Anomaly_28_6440364";"Anomaly_29_6440364";"Anomaly_30_6440364";"Anomaly_31_6440364";"Anomaly_32_6440364";"Anomaly_33_6440364";"Anomaly_34_6440364";"Anomaly_35_6440364";"Anomaly_36_6440364";"Anomaly_37_6440364";"Anomaly_38_6440364";"Anomaly_39_6440364";"NDVI_mean_6444399";"Anomaly_6444399";"Anomalia2_6444399";"Anomaly_1_6444399";"Anomaly_2_6444399";"Anomaly_3_6444399";"Anomaly_4_6444399";"Anomaly_5_6444399";"Anomaly_6_6444399";"Anomaly_7_6444399";"Anomaly_8_6444399";"Anomaly_9_6444399";"Anomaly_10_6444399";"Anomaly_11_6444399";"Anomaly_12_6444399";"Anomaly_13_6444399";"Anomaly_14_6444399";"Anomaly_15_6444399";"Anomaly_16_6444399";"Anomaly_17_6444399";"Anomaly_18_6444399";"Anomaly_19_6444399";"Anomaly_20_6444399";"Anomaly_21_6444399";"Anomaly_22_6444399";"Anomaly_23_6444399";"Anomaly_24_6444399";"Anomaly_25_6444399";"Anomaly_26_6444399";"Anomaly_27_6444399";"Anomaly_28_6444399";"Anomaly_29_6444399";"Anomaly_30_6444399";"Anomaly_31_6444399";"Anomaly_32_6444399";"Anomaly_33_6444399";"Anomaly_34_6444399";"Anomaly_35_6444399";"Anomaly_36_6444399";"Anomaly_37_6444399";"Anomaly_38_6444399";"Anomaly_39_6444399";"NDVI_mean_6466879";"Anomaly_6466879";"Anomalia2_6466879";"Anomaly_1_6466879";"Anomaly_2_6466879";"Anomaly_3_6466879";"Anomaly_4_6466879";"Anomaly_5_6466879";"Anomaly_6_6466879";"Anomaly_7_6466879";"Anomaly_8_6466879";"Anomaly_9_6466879";"Anomaly_10_6466879";"Anomaly_11_6466879";"Anomaly_12_6466879";"Anomaly_13_6466879";"Anomaly_14_6466879";"Anomaly_15_6466879";"Anomaly_16_6466879";"Anomaly_17_6466879";"Anomaly_18_6466879";"Anomaly_19_6466879";"Anomaly_20_6466879";"Anomaly_21_6466879";"Anomaly_22_6466879";"Anomaly_23_6466879";"Anomaly_24_6466879";"Anomaly_25_6466879";"Anomaly_26_6466879";"Anomaly_27_6466879";"Anomaly_28_6466879";"Anomaly_29_6466879";"Anomaly_30_6466879";"Anomaly_31_6466879";"Anomaly_32_6466879";"Anomaly_33_6466879";"Anomaly_34_6466879";"Anomaly_35_6466879";"Anomaly_36_6466879";"Anomaly_37_6466879";"Anomaly_38_6466879";"Anomaly_39_6466879";"NDVI_mean_6472805";"Anomaly_6472805";"Anomalia2_6472805";"Anomaly_1_6472805";"Anomaly_2_6472805";"Anomaly_3_6472805";"Anomaly_4_6472805";"Anomaly_5_6472805";"Anomaly_6_6472805";"Anomaly_7_6472805";"Anomaly_8_6472805";"Anomaly_9_6472805";"Anomaly_10_6472805";"Anomaly_11_6472805";"Anomaly_12_6472805";"Anomaly_13_6472805";"Anomaly_14_6472805";"Anomaly_15_6472805";"Anomaly_16_6472805";"Anomaly_17_6472805";"Anomaly_18_6472805";"Anomaly_19_6472805";"Anomaly_20_6472805";"Anomaly_21_6472805";"Anomaly_22_6472805";"Anomaly_23_6472805";"Anomaly_24_6472805";"Anomaly_25_6472805";"Anomaly_26_6472805";"Anomaly_27_6472805";"Anomaly_28_6472805";"Anomaly_29_6472805";"Anomaly_30_6472805";"Anomaly_31_6472805";"Anomaly_32_6472805";"Anomaly_33_6472805";"Anomaly_34_6472805";"Anomaly_35_6472805";"Anomaly_36_6472805";"Anomaly_37_6472805";"Anomaly_38_6472805";"Anomaly_39_6472805";"NDVI_mean_6603717";"Anomaly_6603717";"Anomalia2_6603717";"Anomaly_1_6603717";"Anomaly_2_6603717";"Anomaly_3_6603717";"Anomaly_4_6603717";"Anomaly_5_6603717";"Anomaly_6_6603717";"Anomaly_7_6603717";"Anomaly_8_6603717";"Anomaly_9_6603717";"Anomaly_10_6603717";"Anomaly_11_6603717";"Anomaly_12_6603717";"Anomaly_13_6603717";"Anomaly_14_6603717";"Anomaly_15_6603717";"Anomaly_16_6603717";"Anomaly_17_6603717";"Anomaly_18_6603717";"Anomaly_19_6603717";"Anomaly_20_6603717";"Anomaly_21_6603717";"Anomaly_22_6603717";"Anomaly_23_6603717";"Anomaly_24_6603717";"Anomaly_25_6603717";"Anomaly_26_6603717";"Anomaly_27_6603717";"Anomaly_28_6603717";"Anomaly_29_6603717";"Anomaly_30_6603717";"Anomaly_31_6603717";"Anomaly_32_6603717";"Anomaly_33_6603717";"Anomaly_34_6603717";"Anomaly_35_6603717";"Anomaly_36_6603717";"Anomaly_37_6603717";"Anomaly_38_6603717";"Anomaly_39_6603717";"NDVI_mean_6605396";"Anomaly_6605396";"Anomalia2_6605396";"Anomaly_1_6605396";"Anomaly_2_6605396";"Anomaly_3_6605396";"Anomaly_4_6605396";"Anomaly_5_6605396";"Anomaly_6_6605396";"Anomaly_7_6605396";"Anomaly_8_6605396";"Anomaly_9_6605396";"Anomaly_10_6605396";"Anomaly_11_6605396";"Anomaly_12_6605396";"Anomaly_13_6605396";"Anomaly_14_6605396";"Anomaly_15_6605396";"Anomaly_16_6605396";"Anomaly_17_6605396";"Anomaly_18_6605396";"Anomaly_19_6605396";"Anomaly_20_6605396";"Anomaly_21_6605396";"Anomaly_22_6605396";"Anomaly_23_6605396";"Anomaly_24_6605396";"Anomaly_25_6605396";"Anomaly_26_6605396";"Anomaly_27_6605396";"Anomaly_28_6605396";"Anomaly_29_6605396";"Anomaly_30_6605396";"Anomaly_31_6605396";"Anomaly_32_6605396";"Anomaly_33_6605396";"Anomaly_34_6605396";"Anomaly_35_6605396";"Anomaly_36_6605396";"Anomaly_37_6605396";"Anomaly_38_6605396";"Anomaly_39_6605396";"temp1";"temp2";"temp3";"temp4";"temp5";"temp6";"temp7";"temp8";"temp9";"temp10";"hum1";"hum2";"hum3";"hum4";"hum5";"hum6";"hum7";"hum8";"hum9";"hum10";"mean_temp_last10";"mean_hum_last10";"anomaliesAgg";"anomaliesAgg2";"anomaliesAgg3";"Anomaly_1Agg";"Anomaly_2Agg";"Anomaly_3Agg";"Anomaly_4Agg";"Anomaly_5Agg";"Anomaly_6Agg";"Anomaly_7Agg";"Anomaly_8Agg";"Anomaly_9Agg";"Anomaly_10Agg";"Anomaly_11Agg";"Anomaly_12Agg";"Anomaly_13Agg";"Anomaly_14Agg";"Anomaly_15Agg";"Anomaly_16Agg";"Anomaly_17Agg";"Anomaly_18Agg";"Anomaly_19Agg";"Anomaly_20Agg";"Anomaly_21Agg";"Anomaly_22Agg";"Anomaly_23Agg";"Anomaly_24Agg";"Anomaly_25Agg";"Anomaly_26Agg";"Anomaly_27Agg";"Anomaly_28Agg";"Anomaly_29Agg";"Anomaly_30Agg";"Anomaly_31Agg";"Anomaly_32Agg";"Anomaly_33Agg";"Anomaly_34Agg";"Anomaly_35Agg";"Anomaly_36Agg";"Anomaly_37Agg";"Anomaly_38Agg";"Anomaly_39Agg";"n_mediciones"
2018-01-16;11.3583333333333;56.7333333333333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.502255365252495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.378682007392248;1;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.471017003059387;1;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.181003690642469;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8.47083333333333;9.68333333333333;7.94583333333333;10.6;11.6333333333333;10.5625;7.17916666666667;6.26666666666667;7.54166666666667;8.55;81.1666666666667;61.3583333333333;67.1041666666667;45.2666666666667;44.8;75.2708333333333;68.7625;68.4208333333333;67.8;79.2375;1.5875;10.8041666666667;0.203846153846154;0.6625;0.230769230769231;0.181818181818182;0.20979020979021;0.27972027972028;0;0.0769230769230769;0.115384615384615;0.153846153846154;0.153846153846154;0.153846153846154;0.153846153846154;0.153846153846154;0.153846153846154;0.153846153846154;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;0.307692307692308;4
2018-01-21;17.4833333333333;38.8875;0.44727911055088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.449383959174156;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51619490981102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0.360971480607986;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.346666663885117;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.397480756044388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.174083313521217;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11.3583333333333;8.47083333333333;9.68333333333333;7.94583333333333;10.6;11.6333333333333;10.5625;7.17916666666667;6.26666666666667;7.54166666666667;56.7333333333333;81.1666666666667;61.3583333333333;67.1041666666667;45.2666666666667;44.8;75.2708333333333;68.7625;68.4208333333333;67.8;1.7962962962963;12.2481481481482;0.167307692307692;0.310714285714286;0.230769230769231;0.132867132867133;0.20979020979021;0.265734265734266;0;0;0;0;0;0;0.0769230769230769;0.0769230769230769;0.0769230769230769;0.0769230769230769;0.0769230769230769;0.153846153846154;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.230769230769231;0.384615384615385;0.384615384615385;0.384615384615385;0.384615384615385;7
2018-01-26;11.2708333333333;46.4666666666667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.4833333333333;11.3583333333333;8.47083333333333;9.68333333333333;7.94583333333333;10.6;11.6333333333333;10.5625;7.17916666666667;6.26666666666667;38.8875;56.7333333333333;81.1666666666667;61.3583333333333;67.1041666666667;45.2666666666667;44.8;75.2708333333333;68.7625;68.4208333333333;2.33518518518519;14.162037037037;0;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
