"Fecha";"Prec.5";"ET0.5";"Consumo.5";"Prec.4";"ET0.4";"Consumo.4";"Prec.3";"ET0.3";"Consumo.3";"Prec.2";"ET0.2";"Consumo.2";"Prec.1";"ET0.1";"Consumo.1";"NDVI.NA.Mean.5";"NDVI.NA.Mean"
2019-07-10;0;7.49462855678335;2.75731058505059;0;6.99034970241226;0.953010795907893;0;7.61625453507866;0.150072215212424;0.1;4.98614662155193;9.94972171996995;0;8.36321838802308;7.15147621440657;0.231164380908012;0.273092577854792
2019-07-15;0;7.49759180097094;8.29478138982531;0;7.50499501817221;5.52553779212278;0;7.54164059183297;8.08750936783931;0;7.40508617431471;5.81675727818478;0;8.0879383130338;6.49264632318057;0.273092577854792;0.299418223400911
2019-07-20;0;8.36917714723379;7.87252378154201;0;7.49981771572557;6.01629413120016;0;7.18733329088103;7.72158107784221;0;7.51960636817467;5.36499464499427;0;8.17467004050872;8.62410354148611;0.299418223400911;0.204839959740639
2019-07-25;0;7.59163685166645;5.64076539777435;0;8.42632282793193;5.97740965857512;0;8.03246620970089;8.71365044407273;0;8.25276763747124;5.66407071390565;0;8.29393064970125;8.27488733570562;0.204839959740639;0.304628094037374
2019-07-30;0;8.00110857384944;3.43459937553371;0;7.29367361659714;4.51261231821948;0;8.57911283900458;3.23403882805729;0;7.2763671890169;4.03628101796298;0;6.94004686990254;4.73824293413045;0.304628094037374;0.222131207585335
2019-08-04;0;7.67763218354875;3.810650402052;0;5.3851453028582;4.49770955531657;0;6.36301138556324;4.3630202732795;0;6.77615914357413;3.67430438868024;0;6.60417821566898;3.53487964927192;0.222131207585335;0.251249668498834
2019-08-09;0;6.86306119835281;3.7605102651829;0;6.84396879420781;5.03229394514396;0;7.39656888939644;3.79237014381857;0;6.66237610639771;5.1895041659524;0;7.92815287873902;5.68890092401278;0.251249668498834;0.239383285244306
2019-08-14;0;7.1341812548106;2.74826191315007;0;7.84809605459621;3.62154007985697;0.4;6.56250623508956;3.88586060735566;0;7.24677847894859;5.2396443028215;0;5.89110768515849;3.71037012831379;0.239383285244306;0.251981735229492
2019-08-19;0;6.56171680876896;5.1895041659524;0;6.89483926145761;4.58068971415164;0;6.63043315779833;5.42313807972225;0;6.59153091656622;3.58444025221043;0;7.39459396983788;3.66938529195418;0.251981735229492;0.207608764370283
2019-08-24;0;7.21552456814293;5.51133409325201;0;5.60528397665274;4.15626606741904;13.2;4.54025759592469;5.28978443969061;0;6.0218490943084;3.66022999144469;0;6.2010493638639;0.100280273738211;0.207608764370283;0.366970375180244
2019-08-29;0;5.87672190889553;0.150420410607316;0;5.47007361825133;0.536693061139024;0.1;4.49220248636899;3.44641227619347;23.6;4.49191651455113;0.579647117756077;0;5.44802475615828;0.150420410607316;0.366970375180244;0.214626684784889
2019-09-03;0;4.94346002490408;0.0762338997647161;0;5.51697207274442;9.02420094197788;0;5.57266944296883;0.101331823830953;0;6.10148501333475;0.852396254590633;0.1;4.47693682143849;8.89880881635759;0.214626684784889;0.298580999175708
2019-09-08;0;5.30046919791138;1.95248546711082;0;5.52475426193085;6.34570718472609;0;3.79115622864143;0.310868848588453;0;4.79927126035687;11.1658861799728;0;4.64984363007645;2.39834398562087;0.298580999175708;0.100177983442942
2019-09-13;0;4.43194249048758;2.74982438405969;0.2;4.4491074780176;9.32259743152022;0;6.78419041217737;0.391051284131494;6.2;3.13308389544631;17.4086973044009;109.9;1.30482584261316;0.00570576187151084;0.100177983442942;-0.00983093089113633
2019-09-18;71.4;2.78017031668356;0.0945745118666998;9.1;1.59258647231628;0.242916428096644;0;3.74864302560382;0.333695145898065;0;4.1007506496892;0.346476702455083;0;2.88165445087903;1.16071191715084;-0.00983093089113633;0.302836716175079
2019-10-03;0;4.18043044250256;0.200560547476421;0;3.91384574727929;0.727031984602027;0;4.07311789598033;7.69651100940766;0;4.7125534728639;0.492494622165199;0;4.30454035390055;8.8496906371678;0.282826532920202;0.335186054309209
2019-10-08;0;3.95707924568792;0.685842114488063;0;4.46471615868094;8.79959402052798;0;3.92341973587452;0.601681642429264;0;3.62279896812036;1.12815307955487;0;4.43665306840524;10.4989166021647;0.335186054309209;0.0584385072191556
2019-10-13;0;3.19977491334351;2.36679181776345;0;3.0806506257871;10.0232640608184;0;2.52399406910284;0.601681642429264;0;3.07331157154917;8.23920800096398;0;2.36024334601953;0.972412594285817;0.0584385072191556;0.391095032294591
2019-10-18;0;3.25646476230585;0.590776162660291;0.1;2.74905073748743;9.15057497861171;0;3.21986143226527;0.651821779298369;0;2.95595087652834;8.19791237809871;0;2.68084368676753;0.125350342172763;0.391095032294591;0.174243077635765
2019-10-23;0;2.89686644687075;7.27608048280955;0;3.37142827951483;1.12239244276559;0.4;1.36633580663169;0.175490479041869;0;1.66180368527081;6.99454909324019;19.5;0.949512481804016;1.6926316039784;0.174243077635765;0.296678433815638
2019-10-28;0.2;1.83569886450986;5.77884466409217;0;2.47220508566353;0.199964672902546;0;2.43266614520845;5.99357786363537;0;2.13459832279696;0.800410682128397;0;1.81728984222503;0.952662600513001;0.296678433815638;0.0405388524134954
2019-11-02;0.1;1.42359587913837;5.6658354662089;0.1;2.38198387974835;0.601681642429264;0;2.33707626230566;6.04188649272719;0;2.68558248088113;0.530301586469709;0;2.29461710951104;5.97871916957054;0.0405388524134954;-0.00194664396500836
2019-11-07;0;2.52358430485714;0.711158953110907;0;3.88124541047785;0.165855216073402;0;2.79050799729549;6.25208230317207;0;3.28611077344519;0.150420410607316;0;2.66137856949106;6.67065773688143;-0.00194664396500836;0.139890380203724
2019-11-12;0.1;1.90257248902989;0.524451903835174;0;2.93135444797453;5.99174635585808;0.5;2.38596863831568;0.142522321514798;0;3.58360714138495;0.0831082943961757;0;2.38433309866121;6.21737697176906;0.139890380203724;0.171008750796318
2019-11-17;0;2.66215649480777;0.325910889649184;0;2.23811940994023;0.451261231821948;0.6;2.06883281720364;0.0752102053036579;0;1.92746829717741;5.69090553464345;0;2.33625542859655;0.653980590746932;0.171008750796318;0.106550008058548
2019-11-22;0;1.3852929289537;0.474172488807937;3.9;1.9248867330758;5.58780442247252;0;1.59568051888977;0.0250704319959235;0.5;1.22977688325803;5.94442669386033;0.6;0.809783965796336;0.0473205273813776;0.106550008058548;0.0584470567603906
2019-11-27;1.6;1.4279165447541;5.96949589691127;0.1;3.25571438138583;0.433011843019683;0;2.01512054795311;0.0934595941059216;0;1.06118800083172;5.53516657424242;0;1.27100401245428;0.506719918484764;0.0584470567603906;0.197039797902107
2019-12-02;0;1.68490576655204;6.24244704020361;0;1.35624292170166;0.0501401368691053;0;1.73141096244951;6.1421667664654;0;1.51971859147303;0.49405022483446;0;1.36247994922838;0.107631417594804;0.197039797902107;0.0343107792238394
2019-12-07;13.3;0.885730483021857;6.11709669803085;11.8;1.34001333817094;0.0250700684345526;5.3;1.15728383987618;0.200560547476421;0;0.970599876551023;0.0501401368691053;0;0.850723815204181;0.100280273738211;0.0343107792238394;0.128660621742407
2019-12-12;0;0.732393379316195;0.501401368691053;0.1;1.23333657182975;0.0501401368691053;0;1.75450649343235;0.325910889649184;0;1.76338050012523;0.0501401368691053;0;1.89354816306065;0.0250700684345526;0.128660621742407;0.264440849423409
2019-12-17;0;1.36170278944699;0.0501401368691053;0;1.40384529738152;0.100280273738211;0;1.62058744140108;0.802242189905685;0;1.25598071355634;0.0752102053036579;0;0.658312640878075;0.175490479041869;0.264440849423409;0.190680454174678
2019-12-22;0;0.978807890879177;0.0501401368691053;0;1.37305378854119;5.52612199145179;0;1.15678623039165;0.340274022233532;0;3.11284032026523;0.200560547476421;0;3.1399034470387;0.0752102053036579;0.190680454174678;0.188663544754187
2019-12-27;0;2.06153110442029;0.576611573994711;0;0.937168344827938;0.0752102053036579;0;1.06356000580067;0.501401368691053;0;1.02924834106468;0.343681867199164;0;1.64991213415318;0.156441971846459;0.188663544754187;0.163597340385119
2020-01-01;0;0.886712993771278;0.803519719551116;0.1;0.935380216308034;0.113990944538625;0;0.805144887323852;0.0865696029377968;0;0.75921401928907;0.350980958083737;0.1;0.697432942721472;0.0501401368691053;0.163597340385119;0.33263386785984
2020-01-06;0.1;0.624804059270013;0.100280273738211;0;0.685423359914692;0.426191163387395;0;0.909158408601647;0.0501401368691053;0;0.844314521589576;0.601681642429264;0;0.798361799070029;0.0501401368691053;0.33263386785984;0.14174277583758
2020-01-11;0.1;0.803251683945876;0.0752102053036579;0;0.813459830485604;0.0501401368691053;0.1;0.941008125030117;0.0222906044836814;0;0.974193356208137;0.0529196008199765;0;1.37356002448628;0.526471437125606;0.14174277583758;0.156251810491085
2020-01-16;0;1.25607592314274;0.604613447654307;0.1;1.15005159709238;0.0973484685131681;0.1;0.979830321464904;0.0250700684345526;0;1.08314366751154;0.0752102053036579;0;1.10173732868305;2.05574561163332;0.156251810491085;0.132514213522275
2020-01-21;0;1.20575900550265;1.77997485885324;0;1.29296406620445;6.81905861419832;0.1;0.901064293515518;0.150420410607316;7.3;1.81640221676724;0.501401368691053;17.3;0.922566632797563;6.36779738237637;0.132514213522275;0.0175147956858079
2020-01-26;27.7;0.909407712279867;0.0501401368691053;0.9;1.01053357281764;0.0501401368691053;0;0.904923283781808;0.0274865444754703;0;0.919774223347542;0.0727937292627403;0;0.86907972162579;0.0752102053036579;0.0175147956858079;0.130059895416101
2020-01-31;0;1.72502525620883;0.0752102053036579;0;1.31257037021326;0.0501401368691053;0;1.42671939845294;0.451261231821948;0;1.38472035284607;0.0501401368691053;0;1.76281214347445;0.0752102053036579;0.130059895416101;0.194060164193312
2020-02-05;0;1.98024821240479;0.0752102053036579;0;2.28675575735152;0.501401368691053;0;2.19908992687597;0.401121094952842;0;2.02084417304945;0.0752102053036579;0;2.39043336703356;0.125350342172763;0.194060164193312;0.00898354595604663
2020-02-10;0;1.28942063733253;0.0250700684345526;0;1.4694109345235;0.0752102053036579;0;1.3189148971616;0.0700049103758283;0;1.42359501311535;0.456466526749776;0;2.17713108806414;0.426191163387395;0.00898354595604663;0.162063991030057
2020-02-15;0;2.24824534972212;0.0501401368691053;0;2.49512922743089;0.0752102053036579;0;2.0637891489476;0.100280273738211;0;2.00712794599445;0.676891847732921;0;2.23985545606662;0.100280273738211;0.162063991030057;0.137744441628456
2020-02-20;0;1.95755050500076;0.0752102053036579;0;1.9218433606769;0.175490479041869;0;2.86271215367854;0.100280273738211;3.6;0.966566187197524;0.0501401368691053;0.2;1.34286611370716;6.74731643502802;0.137744441628456;0.170040994882584
2020-02-25;0;1.73082828258563;0.121882316039395;0;1.85400737135087;6.71877834046011;0;2.23959480490603;0.350980958083737;0;2.43983086970227;0.0752102053036579;0;2.33554775250516;6.36779738237637;0.170040994882584;0.142166063189507
2020-03-01;0;3.4397485629019;0.573721712764626;0;3.43152019670984;6.64645799638654;0;3.42277048572023;0.100280273738211;0;3.25285376701745;6.89426881950198;0;3.09804176887323;0.580218878285919;0.142166063189507;0.134161884586016
2020-03-06;0.1;2.7991314706325;0.780743381464832;0;6.39662256214849;6.48596916026422;0;2.97529088470437;0.150420410607316;0;3.38242138243969;4.22053545870375;0;4.0817327390353;0.127253344948458;0.134161884586016;0.146499194204807
2020-03-11;0;4.09741896467585;6.96251685933286;0;3.80084435710046;0.0715054063018446;0;3.81542074122277;1.50792283289111;0;4.29840566475704;7.1663208454641;0;3.93784723027337;0.125350342172763;0.146499194204807;0.189152359962463
2020-03-16;0;4.14597146677942;6.79398854576377;0;3.63820208989574;0.551541505560158;0;3.34114669822789;6.74384840889466;0;3.14221872074261;0.379867248046843;0;3.25407380592916;0.121534120644211;0.189152359962463;0.0642936527729034
2020-03-21;0.6;1.56932696897117;0.0752102053036579;0.1;1.99053853562112;0.551541505560158;0.1;3.66302336864972;0.0250700684345526;0;2.88744391585519;0.4763313002565;0;2.07537003265948;0.480231088679524;0.0642936527729034;-0.000595494173467159
2020-03-26;11.5;1.43697744128599;0.0462403484460824;2.8;1.20111291863862;0;15.9;1.67223631502325;0.0250700684345526;66.5;1.033511784719;0;0.2;2.28466220833386;0.0250700684345526;-0.000595494173467159;0.1593426913023
2020-03-31;0.4;4.01293819718183;0.0501401368691053;5.8;1.32022865242846;0.0250700684345526;0.4;3.09672591826182;0.0250700684345526;0;4.11627239017527;0.0250700684345526;0;3.125193754234;0.501401368691053;0.1593426913023;0.0152835055875281
2020-04-05;1.9;1.89784383250594;0.0752102053036579;2.8;2.61425954096035;0.4763313002565;0.3;2.80367558846368;0.0501401368691053;0.1;3.65100830113804;0.0250700684345526;0;3.60086478745992;0.601681642429264;0.0152835055875281;0.106826201081276
2020-04-10;0;3.1744050850871;0;0;3.39205152732222;0.451261231821948;0;3.70707276916558;0.0501401368691053;0;4.23055300657003;0.0501401368691053;0;3.34903344869166;0.551541505560158;0.106826201081276;0.190784235795339
2020-04-15;0;4.17829647832782;0.0501401368691053;0;4.42667834227774;0.401121094952842;1;2.3513312268879;0.044679478386922;3.2;3.27760493906713;0.0556007953512885;1.7;1.86753943873515;0.029338943976377;0.190784235795339;0.119843609631062
2020-04-20;5.4;2.44404069561066;0.0458712613272809;1.2;2.63109816978991;0;0.1;3.17229750710598;0.0501401368691053;0;1.7349614602528;0.0752102053036579;1.8;3.18328861768348;0.0250700684345526;0.119843609631062;0.140045622984568
2020-04-25;1.8;4.63641687212193;0.0501401368691053;7.3;4.76085253856902;0.0501401368691053;0;3.53652232653322;0.0501401368691053;0;3.45937689417059;0.0501401368691053;0;4.23962277548953;0.00441511760773146;0.140045622984568;0.0281584026912848
2020-04-30;2.4;1.41045908137803;0.0206549508268212;8;3.97710786876569;0.0752102053036579;0;4.53457998414009;0.0250700684345526;0;4.24336893445174;0.0501401368691053;0;5.9097429701374;0.0501401368691053;0.0281584026912848;0.204494245350361
