Explotacion;Localidad;Punto servicio;Contrato;Cliente;NIF/NIE;Estado;Fecha Estado;Fec. Caducidad;T. Gestion Deuda;Compl. Direccion;Categoria;Tipo contrato
EMUASA-MURCIA;MURCIA;LOS TORRES SN C-2-JA;6.441.467;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;12/02/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;LOS TORRES SN C-5-JA;6.441.469;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;12/02/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;SALZILLO SN C-3-JA;6.441.473;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;12/02/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.PUERTA NUEVA SN C-1-JA;6.441.899;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/03/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.CONSTITUCION SN C-1-JA-2;6.441.902;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/03/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.CONSTITUCION SN C-2-JA-1;6.441.903;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/03/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;MEDIODIA SN C-1-JA;6.441.917;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/03/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GARRES Y LAGES;LEVANTE SN C-2-JA-1;6.441.924;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/03/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;SANTA ELENA SN C-7-JA-2;6.442.236;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;18/03/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;POL PAZ SN C-3-JA-1;6.442.999;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/05/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;POL PAZ SN C-4-JA-2;6.443.000;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/05/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;RIO MULA SN C-1-JA;6.443.005;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/05/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;RIO MULA SN C-2-JA-1;6.443.006;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/05/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;REINA SOFIA SN C-11-JA-4;6.443.315;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/05/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;INFANTA DOÑA LEONOR SN C-12-JA-5;6.443.504;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.SAN AGUSTIN SN C-2-JA;6.443.505;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALJUCER;JOSE LUJAN SN C-1-JA;6.443.729;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI VIEJO;CNO CEMENTERIO SN C-1-JA-1;6.443.818;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GUADALUPE;SANTIAGO APOSTOL SN C-3-JA;6.443.820;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.JUAN CARLOS I SN C-15-JA-12;6.443.825;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ASUNCION SN C-4-JA;6.443.828;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;SAN ANTON SN C-7-JA-2;6.443.831;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/06/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;AV.ALICANTE SN C-3-JA;6.444.397;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;CRUZ SN C-1-JA;6.444.399;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MAYOR SN C-16-JA-17;6.444.400;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS DOLORES;CONSTITUCION SN C-1-JA;6.444.401;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;FELICIDAD SN C-1-JA-1;6.444.403;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.JUAN XXIII SN C-1-JA;6.444.406;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CAÑADAS DE SAN PEDRO;CABEZO DE LA PLATA SN M-1-JA;6.444.534;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;20/07/1992; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;PL.FUENTE SN C-1-JA;6.444.851;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CORVERA;PL.LUIS FONTES PAGAN SN C-1-JA;6.444.852;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN BENITO-PROGRESO;ENRIQUE APERADOR SN C-1-JA;6.444.854;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CORVERA;PS.DE MURCIA SN C-1-JA;6.445.060;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/09/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;AV.MONTEGRANDE SN C-1-JA-5;6.445.151;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;AV.MONTEGRANDE SN C-2-JA-6;6.445.152;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;BANDO DE LA HUERTA SN C-4-JA-7;6.445.153;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;HUERTO SAN BLAS (SECANO) SN C-1-JA-8;6.445.154;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;EUSEBIO NICOLAS SN C-1-JA-9;6.445.155;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;HUERTO SAN BLAS (SECANO) SN C-2-JA-10;6.445.156;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/08/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BARQUEROS;MAYOR SN C-2-JA;6.445.184;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/09/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SUCINA;PERALEJAS SN C-1-JA;6.447.936;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/02/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;MOLINA DE SEGURA SN C-25-JA-J2;6.449.098;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/04/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;MOLINA DE SEGURA SN C-4-JA-G;6.449.099;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;23/04/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.ZARANDONA SN C-2-JA;6.449.303;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/04/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.MURCIA SN C-8-JA-3;6.449.801;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/05/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;POL PAZ SN C-7-JA-7;6.449.803;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/05/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.DE LA SEDA SN C-1-JA;6.449.806;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/05/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;LAS NORIAS SN C-5-JA;6.449.810;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/05/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LLANO DE BRUJAS;JUPITER SN C-1-JA;6.451.307;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;20/08/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CALVARIO SN C-4-JA;6.451.392;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/09/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;SIERRA CRESTA GALLO SN C-1-JA;6.451.505;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/09/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PS.CASTILLO DE OLITE SN C-1-JA;6.451.703;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/09/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI NUEVO;AV.TORRE DE COTILLAS 999-JA;6.452.543;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/11/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES SN C-16-JA;6.452.755;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/01/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.BOHEMIA 1 E/2-JA;6.453.020;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/12/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES SN-JA-1;6.453.067;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/12/1993; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES 56-JA-3;6.453.068;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/12/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES SN C-9-JA;6.453.070;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/12/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.INFANTE JUAN MANUEL SN C-16-JA-3;6.453.255;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/12/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.DE TOLEDO SN C-2-JA;6.453.259;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/12/1993; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;PL.IGLESIA SN C-3-JA-1;6.453.278;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/01/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES SN C-18-JA-17;6.453.279;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/01/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES SN C-20-JA-15;6.453.281;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/01/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MIGUEL DE CERVANTES SN C-22-JA-13;6.453.283;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;03/01/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;HERRERIA SN C-3-JA;6.453.523;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;VALLADOLISES Y LO JURADO;CN.ARCOS SN C-3-JA;6.454.320;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/06/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LLANO DE BRUJAS;CN.CABECICOS 75 M-1-JA;6.455.219;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/05/1994; ;AYT;VIVEROS;Municipal;ALTA VIVIENDA
EMUASA-MURCIA;MURCIA;OLOF PALME SN C-3-JA-2;6.456.194;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/06/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;SANTA ANA SN-JA;6.456.407;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/07/1994; ;AYT;ESQ INFANTA DOÑA LEONOR;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CJ.LEON SN C-2-JA;6.456.491;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;MAESTRO LUIS PINA SN C-1-JA;6.456.569;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;26/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MADRE ELISEA OLIVER SN C-1-JA-2;6.456.676;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MADRE ELISEA OLIVER SN C-2-JA;6.456.677;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MADRE ELISEA OLIVER SN C-3-JA-1;6.456.678;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;JUMILLA SN C-1-JA-2;6.456.679;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;PRIMERO DE MAYO SN C-3-JA;6.456.680;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PS.FOTOGRAFO VERDU SN C-1-JA-1;6.456.681;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ROSAL SN C-1-JA;6.456.682;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/07/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS DOLORES;MAYOR SN C-3-JA-1;6.456.864;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/08/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BAÑOS Y MENDIGO;PUENTE VIEJO SN C-1-JA;6.457.709;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/10/1994; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI NUEVO;AGUSTIN VIRGILI SN C-2-JA;6.459.510;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/01/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;TIRSO DE MOLINA SN C-2-JA;6.460.595;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/03/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ANGEL GUIRAO SN C-3-BR;6.460.674;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/03/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;MAYOR SN C-3-JA;6.460.835;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/10/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PUNTAL;FEDERICO BALART SN C-2-JA;6.461.478;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/04/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;FRESA SN C-1-JA;6.462.122;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/06/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CORVERA;AGUSTIN VIRGILI SN C-2-JA;6.462.152;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/04/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;LUZ 25-JA;6.462.640;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/06/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN GINES;AV.SAN GINES SN JTO.112-JA;6.464.310;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/09/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BAÑOS Y MENDIGO;NTRA.SRA. DE LA FUENSANTA SN C-2-JA;6.464.425;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/10/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GEA Y TRUYOLS;AV.MEDITERRANEO SN C-2-JA-M;6.465.546;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/11/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL ESPARRAGAL;VR.CEÑA SN C-1-JA;6.465.914;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/12/1995; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN BENITO-PROGRESO;CI.TORRE CARADOC SN C-3-JA;6.466.066;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/12/1995; ;AYT;ROSNAHE II;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BENIAJAN;PL.CONSTITUCION SN C-1-JA-3;6.466.578;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LOS MARTINEZ DEL PUERTO;PL.NUESTRA SRA. DE LAS MARAVILLAS SN C-1-JA;6.466.802;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.VICTORIA SN C-2-JA-5;6.466.823;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.VICTORIA SN C-3-JA-1;6.466.824;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.MARINA ESPAÑOLA SN C-2-JA-2;6.466.825;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;AV.LORCA SN C-11-JA-1;6.466.879;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;UR.LA BASILICA SN C-67-JA;6.467.039;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;PL.JOAQUIN OLMEDO 2-JA;6.467.040;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;22/02/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ZARANDONA;ESCULTOR SALZILLO SN C-1-JA-1;6.467.298;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/03/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL RAAL;VR.SIMONES SN-JA;6.469.374;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/07/1996; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.SAN NICOLAS SN C-1-JA;6.469.703;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/08/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;PASICOS DE JESUS SN C-1-JA;6.470.504;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/10/1996; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALQUERIAS;JOSE MARTINEZ GARRE SN C-2-JA;6.472.804;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/02/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;AV.COLON SN C-3-JA-A;6.472.805;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BENIAJAN;MAYOR (VILLANUEVA) SN C-2-JA;6.472.973;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;12/02/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN BENITO-PATIÑO;JERONIMO MOLINA SN C-5-JA;6.473.003;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/02/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;MAYOR SN C-12-JA;6.473.494;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/03/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;NONDUERMAS;CI.PARRAGAS SN C-3-JA-1;6.474.329;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/04/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;SAAVEDRA FAJARDO 20 E/B-JA;6.475.894;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/12/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.LEVANTE SN C-6-JA-11;6.476.819;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/09/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;AM.PINOS SN C-9-JA;6.476.884;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/02/1998; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BAÑOS Y MENDIGO;IGLESIA SN C-1-JA;6.477.817;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/10/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;SANTIAGO SN C-3-JA;6.477.901;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;21/10/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MONTEAGUDO;CN.MUNDO NUEVO SN C-8-JA;6.477.902;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;28/10/1997; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
