Explotacion;Localidad;Punto servicio;Contrato;Cliente;NIF/NIE;Estado;Fecha Estado;Fec. Caducidad;T. Gestion Deuda;Compl. Direccion;Categoria;Tipo contrato
EMUASA-MURCIA;MURCIA;CONDESTABLE SN C-5-JA-4;6.406.084;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.CIRCULAR SN C-2-JA-2;6.406.085;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.CIRCULAR SN C-8-JA-9;6.406.092;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GV.ALFONSO X EL SABIO SN C-3-JA;6.406.280;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;VINADER SN C-1-JA;6.408.284;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GUTIERREZ MELLADO SN C-1-JA;6.408.779;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;DOCTOR ROMAN ALBERCA SN C-3-JA-1;6.408.949;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MIGUEL DE UNAMUNO SN C-1-JA;6.409.317;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GALILEO SN C-1-JA;6.410.146;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AZORIN SN C-1-JA-1;6.410.203;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.FLORES SN C-1-JA;6.410.878;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.SANTO DOMINGO SN C-1-JA;6.412.073;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.SANTA ISABEL 3-JA-1;6.412.629;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.SANTA ISABEL 3-JA-2;6.412.630;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;OBISPO FRUTOS SN C-1-JA;6.414.872;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.CRUZ ROJA SN C-4-JA-1;6.416.024;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;SAN MARTIN DE PORRES SN C-1-JA;6.416.203;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT;OLIMPICO;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GRECO SN C-1-JA-1;6.416.226;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GRECO SN C-2-JA-1;6.420.135;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CEUTA SN C-2-JA-2;6.420.158;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.PABLO VI SN C-1-JA;6.422.694;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AV.PRIMERO MAYO (VISTABELLA) SN C-6-JA-1;6.422.695;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ENTIERRO SARDINA SN C-2-JA;6.425.791;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.DOCTOR JOSE MARIA AROCA SN C-1-JA;6.429.031;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ARBOLEJA;CI.CHORNOS SN C-1-JA;6.429.112;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;AV.DOCTOR MIGUEL BALLESTA SN C-1-JA;6.429.753;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;LIBERTAD SN C-1-JA;6.429.769;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN BENITO-PATIÑO;AV.TROVERO MANUEL CARCELES 29-JA;6.429.884;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;FUTBOL SN C-1-JA;6.429.916;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;ROSARIO SN C-1-JA;6.429.986;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT;ARABIMUR II;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;CARRASCOY SN C-2-JA-1;6.429.987;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;CALVARIO SN C-1-JA;6.430.007;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;01/01/1940; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MERCURIO SN C-1-JA;6.430.564;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/12/1989; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;PICAZAS (CUEVAS NORTE) SN C-18-JA;6.430.577;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/12/1989; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CATEDRATICO FERNANDO PIÑUELA SN C-2-JA;6.430.812;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;CARMEN SN C-1-JA;6.430.918;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CABEZO DE TORRES;AV.MURCIA SN C-5-JA-2;6.431.079;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MAYOR SN C-7-JA-3;6.431.097;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MAYOR SN C-8-JA-4;6.431.101;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MAYOR SN C-9-JA-5;6.431.102;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MAYOR SN C-10-JA-6;6.431.116;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ENRIQUE TIERNO GALVAN 2-LOCAL;6.431.118;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/1990; ;AYT;CENTRO CULTURAL;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ENRIQUE TIERNO GALVAN 2 C-2-JA-1;6.431.119;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUEBLA DE SOTO;CONSTITUCION SN C-1-JA;6.431.125;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN GINES;JUAN CARLOS I SN C-1-JA;6.431.126;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN GINES;PAZ SN C-2-JA;6.431.127;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;05/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALJUCER;MAYOR SN C-1-JA;6.431.130;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;31/01/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;MIGUEL SERVET SN C-1-JA;6.431.268;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA VERDE;NUEVA SN C-1-JA-1;6.431.273;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;PL.ANTONETE GALVEZ SN C-1-JA;6.431.324;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CORVERA;CR.FUENTE ALAMO SN C-4-JA;6.431.327;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.SANTA MARIA DE GRACIA SN C-1-JA;6.431.330;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AZORIN SN C-2-JA-2;6.431.331;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;REY DON PEDRO I SN C-1-JA;6.431.407;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.ABDERRAHAMAN II SN C-2-JA;6.431.410;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ISAAC ALBENIZ SN C-2-JA-1;6.431.414;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBATALIA;CI.ESCUELAS SN C-1-JA;6.431.415;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.DIEZ REVENGA SN C-1-JA;6.431.427;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PASOS DE SANTIAGO SN C-3-JA-1;6.431.430;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;SANTA TERESA SN C-1-JA;6.431.448;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/02/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.MAYOR SN C-1-JA-1;6.431.521;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/03/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALQUERIAS;AV.FRANCISCO JOSE VICENTE SN C-1-JA-1;6.431.524;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;02/03/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;ALBARICOQUE SN C-1-JA;6.431.535;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;08/03/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PUNTAL;PL.CEMENTERIO SN C-10-JA;6.432.178;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/05/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;FUENSANTA SN C-1-JA;6.432.180;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;09/05/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;AUDITORIUM SN C-2-JA;6.432.723;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/07/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SUCINA;AV.CONSTITUCION SN C-1-JA;6.432.724;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/07/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;VICENTE ALEIXANDRE SN C-2-JA;6.432.725;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/07/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;JUAN RAMON JIMENEZ SN C-7-JA-2;6.433.585;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/10/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI VIEJO;PURISIMA SN C-1-JA;6.434.297;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/12/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.ABDERRAHAMAN II SN C-3-JA-2;6.434.298;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/12/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;AV.LORCA SN C-8-JA;6.434.299;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/12/1990; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL RAAL;PL.PADRE ISIDORO SN-JA;6.434.302;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/12/1990; ;AYT;JARDIN;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI VIEJO;CNO CEMENTERIO 3-JA;6.434.686;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;10/01/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.PRECIOSA SN C-6-JA;6.435.122;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/01/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;CHURRA;RAMBLA SN C-2-JA;6.435.719;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/04/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GALILEO SN C-2-JA-R;6.436.097;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/03/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CASTELICHE SN C-2-JA-B;6.436.099;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/03/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CASTELICHE SN C-3-JA-N;6.436.100;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/03/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CASTELICHE SN C-4-JA-L;6.436.101;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/03/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALGEZARES;SUBIDA FUENSANTA SN C-6-JA;6.436.103;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/03/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CAYUELAS SN C-1-JA;6.436.279;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/04/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;CENTRAL SN M-2-JA-11;6.436.906;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;29/05/1991; ;AYT;JARDIN FTE.TRANSF.;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;ALJUCER;JARDIN SN C-1-JA;6.436.974;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;14/06/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;POL PAZ SN C-1-JA;6.437.379;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;25/06/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GARRES Y LAGES;AV.DE LA CULTURA SN C-1-JA;6.438.510;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/09/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;TORREAGÜERA;MAYOR 71-JA;6.438.511;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;24/09/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;BENIAJAN;FRANCISCO NOGUERA SN C-2-JA;6.438.908;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;04/10/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;EL PALMAR;PL.NICOLAS DE LAS PEÑAS SN C-1-JA;6.439.314;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;08/11/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;CASTAÑO SN C-1-JA;6.439.676;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;08/11/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;AURORA SN C-1-JA-1;6.439.812;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/11/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;AURORA SN C-2-JA-2;6.439.813;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/11/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ALBERCA;PL.JACARANDA SN C-1-JA;6.439.814;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/11/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SAN GINES;ESCUELAS SN C-1-JA;6.439.815;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;15/11/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;PL.IGLESIA SN C-1-JA;6.440.312;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;11/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;RD.NORTE SN C-1-JA-2;6.440.330;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;07/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;RINCON DE BENISCORNIA;PL.IGLESIA SN C-1-JA;6.440.338;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANGONERA LA SECA;AV.COLON SN C-1-JA;6.440.364;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT;ANI I;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;LA ÑORA;MAYOR SN C-1-JA;6.440.366;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;RINCON DE BENISCORNIA;PL.IGLESIA SN C-2-JA-1;6.440.369;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;JAVALI VIEJO;PZA FONTES SN C-1-JA;6.440.370;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;PUENTE TOCINOS;ROSARIO SN C-1-JA;6.440.371;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;PL.EMBAJADORES SN C-1-JA;6.440.373;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;13/12/1991; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;SANTO ANGEL;AV.JUAN CARLOS I SN C-1-JA-1;6.440.893;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;GARRES Y LAGES;AV.DEL PALMAR SN C-1-JA;6.440.894;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;17/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;HUERTO POMARES SN C-11-JA-2;6.441.166;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ENTIERRO SARDINA SN C-7-JA-4;6.441.168;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ENTIERRO SARDINA SN C-8-JA-5;6.441.169;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;HUERTO POMARES SN C-10-JA-7;6.441.171;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;GRAN PEZ SN C-11-JA-8;6.441.172;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ENTIERRO SARDINA SN C-12-JA-9;6.441.173;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;HUERTO POMARES SN C-13-JA-10;6.441.174;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;HUERTO POMARES SN C-14-JA-11;6.441.175;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;27/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ALMENARA SN C-2-JA;6.441.232;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;HUERTO POMARES SN C-4-JA-2;6.441.236;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ERICAS SN C-1-JA;6.441.237;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;30/01/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;SANTA MARTA SN C-1-JA;6.441.354;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/02/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;ANTONIO MACHADO SN C-3-JA-1;6.441.356;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/02/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
EMUASA-MURCIA;MURCIA;LUIS FONTES PAGAN SN C-2-JA;6.441.357;AYUNTAMIENTO DE MURCIA;P3003000A;ALTA;06/02/1992; ;AYT; ;Municipal;ALTA AYUNTAMIENTO LOCALES
