"Fecha";"Prec";"ET0";"Consumo";"NDVI.NA.Mean";"NDVI.NA.Mean.obj"
2020-01-16;0;2.18488099619459;0;0.227990200122198;0.191163624326388
2020-01-21;24.7;6.13875621478742;0;0.191163624326388;-0.00786203425377607
2020-01-26;28.6;4.61371851385265;0;-0.00786203425377607;0.186757959425449
2020-01-31;0;7.61184752119555;0;0.186757959425449;0.223886246482531
2020-02-05;0;10.8773714367153;0;0.223886246482531;0.0261396827797095
2020-02-10;0;7.67847257019712;0;0.0261396827797095;0.273312404751778
2020-02-15;0;11.0541471281617;0;0.273312404751778;0.209329297145208
2020-02-20;3.8;9.05153832026088;0;0.209329297145208;0.264085580905279
2020-02-25;0;10.59980908105;0;0.264085580905279;0.242273941636086
2020-03-01;0;16.6449347812227;0.0114834629375826;0.242273941636086;0.159465193748474
2020-03-06;0.1;19.6351990389604;0;0.159465193748474;0.20944856107235
2020-03-11;0;19.9499369580295;0;0.20944856107235;0.223662296930949
2020-03-16;0;17.5216127815748;0;0.223662296930949;0.0493798814713955
2020-03-21;0.8;12.1857028217567;0;0.0493798814713955;0.0210011557986339
2020-03-26;96.9;7.62850066800072;0;0.0210011557986339;0.248443722724915
2020-03-31;6.6;15.6713589122814;0;0.248443722724915;-0.0106760906249595
2020-04-05;5.1;14.5676520505279;0;-0.0106760906249595;-0.00208768341690302
2020-04-10;0;17.8531158368366;0;-0.00208768341690302;0.184469242890676
2020-04-15;5.9;16.1014504252957;0;0.184469242890676;0.0822428887089093
2020-04-20;8.5;13.1656864504428;0;0.0822428887089093;0.115867361426353
2020-04-25;9.1;20.6327914068843;0;0.115867361426353;-0.00600631535053253
2020-04-30;10.4;20.075258838873;0;-0.00600631535053253;0.244017419715722
2020-05-05;0;30.2734429639201;0;0.244017419715722;0.231205160419146
2020-05-10;0;28.374700520958;0;0.231205160419146;0.156788885593414
2020-05-15;26.5;25.0141669316393;0;0.156788885593414;0.014149082514147
2020-05-20;1.2;23.6793840019056;0;0.014149082514147;0.253662357727687
2020-05-25;0;33.3013162789654;0;0.253662357727687;0.162439127763112
2020-05-30;0;31.6802409691483;0;0.162439127763112;0.289472242196401
2020-06-04;0.2;30.3708736565837;0;0.289472242196401;0.0163725420522193
2020-06-09;12.8;28.8860331670661;0;0.0163725420522193;0.309220810731252
2020-06-14;1.3;33.8600068916859;0;0.309220810731252;0.345864991346995
2020-06-19;0;35.1455727292156;8.75614048990672;0.345864991346995;0.271186287204425
2020-06-24;0;34.05840280649;0;0.271186287204425;-0.00959504675120115
2020-06-29;0;34.7713007740165;28.7258825383628;-0.00959504675120115;0.36567947268486
2020-07-04;0;36.985072579137;10.1169308480103;0.36567947268486;0.301894237597783
2020-07-09;0;35.5016201584609;6.41925578210866;0.301894237597783;0.247357880075773
2020-07-14;1;36.2427874402811;0;0.247357880075773;-0.0194802780946096
2020-07-19;4;30.8107089182297;10.2776993291364;-0.0194802780946096;0.315115248163541
2020-07-24;0;36.7071974661317;0;0.315115248163541;0.266490389903386
2020-07-29;0;36.2391307961122;0;0.266490389903386;0.302091434597969
2020-08-03;0;33.8949413034221;15.9677552147086;0.302091434597969;0.206526825825373
2020-08-08;0;32.7346305848114;38.6590779793718;0.206526825825373;0.305278147260348
2020-08-13;0.7;35.202202345388;16.2491000566794;0.305278147260348;0.24639223019282
2020-08-18;0;35.6469800941635;26.7909190333801;0.24639223019282;0.209973449508349
2020-08-23;0;32.6483444927989;24.9765318892421;0.209973449508349;0.0212897108867764
2020-08-28;0;30.021310368612;14.9399852817949;0.0212897108867764;0.311752468347549
2020-09-02;0.7;24.7229855314713;35.1164296631275;0.311752468347549;0.259539450208346
