OBJECTID,ZR_ID,ZR_ARTIFIC,ZR_NOMBRE,ZR_SUPERFI,ZR_COMENTA,ZR_FIABILI,ZR_NUM_EXP,DOC_ADJ,N_tx,ID_EXPLOTA,OBJECTID2,USU_ALTA,FEC_ALTA,USU_MODIF,FEC_MODIF,IDPART,CAPA_CAD,Emu_OBJECT,CT_ID,CT_INSTAL,CT_CATEG,GNR_NUM1,GNR_NUM2,GNR_NUM3,GNR_TXT1,GNR_TXT2,GNR_TXT3,COD_MUNI,COD_SIT,ZR_ID_SUMI,ZR_COD_LOC,ZR_SUMINIS,AGIS_Etiqu,ID_AGIS,ID_GA,FEC_RECEP,SHAPE_STAr,SHAPE_STLe,Poligonos
"3545",SS007,N,,0.00000000000,,P,"2011",N,"43","0","5821",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5821","2185524","5821","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,70.77563476560,52.54573101490,"1"
"3546",SS007,N,,0.00000000000,,P,"2011",N,"43","0","5822",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5822","2185524","5822","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,205.18750000000,132.54879561700,"1"
"3547",SS007,N,,0.00000000000,,P,"2011",N,"43","0","5823",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5823","2185524","5823","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,28.68896484380,24.66235056640,"1"
"3548",,N,,0.00000000000,,P,"2011",N,"43","0","5824",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5824","2185419","5824","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,113.08740234400,89.14755219120,"1"
"3549",,N,,0.00000000000,,P,"2011",N,"43","0","5825",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5825","2185419","5825","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,90.67456054690,72.62675682680,"1"
"3550",SS008,N,,0.00000000000,,P,"2011",N,"43","0","5827",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5827","2185430","5827","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,56.65356445310,37.00928676980,"1"
"3551",SS008,N,,0.00000000000,,P,"2011",N,"43","0","5828",jgilg,20111227170000.00000000000,fegea,20170316140500.00000000000,"5828","2185430","5828","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,51.65014648440,35.38828659140,"1"
"3552",SS013,N,,0.00000000000,,P,"2011",N,"43","0","5829",jgilg,20111227170000.00000000000,fegea,20170316135500.00000000000,"5829","2210678","5829","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,258.80810546900,64.91827551160,"1"
"3553",SS013,N,,0.00000000000,,P,"2011",N,"43","0","5830",jgilg,20111227170000.00000000000,fegea,20170316135600.00000000000,"5830","2210678","5830","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,154.62670898400,50.63916752560,"1"
"3554",SS003,N,,0.00000000000,,P,"2011",N,"43","0","5832",jgilg,20111228090500.00000000000,fegea,20170316140200.00000000000,"5832","2185524","5832","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,83.78002929690,37.67177373380,"1"
"3555",SS003,N,,0.00000000000,,P,"2011",N,"43","0","5833",jgilg,20111228090500.00000000000,fegea,20170316140200.00000000000,"5833","2185524","5833","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,77.94409179690,36.39991078540,"1"
"3556",,D,,0.00000000000,,P,"2011",N,"0","21","5836",scanovasr,20111229101100.00000000000,fegea,20170313102900.00000000000,"5836",ASIGNAR RANACO,"5836","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,1735.29296875000,147.68473845800,"1"
"3557",AB014,,,0.00000000000,,P,"2011",,"2","0","5837",scanovasr,20111229114200.00000000000,fegea,20170313102900.00000000000,"5837",ASIGNAR RANACO,"5837","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,277.79321289100,81.27358105940,"1"
"3558",AB014,,,0.00000000000,,P,"2011",,"2","0","5838",scanovasr,20111229114400.00000000000,fegea,20170313102900.00000000000,"5838",ASIGNAR RANACO,"5838","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,445.78759765600,82.26716037150,"1"
"3561",PS004.1,N,,0.00000000000,,P,"2011",N,"34","0","5844",jgilg,20111229152700.00000000000,fegea,20170316140500.00000000000,"5844","2202708","5844","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,135.06665039100,73.83763090640,"1"
"3562",PS004.1,N,,0.00000000000,,P,"2011",N,"34","0","5845",jgilg,20111229152800.00000000000,fegea,20170316140500.00000000000,"5845","2202708","5845","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,81.20361328130,50.17197802150,"1"
"3563",EA002,N,,0.00000000000,,P,"2011",N,"19","0","5846",jgilg,20111229160400.00000000000,fegea,20170316140500.00000000000,"5846","2190009","5846","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,213.25830078100,67.09982653290,"1"
"3564",EA002,N,,0.00000000000,,P,"2011",N,"19","0","5847",jgilg,20111229160400.00000000000,fegea,20170316140500.00000000000,"5847","2190009","5847","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,219.21435546900,66.65094598900,"1"
"3565",EA002,N,,0.00000000000,,P,"2011",N,"19","0","5848",jgilg,20111229160500.00000000000,fegea,20170316140200.00000000000,"5848","2190009","5848","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,200.47509765600,71.37393418240,"1"
"3566",NO001,N,,0.00000000000,,P,"2011",N,"31","0","5850",jgilg,20111229163400.00000000000,fegea,20170316140200.00000000000,"5850","2150268","5850","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,92.06494140630,55.85365264980,"1"
"3567",NO001,N,,0.00000000000,,P,"2011",N,"31","0","5852",jgilg,20111229163500.00000000000,fegea,20170316140200.00000000000,"5852","2150268","5852","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,138.78247070300,116.43316349500,"1"
"3568",NO003,N,,0.00000000000,,P,"2011",N,"31","0","5854",jgilg,20111229170200.00000000000,fegea,20170316140200.00000000000,"5854","2184605","5854","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,103.98583984400,51.58398362840,"1"
"3569",NO003,N,,0.00000000000,,P,"2011",N,"31","0","5855",jgilg,20111229170300.00000000000,fegea,20170316140800.00000000000,"5855","2184605","5855","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,109.47583007800,54.86910255230,"1"
"3570",NO005,N,,0.00000000000,,P,"2011",N,"31","0","5856",jgilg,20111229172100.00000000000,fegea,20170316140800.00000000000,"5856","2184605","5856","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,76.74658203130,66.24915187390,"1"
"3574",CA004,N,,0.00000000000,,P,"2011",N,"14","0","5861",jgilg,20111229174900.00000000000,fegea,20170316140800.00000000000,"5861","2201657","5861","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,92.98657226560,49.37775625570,"1"
"3575",CA004,N,,0.00000000000,,P,"2011",N,"14","0","5862",jgilg,20111229175000.00000000000,fegea,20170316140800.00000000000,"5862","2201657","5862","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,23.38305664060,19.43503619750,"1"
"3576",CA004,N,,0.00000000000,,P,"2011",N,"14","0","5863",jgilg,20111229175000.00000000000,fegea,20170316140500.00000000000,"5863","2201657","5863","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,52.77929687500,32.73393338920,"1"
"3598",ES012b,N,,0.00000000000,,P,"2011",N,"20","0","5885",jgilg,20120102113400.00000000000,fegea,20170313102900.00000000000,"5885","2213937","5885","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,165.99438476600,56.72632067960,"1"
"3599",ES012,N,,0.00000000000,,P,"2011",N,"20","0","5886",jgilg,20120102114100.00000000000,fegea,20170313102900.00000000000,"5886","2213937","5886","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,194.81176757800,73.99973575880,"1"
"3600",ES012,N,,0.00000000000,,P,"2011",N,"20","0","5887",jgilg,20120102114200.00000000000,fegea,20170313102900.00000000000,"5887","2213937","5887","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,132.83203125000,59.17899156950,"1"
"3601",ES012,N,,0.00000000000,,P,"2011",N,"20","0","5888",jgilg,20120102114200.00000000000,fegea,20170313102900.00000000000,"5888","2213937","5888","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,186.70629882800,75.14675380800,"1"
"3622",PT033,N,,0.00000000000,,P,"2011",N,"35","0","5921",jmdelgado,20111214114900.00000000000,fegea,20170316140200.00000000000,"5921","2185105","5921","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,122.75073242200,60.79444674330,"1"
"3623",PT033,N,,0.00000000000,,P,"2011",N,"35","0","5922",jmdelgado,20111214115000.00000000000,fegea,20170316140800.00000000000,"5922","2185105","5922","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,123.00952148400,60.91750039630,"1"
"3624",ES012,N,,0.00000000000,,P,"2011",N,"20","0","5933",jgilg,20120102114300.00000000000,fegea,20170313102900.00000000000,"5933","2213937","5933","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,191.47070312500,76.29633229390,"1"
"3625",ES012,N,,0.00000000000,,P,"2011",N,"20","0","5934",jgilg,20120102114400.00000000000,fegea,20170313102900.00000000000,"5934","2213937","5934","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,270.83251953100,100.90886063600,"1"
"3626",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5935",jgilg,20120102120100.00000000000,fegea,20170313102900.00000000000,"5935","2213937","5935","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,227.60961914100,80.60827962420,"1"
"3627",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5936",jgilg,20120102120200.00000000000,fegea,20170313102900.00000000000,"5936","2213937","5936","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,21.07275390630,24.97000112110,"1"
"3628",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5937",jgilg,20120102120200.00000000000,fegea,20170313102900.00000000000,"5937","2213937","5937","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,72.55468750000,40.30666746960,"1"
"3629",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5938",jgilg,20120102120300.00000000000,fegea,20170313102900.00000000000,"5938","2213937","5938","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,70.26342773440,51.27481742710,"1"
"3630",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5939",jgilg,20120102120300.00000000000,fegea,20170313102900.00000000000,"5939","2213937","5939","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,46.67285156250,33.75525968680,"1"
"3631",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5940",jgilg,20120102120400.00000000000,fegea,20170313102900.00000000000,"5940","2213937","5940","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,52.20727539060,33.05608716030,"1"
"3632",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5941",jgilg,20120102120700.00000000000,fegea,20170313102900.00000000000,"5941","2213937","5941","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,41.85302734380,36.43912236320,"1"
"3633",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5942",jgilg,20120102120700.00000000000,fegea,20170313102900.00000000000,"5942","2213937","5942","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,75.64990234380,37.41650156720,"1"
"3634",ES009,N,,0.00000000000,,I,"2011",N,"20","0","5943",jgilg,20120102120800.00000000000,fegea,20170313102900.00000000000,"5943","2213937","5943","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,38.60156250000,36.81046329060,"1"
"3635",ES009,N,,0.00000000000,,P,"2011",N,"20","0","5944",jgilg,20120102121400.00000000000,fegea,20170313102900.00000000000,"5944","2213937","5944","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,73.18579101560,33.63943213820,"1"
"3636",ES001,N,,0.00000000000,,P,"2011",N,"20","0","5945",jgilg,20120102122700.00000000000,fegea,20170313102900.00000000000,"5945","2213937","5945","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,93.82080078130,56.82776918870,"1"
"3637",ES001,N,,0.00000000000,,P,"2011",N,"20","0","5946",jgilg,20120102123300.00000000000,fegea,20170313102900.00000000000,"5946","2213937","5946","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,133.94091796900,79.67607881340,"1"
"3638",ÑO007,N,,0.00000000000,,P,"2011",N,"32","0","5947",jgilg,20120102124900.00000000000,fegea,20170316140200.00000000000,"5947","2184664","5947","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,526.95141601600,121.49051399100,"1"
"3639",ÑO007,N,,0.00000000000,,P,"2011",N,"32","0","5948",jgilg,20120102125000.00000000000,fegea,20170316140200.00000000000,"5948","2184664","5948","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,512.67114257800,121.00868623400,"1"
"3647",ZA003,,,0.00000000000,,P,"2011",,"51","0","5956",scanovasr,20120102145000.00000000000,fegea,20170316140400.00000000000,"5956","2186423","5956","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,70.57690429690,48.08093497860,"1"
"3648",ZA003,,,0.00000000000,,P,"2011",,"51","0","5957",scanovasr,20120102145000.00000000000,fegea,20170316140400.00000000000,"5957","2186423","5957","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,75.92138671880,49.77309372940,"1"
"3649",ZA002,,,0.00000000000,,P,"2011",,"51","0","5958",scanovasr,20120102160300.00000000000,fegea,20170316140400.00000000000,"5958","2186358","5958","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,678.39843750000,118.77659428300,"1"
"3650",ZA002,,,0.00000000000,,P,"2011",,"51","0","5959",scanovasr,20120102160300.00000000000,fegea,20170316140400.00000000000,"5959","2186358","5959","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,301.71020507800,77.74647716680,"1"
"3651",ZA002,,,0.00000000000,,P,"2011",,"51","0","5960",scanovasr,20120102160300.00000000000,fegea,20170316140500.00000000000,"5960","2186358","5960","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,896.21655273400,129.19170004300,"1"
"3652",ZA002,,,0.00000000000,,P,"2011",,"51","0","5961",scanovasr,20120102160400.00000000000,fegea,20170316140500.00000000000,"5961","2200190","5961","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,553.92187500000,103.30940435500,"2"
"3653",ZA002,,,0.00000000000,,P,"2011",,"51","0","5963",scanovasr,20120102160600.00000000000,fegea,20170316140500.00000000000,"5963","2200190","5963","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,546.11206054700,98.88325138160,"1"
"3654",ZA002,,,0.00000000000,,P,"2011",,"51","0","5964",scanovasr,20120102160700.00000000000,fegea,20170316140200.00000000000,"5964","2200190","5964","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,550.50463867200,176.01014867500,"1"
"3655",ZA002,,,0.00000000000,,P,"2011",,"51","0","5966",scanovasr,20120102160900.00000000000,fegea,20170316140800.00000000000,"5966","2200190","5966","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,273.76562500000,74.62988876740,"1"
"3656",ZA002,,,0.00000000000,,P,"2011",,"51","0","5967",scanovasr,20120102160900.00000000000,fegea,20170316140500.00000000000,"5967","2200190","5967","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,503.78930664100,125.35819660800,"1"
"3657",ZA002,,,0.00000000000,,P,"2011",,"51","0","5968",scanovasr,20120102161000.00000000000,fegea,20170316140900.00000000000,"5968","2200190","5968","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,632.93701171900,153.81604094900,"1"
"3658",CT010,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5969",jmdelgado,20120104123000.00000000000,fegea,20170316140900.00000000000,"5969","2183482","5969","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,178.79907226600,52.71513334960,"1"
"3659",CT010,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5970",jmdelgado,20120104123200.00000000000,fegea,20170316140200.00000000000,"5970","2183482","5970","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,128.92919921900,56.66437537330,"1"
"3660",CT010,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5971",jmdelgado,20120104123300.00000000000,fegea,20170316140200.00000000000,"5971","2183482","5971","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,134.85961914100,56.72807767400,"1"
"3661",,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5972",jmdelgado,20120104124600.00000000000,fegea,20170316140200.00000000000,"5972","2183481","5972","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,65.34204101560,33.58527558350,"1"
"3662",,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5973",jmdelgado,20120104124600.00000000000,fegea,20170316140200.00000000000,"5973","2183481","5973","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,64.91894531250,33.52048960830,"1"
"3670",CT008,N,<Nulo>,0.00000000000,,P,"2011",N,"10","0","5994",jmdelgado,20120109131500.00000000000,fegea,20170316140500.00000000000,"5994","2183432","5994","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,166.96801757800,53.48397677820,"1"
"3671",CT008,N,<Nulo>,0.00000000000,,P,"2011",N,"10","0","5995",jmdelgado,20120109131500.00000000000,fegea,20170316140500.00000000000,"5995","2183432","5995","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,79.86938476560,37.09609334870,"1"
"3672",CT015,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5997",jmdelgado,20120110114600.00000000000,fegea,20170316140500.00000000000,"5997","2183362","5997","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,61.36962890630,37.24856478270,"1"
"3673",CT015,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","5998",jmdelgado,20120110115700.00000000000,fegea,20170316140500.00000000000,"5998","2183362","5998","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,109.39404296900,55.26675161070,"1"
"3680",CT020,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6006",jmdelgado,20120110181100.00000000000,fegea,20170316140800.00000000000,"6006","2183412","6006","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,235.17041015600,61.53885990680,"1"
"3681",CT020,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6007",jmdelgado,20120110181200.00000000000,fegea,20170316140800.00000000000,"6007","2183412","6007","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,95.34960937500,41.67229685240,"1"
"3682",CT020,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6008",jmdelgado,20120110181300.00000000000,fegea,20170316140400.00000000000,"6008","2183412","6008","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,207.41674804700,59.00200423790,"1"
"3683",CT020,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6009",jmdelgado,20120110181500.00000000000,fegea,20170316140400.00000000000,"6009","2183412","6009","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,189.00073242200,76.14692606870,"1"
"3684",Exp489/12,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6010",jmdelgado,20120110182700.00000000000,fegea,20170316140500.00000000000,"6010","2183412","6010","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,809.40649414100,115.75318545000,"1"
"3685",Exp489/12,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6011",jmdelgado,20120110182800.00000000000,fegea,20170316140500.00000000000,"6011","2183412","6011","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,517.55053710900,99.73033824600,"1"
"3686",CT021,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"10","0","6012",jmdelgado,20120110183700.00000000000,fegea,20170316140500.00000000000,"6012","2183516","6012","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,1301.51928711000,183.75217551000,"1"
"3689",SV002,N,,0.00000000000,,P,"2011",N,"44","0","6015",,0.00000000000,fegea,20170316140800.00000000000,"6015","2185696","6015","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,148.80541992200,112.24649846100,"1"
"3690",SV009,,,0.00000000000,,,,,"44","0","6016",jmdelgado,20120112104200.00000000000,fegea,20170316140800.00000000000,"6016","2185676","6016","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,554.10693359400,125.71563084800,"1"
"3691",SV009,,,0.00000000000,,,,,"44","0","6017",jmdelgado,20120112104300.00000000000,fegea,20170316140800.00000000000,"6017","2185676","6017","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,517.53881835900,132.65857559600,"1"
"3692",SV009,,,0.00000000000,,,,,"44","0","6018",jmdelgado,20120112104300.00000000000,fegea,20170316140800.00000000000,"6018","2185676","6018","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,337.33691406300,91.37906875750,"1"
"3693",SV008,N,,0.00000000000,,P,"2011",N,"44","0","6019",jmdelgado,20120112114500.00000000000,fegea,20170316140400.00000000000,"6019","2185675","6019","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,440.11987304700,115.46489692300,"1"
"3694",SV008,N,,0.00000000000,,P,"2011",N,"44","0","6020",jmdelgado,20120112114500.00000000000,fegea,20170316140400.00000000000,"6020","2185675","6020","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,103.34570312500,50.16028244960,"1"
"3695",SV008,N,,0.00000000000,,P,"2011",N,"44","0","6021",jmdelgado,20120112114600.00000000000,fegea,20170316140400.00000000000,"6021","2185675","6021","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,309.43432617200,118.00702903200,"1"
"3696",SV008,N,,0.00000000000,,P,"2011",N,"44","0","6022",jmdelgado,20120112114700.00000000000,fegea,20170316140800.00000000000,"6022","2185675","6022","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,330.66748046900,80.96587264230,"1"
"3697",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6023",jmdelgado,20120112130100.00000000000,fegea,20170313102900.00000000000,"6023",ASIGNAR RANACO,"6023","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,778.31616210900,155.23494161200,"1"
"3698",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6024",jmdelgado,20120112130100.00000000000,fegea,20170313102900.00000000000,"6024",ASIGNAR RANACO,"6024","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,1180.94555664000,169.64325487400,"1"
"3699",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6025",jmdelgado,20120112130200.00000000000,fegea,20170313102900.00000000000,"6025",ASIGNAR RANACO,"6025","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,600.52954101600,133.11549265000,"1"
"3700",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6026",jmdelgado,20120112130300.00000000000,fegea,20170313102900.00000000000,"6026",ASIGNAR RANACO,"6026","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,670.95874023400,118.43715461300,"1"
"3701",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6027",jmdelgado,20120112130400.00000000000,fegea,20170313102900.00000000000,"6027",ASIGNAR RANACO,"6027","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,945.90917968800,296.91502031900,"1"
"3702",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6028",jmdelgado,20120112160500.00000000000,fegea,20170313102900.00000000000,"6028",ASIGNAR RANACO,"6028","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,558.57714843800,158.23791597200,"1"
"3703",SV022,N,,0.00000000000,,P,"2011",N,"44","0","6029",jmdelgado,20120112161600.00000000000,fegea,20170313102900.00000000000,"6029",ASIGNAR RANACO,"6029","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,504.60888671900,109.65065755200,"1"
