OBJECTID,ZR_ID,ZR_ARTIFIC,ZR_NOMBRE,ZR_SUPERFI,ZR_COMENTA,ZR_FIABILI,ZR_NUM_EXP,DOC_ADJ,N_tx,ID_EXPLOTA,OBJECTID2,USU_ALTA,FEC_ALTA,USU_MODIF,FEC_MODIF,IDPART,CAPA_CAD,Emu_OBJECT,CT_ID,CT_INSTAL,CT_CATEG,GNR_NUM1,GNR_NUM2,GNR_NUM3,GNR_TXT1,GNR_TXT2,GNR_TXT3,COD_MUNI,COD_SIT,ZR_ID_SUMI,ZR_COD_LOC,ZR_SUMINIS,AGIS_Etiqu,ID_AGIS,ID_GA,FEC_RECEP,SHAPE_STAr,SHAPE_STLe,Poligonos
"1030",SAI001,,,214.24519348000,,,,N,"0","0","1184",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1184","2213938","1184","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,214.24658203100,62.44689955120,"1"
"1031",SAI001,,,221.19790649000,,,,N,"0","0","1185",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1185","2213938","1185","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,221.19726562500,62.87748019720,"1"
"1032",SAI001,,,185.04824829000,,,,N,"0","0","1186",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1186","2213938","1186","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,185.04858398400,56.99781907220,"1"
"1033",SAI001,,,170.56410217000,,,,N,"0","0","1187",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1187","2213938","1187","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,170.56347656300,53.93558084710,"1"
"1034",SAI001,,,197.48489379000,,,,N,"0","0","1188",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1188","2213938","1188","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,197.48730468800,59.75232049580,"1"
"1035",SAI001,,,210.59480285000,,,,N,"0","0","1189",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1189","2213938","1189","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,210.59472656300,61.92623598050,"1"
"1036",SAI001,,,188.34265136000,,,,N,"0","0","1190",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1190","2213938","1190","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,188.34326171900,58.26320014200,"1"
"1037",SAI001,,,351.66229248000,,,,N,"0","0","1191",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1191","2213938","1191","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,351.66479492200,76.53785680310,"1"
"1038",SAI001,,,370.56869506000,,,,N,"0","0","1192",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1192","2213938","1192","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,370.57006835900,81.57270166090,"1"
"1039",SAI001,,,422.50924682000,,,,N,"0","0","1193",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1193","2213938","1193","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,422.51025390600,81.89035260380,"1"
"1040",SAI001,,,343.41656494000,,,,N,"0","0","1214",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1214","2213938","1214","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,343.41748046900,87.83085102950,"1"
"1041",SAI001,,,501.66519165000,,,,N,"0","0","1215",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1215","2213938","1215","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,501.66601562500,100.73518416600,"1"
"1042",SAI001,,,374.92889404000,,,,N,"0","0","1216",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1216","2213938","1216","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,374.92993164100,90.25436542170,"1"
"1043",SAI001,,,297.90100097000,,,,N,"0","0","1217",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1217","2213938","1217","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,297.90185546900,80.30865102120,"1"
"1044",SAI001,,,347.42340087000,,,,N,"0","0","1218",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1218","2213938","1218","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,347.42626953100,88.60614716770,"1"
"1045",SAI001,,,355.65536499000,,,,N,"0","0","1219",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1219","2213938","1219","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,355.65625000000,89.37005284170,"1"
"1046",SAI001,,,328.88848876000,,,,N,"0","0","1220",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1220","2213938","1220","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,328.89135742200,84.90617120570,"1"
"1047",SAI001,,,330.43051147000,,,,N,"0","0","1221",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1221","2213938","1221","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,330.43139648400,85.56448581770,"1"
"1048",SAI001,,,352.57019042000,,,,N,"0","0","1222",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1222","2213938","1222","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,352.56958007800,88.74390782580,"1"
"1049",SAI001,,,335.12329101000,,,,N,"0","0","1223",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1223","2213938","1223","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,335.12475585900,86.38621029590,"1"
"1050",SAI001,,,306.59689331000,,,,N,"0","0","1224",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1224","2213938","1224","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,306.59814453100,80.99969826210,"1"
"1051",SAI001,,,269.38299560000,,,,N,"0","0","1225",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1225","2213938","1225","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,269.38574218800,74.01568931810,"1"
"1052",SAI001,,,222.67199707000,,,,N,"0","0","1226",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1226","2213938","1226","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,222.67260742200,65.24740399360,"1"
"1053",SAI001,,,144.74800109000,,,,N,"0","0","1227",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1227","2213938","1227","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,144.74731445300,52.79021664880,"1"
"1054",SAD005,,,114.69840240000,,,,N,"0","0","1228",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1228","2213902","1228","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,114.69677734400,37.99279043800,"1"
"1055",SAD001,,,135.19380187000,,,,N,"0","0","1230",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1230","2213902","1230","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,249.88769531300,72.55598263990,"1"
"1056",SAD005,,,198.05114746000,,,,N,"0","0","1231",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1231","2213902","1231","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,198.05273437500,114.66688426900,"1"
"1057",SAD005,,,207.76234436000,,,,N,"0","0","1232",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1232","2213902","1232","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,207.76269531300,120.31244154200,"1"
"1058",SAD005,,,268.12380981000,,,,N,"0","0","1233",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1233","2213902","1233","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,268.12866210900,143.99089729800,"1"
"1059",SAD005,,,259.27191162000,,,,N,"0","0","1234",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1234","2213902","1234","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,259.27075195300,148.40140576100,"1"
"1060",SAI001,,,343.93035888000,,,,N,"0","0","1235",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1235","2213938","1235","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,343.93188476600,106.46117292000,"1"
"1061",SAI001,,,255.90484619000,,,,N,"0","0","1236",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1236","2213938","1236","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,255.90527343800,75.30860197730,"1"
"1062",SAI001,,,596.95092773000,,,,N,"0","0","1237",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1237","2213938","1237","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,596.95092773400,126.55210616400,"1"
"1063",SAI001,,,751.08337402000,,,,N,"0","0","1238",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1238","2213938","1238","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,751.08569335900,139.52900909100,"1"
"1064",SAI001,,,766.76623535000,,,,N,"0","0","1239",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1239","2213938","1239","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,766.76708984400,137.87789270400,"1"
"1065",SAI001,,,259.69610595000,,,,N,"0","0","1240",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1240","2213938","1240","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,259.69531250000,71.77081381040,"1"
"1066",SAI001,,,307.71719360000,,,,N,"0","0","1241",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1241","2213938","1241","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,307.71728515600,107.82821116600,"1"
"1067",SAI001,,,1054.91589355000,,,,N,"0","0","1242",Admin,20100611120000.00000000000,fegea,20200311124500.00000000000,"1242","2213938","1242","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,1054.92065430000,223.14214964500,"1"
"1068",CAR005,,,819.39916992000,,,,N,"0","0","1243",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1243","2181256","1243","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,819.39697265600,144.39245952100,"1"
"1069",CAR005,,,755.24822998000,,,,N,"0","0","1244",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1244","2181256","1244","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,755.25244140600,145.68020798900,"1"
"1070",CAR005,,,2239.39331054000,,,,N,"0","0","1245",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1245","2181256","1245","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,2239.40209961000,217.01702168600,"1"
"1071",CAR005,,,1973.71154785000,,,,N,"0","0","1246",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1246","2181256","1246","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,1973.71459961000,228.97545811400,"1"
"1072",CAR005,,,141.13133239000,,,,N,"0","0","1247",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1247","2181256","1247","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,141.24609375000,42.14709692350,"1"
"1073",CAR005,,,568.54400634000,,,,N,"0","0","1248",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1248","2181256","1248","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,568.54565429700,119.14464722500,"1"
"1074",CAR005,,,231.91835021000,,,,N,"0","0","1249",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1249","2181256","1249","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,231.91943359400,68.43329065290,"1"
"1075",CAR005,,,177.28320312000,,,,N,"0","0","1250",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1250","2181256","1250","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,177.28369140600,50.94511054730,"1"
"1076",BAR005,,,161.58004760000,,P,"2010",N,"0","0","1252",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1252",ASIGNAR RANACO,"1252","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,790.43530273400,99.70534357960,"1"
"1077",BAR007,,,1985.52465820000,,,,N,"0","0","1257",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1257",ASIGNAR RANACO,"1257","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,1818.03222656000,316.81800010500,"1"
"1078",BAR007,,,727.89276123000,,,,N,"0","0","1258",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1258",ASIGNAR RANACO,"1258","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,727.89550781300,148.12775501200,"1"
"1174",INF003,,,57.14179992000,,,,N,"0","0","1361",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1361","2181602","1361","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,57.14233398440,37.51762127130,"1"
"1175",INF003,,,55.77545166000,,,,N,"0","0","1362",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1362","2181602","1362","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,55.77636718750,36.98106422810,"1"
"1183",INF022,,,36.63499832000,,,,N,"0","0","1370",Admin,20100611120000.00000000000,fegea,20170504143200.00000000000,"1370","2181589","1370","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,36.63476562500,24.92635983710,"1"
"1225",SAN012,,,308.50289916000,,,,N,"0","0","1412",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1412","2181698","1412","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,308.50415039100,70.65832382720,"1"
"1226",SAN011,,,317.41549682000,,,,N,"0","0","1413",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1413","2181699","1413","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,317.41625976600,76.83625190470,"1"
"1227",SAD006,,,199.99180603000,,,,N,"0","0","1414",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1414","2213902","1414","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,199.99121093800,78.05100884430,"1"
"1228",SAN003,,,113.85755157000,,,,N,"0","0","1415",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1415","2182007","1415","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,113.85839843800,44.26627541600,"1"
"1229",SAN003,,,58.74340057000,,,,N,"0","0","1416",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1416","2182007","1416","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,58.74340820310,32.13742842960,"1"
"1230",SAN003,,,72.88105010000,,,,N,"0","0","1418",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1418","2182007","1418","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,72.88012695310,32.61536155660,"1"
"1231",,,,140.66430664000,,,,N,"0","0","1420",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1420","2182008","1420","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,140.66381835900,57.55190776200,"1"
"1232",,,,223.76005554000,,,,N,"0","0","1421",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1421","2182008","1421","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,223.76049804700,104.64333110600,"1"
"1233",SAN019,,,33.09444808000,,,,N,"0","0","1422",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1422","2181839","1422","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,33.09423828130,32.32601151180,"1"
"1234",SAN019,,,172.73339843000,,,,N,"0","0","1423",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1423","2181839","1423","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,315.19018554700,114.40354831500,"1"
"1235",SAN017,,,241.14784240000,,,,N,"0","0","1424",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1424","2182014","1424","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,241.14697265600,89.88203589430,"1"
"1236",SAN017,,,244.53550720000,,,,N,"0","0","1425",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1425","2182014","1425","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,244.53710937500,85.03772883980,"1"
"1248",,,,53.74269866000,,,,N,"0","0","1443",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1443","2181943","1443","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,53.74243164060,43.03394539330,"1"
"1249",,,,43.31159973000,,,,N,"0","0","1444",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1444","2181943","1444","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,43.31225585940,44.54979783010,"1"
"1250",,,,44.64445114000,,,,N,"0","0","1445",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1445","2181943","1445","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,44.64428710940,38.14361328390,"1"
"1251",,,,67.38249969000,,,,N,"0","0","1446",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1446","2181943","1446","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,67.38330078130,43.53525028440,"1"
"1252",,,,157.46435546000,,,,N,"0","0","1449",Admin,20100611120000.00000000000,scanovasr,20170928082600.00000000000,"1449","2181843","1449","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,157.46435546900,61.31542318410,"1"
"1253",,,,271.36608886000,,,,N,"0","0","1450",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1450","2181843","1450","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,271.36523437500,70.27779749560,"1"
"1254",,,,500.26513671000,,,,N,"0","0","1451",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1451","2181843","1451","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,500.26464843800,97.32132809310,"1"
"1255",SMI005,,,135.01234436000,,,,N,"0","0","1452",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1452","2182320","1452","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,135.01342773400,72.96769638020,"1"
"1261",SMI005,,,20.69095039000,,,,N,"0","0","1460",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1460","2202698","1460","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,20.68969726560,21.21452723610,"1"
"1262",SMI005,,,86.05930328000,,,,N,"0","0","1461",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1461","2202698","1461","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,86.05932617190,43.39116232510,"1"
"1264",FAM018,,,110.29785156000,,P,,N,"0","0","1463",Admin,20100611120000.00000000000,jmdelgado,20180316141900.00000000000,"1463","2181909","1463","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,475.98803710900,129.29353614700,"1"
"1265",FAM018,,,124.67819976000,,P,,N,"0","0","1465",Admin,20100611120000.00000000000,jmdelgado,20180316141900.00000000000,"1465","2181915","1465","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,17.11547851560,17.26770650020,"1"
"1266",FAM018,,,245.96240234000,,P,,N,"0","0","1466",Admin,20100611120000.00000000000,jmdelgado,20180316141900.00000000000,"1466","2181915","1466","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,99.50097656250,49.86435559110,"1"
"1267",FAM018,,,226.29769897000,,P,,N,"0","0","1468",Admin,20100611120000.00000000000,jmdelgado,20180316141900.00000000000,"1468","2212738","1468","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,26.84765625000,23.72128147260,"1"
"1268",FAM013,,,209.01249694000,,,,N,"0","0","1469",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1469","2181945","1469","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,209.01391601600,67.92648755060,"1"
"1269",SLO002,,,22.41415023000,,,,N,"0","0","1480",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1480","2181994","1480","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,22.41430664060,36.96358013890,"1"
"1270",SLO002,,,18.31949996000,,,,N,"0","0","1481",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1481","2181994","1481","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,18.31982421880,29.65729754380,"1"
"1271",SLO002,,,8.86680030000,,,,N,"0","0","1482",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1482","2181994","1482","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,8.86694335938,16.56060721830,"1"
"1272",SLO003,,,14.50944995000,,,,N,"0","0","1483",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1483","2192536","1483","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,14.50952148440,18.04911541520,"1"
"1273",SLO003,,,21.31049919000,,,,N,"0","0","1484",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1484","2192536","1484","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,21.31103515630,20.92852335160,"1"
"1274",SLO003,,,111.65219879000,,,,N,"0","0","1485",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1485","2192536","1485","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,111.65209960900,49.63342974450,"1"
"1275",SLO003,,,33.28110122000,,,,N,"0","0","1486",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1486","2192536","1486","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,33.28100585940,32.58608094310,"1"
"1276",FLO002,,,128.88005065000,,,,N,"0","0","1487",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1487","2181464","1487","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,128.88085937500,53.68400698510,"1"
"1287",FAM009,,,134.48095703000,,,,N,"0","0","1499",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1499","2181397","1499","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,134.48120117200,88.59879869930,"1"
"1288",FAM009,,,77.71109771000,,,,N,"0","0","1500",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1500","2181398","1500","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,77.71118164060,39.65255258780,"1"
"1289",FAM009,,,101.86409759000,,,,N,"0","0","1501",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1501","2181397","1501","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,101.86499023400,40.52779311120,"1"
"1290",FAM009,,,89.33940124000,,,,N,"0","0","1502",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1502","2181397","1502","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,89.33959960940,38.23026382160,"1"
"1291",FAM020,,,131.71060180000,,,,N,"0","0","1503",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1503","2181951","1503","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,131.71166992200,46.83736393970,"1"
"1292",FAM008,,,263.26113891000,,,,N,"0","0","1504",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1504",ASIGNAR RANACO,"1504","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,263.26074218800,81.26074658530,"1"
"1293",PAZ016,N,<Nulo>,0.00000000000,<Nulo>,P,"2011",N,"0","0","1507",Admin,20100611120000.00000000000,fegea,20170316140300.00000000000,"1507","2186332","1507","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,134.35791015600,48.97850748890,"1"
"1294",SNI001,,,136.36634826000,,,,N,"0","0","1508",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1508","2182173","1508","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,136.36694335900,46.33581766100,"1"
"1295",SNI001,,,80.40435028000,,,,N,"0","0","1509",Admin,20100611120000.00000000000,fegea,20170504143300.00000000000,"1509","2182173","1509","0","0",,0.00000000000,0.00000000000,0.00000000000,POTABLE,,,,,,"0",,,,,0.00000000000,80.40527343750,65.30505394380,"1"
