"Contrato";"Fecha_Min";"Fecha_Max";"NDVI.NA.n_TotalD";"NDVI.NA.n_TotalNA";"NDVI.NA.n_MaxNA";"NDVI.NA.Mean_Min";"NDVI.NA.Mean_Mean";"NDVI.NA.Mean_Max";"NDVI.NA.Mean_TotalNoNA";"NDVI.NA.Mean_TotalNA"
"6410146";2017-10-03;2022-02-09;1;16;1;-0.0390445552766323;0.150002777366403;0.607101976871491;258;16
"6412073";2017-10-03;2022-02-09;1;16;1;-0.05520376128455;0.22749079717107;0.555801120897134;258;16
"6416024";2017-10-03;2022-02-09;1;16;1;-0.0453283558599651;0.15381952298164;0.325953736901283;258;16
"6416203";2017-10-03;2022-02-09;1;16;1;-0.0307349674403667;0.189165726230054;0.515899956226349;258;16
"6416226";2017-10-03;2022-02-09;1;16;1;-0.0290394686162472;0.361374428834332;0.751948744058609;258;16
"6420135";2017-10-03;2022-02-09;1;16;1;Inf;NA;-Inf;0;274
"6422694";2017-10-03;2022-02-09;1;16;1;-0.026705691324813;0.283620301836334;0.59505421774728;258;16
"6429112";2017-10-03;2022-02-09;1;16;1;-0.035651996317837;0.305817051637249;0.528726402256224;258;16
"6429753";2017-10-03;2022-02-09;1;16;1;-0.0403241444040429;0.20395182188181;0.358407521789724;258;16
"6429769";2017-10-03;2022-02-09;1;16;1;-0.0337292842773928;0.210224126586872;0.43049477537473;258;16
"6429987";2017-10-03;2022-02-09;1;16;1;-0.0481822192668915;0.32191438551046;0.653363287448883;258;16
"6430564";2017-10-03;2022-02-09;1;16;1;-0.123255278170109;0.230944342284462;0.471857187151909;258;16
"6430577";2017-10-03;2022-02-09;1;13;1;-0.0329060004177419;0.32969349310615;0.728649572892623;261;13
"6430918";2017-10-03;2022-02-09;1;16;1;-0.0390990506857634;0.179601826943904;0.463939428329468;258;16
"6431079";2017-10-03;2022-02-09;1;16;1;-0.0475744213908911;0.23130565014796;0.514644168317318;258;16
"6431097";2017-10-03;2022-02-09;1;16;1;-0.0657206848263741;0.0727790240383375;0.295581519603729;258;16
